CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2SinceWeek,Promo2SinceYear,StoreType,Assortment,Promo2,PromoInterval,Store
362,11,2012,0,0,c,c,0,,17112
475,8,2008,13,2011,a,a,1,"Jan,Apr,Jul,Oct",17138
853,9,2004,13,2010,a,c,1,"Jan,Apr,Jul,Oct",17183
1416,10,2010,0,0,c,c,0,,17211
3271,7,2014,0,0,d,c,0,,17212
603,0,0,47,2009,d,c,1,"Feb,May,Aug,Nov",17238
5525,3,0,45,2014,a,a,1,"Jan,Apr,Jul,Oct",17281
2621,0,0,13,2011,d,c,1,"Mar,Jun,Sept,Dec",17311
1118,4,2013,13,2015,a,a,1,"Mar,Jun,Sept,Dec",17346
1351,9,2012,0,0,c,a,0,,17373
6041,2,2006,15,2012,a,a,1,"Jan,Apr,Jul,Oct",17410
10394,0,0,14,2011,d,c,1,"Jan,Apr,Jul,Oct",17462
8107,0,0,0,0,a,c,0,,17508
1910,9,2010,0,0,a,c,0,,17537
1546,0,0,21,2012,c,c,1,"Mar,Jun,Sept,Dec",17586
4160,11,2005,0,0,d,c,0,,17607
12427,4,2013,14,2011,a,a,1,"Jan,Apr,Jul,Oct",17608
20366,3,2011,14,2011,a,a,1,"Jan,Apr,Jul,Oct",17649
19460,10,2001,0,0,c,c,0,,17658
7581,5,2014,0,0,c,c,0,,17703
293,3,2009,0,0,d,a,0,,17708
2023,5,2012,31,2014,d,c,1,"Jan,Apr,Jul,Oct",17712
5,10,2007,0,0,c,c,0,,17783
358,12,2013,0,0,c,a,0,,17807
853,11,2007,23,2013,a,a,1,"Mar,Jun,Sept,Dec",17824
688,0,0,0,0,c,c,0,,17858
8352,2,2006,33,2011,a,c,1,"Jan,Apr,Jul,Oct",17912
171,4,1999,0,0,c,a,0,,17955
2256,7,2013,19,2015,d,a,1,"Jan,Apr,Jul,Oct",17978
2082,0,0,17,2014,c,a,1,"Jan,Apr,Jul,Oct",18020
5468,0,0,14,2011,d,a,1,"Jan,Apr,Jul,Oct",18088
85,9,2008,0,0,a,a,0,,18103
2062,1,2009,0,0,a,a,0,,18104
7318,9,2012,0,0,a,a,0,,18118
83,0,0,13,2013,c,c,1,"Feb,May,Aug,Nov",18200
1015,0,0,0,0,a,c,0,,18247
183,0,2010,14,2011,a,a,1,"Jan,Apr,Jul,Oct",18293
659,0,0,0,0,a,a,0,,18313
4975,7,2003,0,0,c,a,0,,18350
786,2,2011,14,2011,c,a,1,"Jan,Apr,Jul,Oct",18398
435,11,2006,14,2011,d,a,1,"Jan,Apr,Jul,Oct",18424
256,12,2012,0,0,a,a,0,,18449
15350,7,2008,0,0,a,a,0,,18453
799,0,0,0,0,a,c,0,,18505
2497,0,0,0,0,a,a,0,,18569
4841,2,2007,22,2012,a,a,1,"Jan,Apr,Jul,Oct",18609
13306,9,2010,0,0,a,c,0,,18668
5239,8,2013,7,2011,a,a,1,"Feb,May,Aug,Nov",18695
441,5,2012,40,2014,c,a,1,"Jan,Apr,Jul,Oct",18708
381,0,0,28,2010,c,c,1,"Mar,Jun,Sept,Dec",18775
3407,0,0,0,0,a,c,0,,18803
2467,0,0,18,2013,a,c,1,"Jan,Apr,Jul,Oct",18843
276,0,0,0,0,d,a,0,,18892
1272,0,0,0,0,a,a,0,,18893
403,8,2007,0,0,a,a,0,,18894
2951,5,2007,13,2011,c,c,1,"Jan,Apr,Jul,Oct",18939
1034,5,2011,0,0,d,a,0,,18976
1869,0,0,0,0,a,a,0,,18993
2498,8,2011,0,0,a,a,0,,18994
8027,0,0,13,2014,d,a,1,"Jan,Apr,Jul,Oct",19008
1082,11,2004,0,2013,a,a,1,"Feb,May,Aug,Nov",19044
60,0,0,9,2013,d,a,1,"Feb,May,Aug,Nov",19082
241,2,2012,24,2014,a,a,1,"Jan,Apr,Jul,Oct",19103
5847,0,0,20,2013,d,c,1,"Jan,Apr,Jul,Oct",19177
19674,0,0,0,0,d,a,0,,19229
25306,5,2013,0,0,a,a,0,,19242
48,11,2012,0,0,a,c,0,,19324
2211,11,2011,0,0,a,a,0,,19379
346,0,0,0,0,a,c,0,,19422
2754,9,2008,40,2009,a,a,1,"Jan,Apr,Jul,Oct",19437
2595,8,2005,13,2014,a,a,1,"Mar,Jun,Sept,Dec",19451
3477,2,2011,0,0,a,a,0,,19487
18055,0,0,14,2015,d,c,1,"Jan,Apr,Jul,Oct",19497
19217,11,2010,14,2014,a,a,1,"Mar,Jun,Sept,Dec",19552
3748,3,2015,0,0,a,a,0,,19592
3571,12,2012,0,2014,d,a,1,"Jan,Apr,Jul,Oct",19635
2555,7,2007,20,2013,a,c,1,"Jan,Apr,Jul,Oct",19683
210,0,0,40,2009,c,a,1,"Jan,Apr,Jul,Oct",19729
595,11,2013,0,0,a,a,0,,19734
182,6,2007,40,2011,a,a,1,"Jan,Apr,Jul,Oct",19769
234,12,2013,31,2009,d,a,1,"Jan,Apr,Jul,Oct",19809
63129,10,2004,0,0,a,c,0,,19846
4533,10,2012,0,0,a,a,0,,19882
6042,2,2005,36,2012,a,c,1,"Jan,Apr,Jul,Oct",19931
7638,4,2010,40,2009,a,a,1,"Feb,May,Aug,Nov",19938
690,9,2006,0,0,a,a,0,,19999
21765,4,2004,0,0,a,a,0,,20030
1620,0,0,49,2014,a,c,1,"Jan,Apr,Jul,Oct",20040
274,12,2005,14,2013,a,c,1,"Feb,May,Aug,Nov",20117
1854,4,2010,14,2011,d,a,1,"Jan,Apr,Jul,Oct",20176
7896,12,2011,0,0,d,a,0,,20178
4030,11,2005,15,2011,a,a,1,"Mar,Jun,Sept,Dec",20179
3521,11,2004,34,2011,a,a,1,"Mar,Jun,Sept,Dec",20180
2617,10,2004,11,2010,a,a,1,"Jan,Apr,Jul,Oct",20181
4087,5,2005,41,2014,d,c,1,"Jan,Apr,Jul,Oct",20184
2386,7,0,14,2012,a,a,1,"Jan,Apr,Jul,Oct",20254
6537,4,2014,32,2012,d,c,1,"Jan,Apr,Jul,Oct",20280
575,0,0,0,0,a,a,0,,20318
7894,0,0,0,0,a,a,0,,20330
561,0,0,0,0,a,a,0,,20343
1363,9,2005,14,2014,a,c,1,"Jan,Apr,Jul,Oct",20381
2086,10,2004,34,2014,a,c,1,"Jan,Apr,Jul,Oct",20457
360,11,2009,0,0,a,a,0,,20478
14783,9,2012,0,0,a,c,0,,20479
15444,8,2011,0,0,a,c,0,,20528
1856,7,2012,18,2010,a,c,1,"Feb,May,Aug,Nov",20541
163,11,2010,48,2009,a,c,1,"Feb,May,Aug,Nov",20596
1587,0,0,0,0,a,a,0,,20627
12437,9,2012,0,0,a,c,0,,20649
644,0,0,42,2010,c,a,1,"Feb,May,Aug,Nov",20686
4033,0,0,0,0,a,a,0,,20773
139,6,1072,16,2015,a,a,1,"Jan,Apr,Jul,Oct",20793
561,0,0,0,0,c,c,0,,20824
13489,6,2009,0,0,d,a,0,,20834
2751,0,0,15,2012,a,c,1,"Mar,Jun,Sept,Dec",20883
504,10,2006,46,2012,a,c,1,"Mar,Jun,Sept,Dec",20964
1176,0,0,14,2013,a,a,1,"Feb,May,Aug,Nov",20991
17476,0,0,0,0,a,c,0,,21039
2813,0,0,0,0,a,c,0,,21089
16062,4,2010,14,2013,d,c,1,"Feb,May,Aug,Nov",21122
3489,0,0,27,2013,a,a,1,"Feb,May,Aug,Nov",21202
8683,0,0,17,2011,d,c,1,"Jan,Apr,Jul,Oct",21229
3451,7,2005,40,2012,a,c,1,"Mar,Jun,Sept,Dec",21307
5977,0,0,40,2011,a,c,1,"Jan,Apr,Jul,Oct",21334
1152,6,2013,0,0,a,a,0,,21383
1253,0,0,48,2009,a,a,1,"Feb,May,Aug,Nov",21434
1730,5,2010,0,0,b,a,0,,21472
405,8,2013,21,2014,a,c,1,"Jan,Apr,Jul,Oct",21511
5979,11,2012,14,2013,a,a,1,"Jan,Apr,Jul,Oct",21547
9815,0,0,0,0,b,b,0,,21568
2966,9,2010,33,2012,d,c,1,"Jan,Apr,Jul,Oct",21613
2352,12,2009,21,2012,c,a,1,"Jan,Apr,Jul,Oct",21674
7945,11,2007,0,0,d,c,0,,21708
5125,2,2013,14,2013,a,c,1,"Mar,Jun,Sept,Dec",21721
130,11,1704,0,2013,d,c,1,"Feb,May,Aug,Nov",21758
866,11,2010,0,0,a,a,0,,21759
5483,12,2011,0,0,a,a,0,,21760
47513,0,0,14,2014,c,c,1,"Jan,Apr,Jul,Oct",21799
684,0,0,47,2012,a,a,1,"Jan,Apr,Jul,Oct",21857
6835,4,2014,0,0,c,a,0,,21859
19588,4,2007,36,2009,d,c,1,"Jan,Apr,Jul,Oct",21866
1838,0,0,48,2012,c,c,1,"Mar,Jun,Sept,Dec",21930
2260,8,2013,0,0,a,a,0,,21964
6321,5,2006,0,0,d,c,0,,22020
1882,12,2013,0,0,a,a,0,,22056
3616,3,2011,0,0,d,c,0,,22069
229,0,0,40,2012,d,c,1,"Jan,Apr,Jul,Oct",22117
15514,8,2013,0,0,d,c,0,,22186
8616,0,0,22,2013,a,a,1,"Feb,May,Aug,Nov",22206
1088,0,0,0,0,d,c,0,,22287
568,0,0,34,2012,d,c,1,"Jan,Apr,Jul,Oct",22317
7281,0,0,40,2012,d,c,1,"Jan,Apr,Jul,Oct",22395
13246,3,2009,0,0,c,a,0,,22400
9821,0,0,43,2011,d,c,1,"Feb,May,Aug,Nov",22448
1303,4,2008,0,0,a,a,0,,22452
807,7,2007,37,2012,a,a,1,"Mar,Jun,Sept,Dec",22532
54557,0,0,0,0,a,a,0,,22548
10338,7,2014,0,0,d,a,0,,22556
756,7,2012,13,2012,a,c,1,"Jan,Apr,Jul,Oct",22629
5554,8,2013,13,2011,d,a,1,"Jan,Apr,Jul,Oct",22684
24173,3,2011,0,0,d,c,0,,22721
538,1,2007,16,2013,a,c,1,"Feb,May,Aug,Nov",22790
435,4,2013,0,0,c,c,0,,22800
420,0,0,40,2013,a,c,1,"Mar,Jun,Sept,Dec",22862
3664,0,0,26,2011,d,c,1,"Jan,Apr,Jul,Oct",22901
4936,12,2011,0,0,d,c,0,,22942
5395,11,2003,14,2012,d,c,1,"Mar,Jun,Sept,Dec",23022
18168,0,0,0,0,d,a,0,,23039
3493,0,0,12,2011,d,c,1,"Mar,Jun,Sept,Dec",23074
9688,10,2009,35,2013,d,a,1,"Jan,Apr,Jul,Oct",23123
2141,9,2012,0,0,a,a,0,,23169
1069,0,0,0,0,a,a,0,,23230
454,9,2002,11,2013,a,a,1,"Jan,Apr,Jul,Oct",23248
49,6,2013,0,0,a,a,0,,23285
18518,8,2002,0,0,d,c,0,,23311
729,0,0,29,2012,a,c,1,"Mar,Jun,Sept,Dec",23365
1151,10,2014,32,2011,d,a,1,"Feb,May,Aug,Nov",23406
372,10,2012,0,0,a,a,0,,23479
698,0,0,14,2011,a,c,1,"Jan,Apr,Jul,Oct",23516
10983,9,2011,0,0,a,a,0,,23578
7575,0,0,0,0,a,c,0,,23608
21,2,2011,14,2015,a,a,1,"Jan,Apr,Jul,Oct",23636
709,11,2013,13,2011,d,c,1,"Mar,Jun,Sept,Dec",23678
3851,1,2002,40,2014,a,a,1,"Jan,Apr,Jul,Oct",23698
1929,3,2012,0,0,d,a,0,,23753
7089,8,2009,14,2012,c,c,1,"Jan,Apr,Jul,Oct",23777
902,5,2013,36,2014,d,a,1,"Jan,Apr,Jul,Oct",23781
6601,7,2011,42,2009,d,a,1,"Jan,Apr,Jul,Oct",23833
521,7,2009,36,2014,d,c,1,"Jan,Apr,Jul,Oct",23907
1097,0,0,0,0,c,c,0,,23940
1012,7,2015,0,0,d,a,0,,24005
969,2,2007,0,0,a,a,0,,24023
1061,7,2009,0,0,d,a,0,,24075
7798,0,0,0,0,a,a,0,,24165
1237,0,0,0,0,a,c,0,,24201
398,0,0,29,2012,a,c,1,"Jan,Apr,Jul,Oct",24240
322,3,2009,14,2014,a,a,1,"Mar,Jun,Sept,Dec",24277
6502,9,2013,0,0,d,c,0,,24326
9133,3,2003,0,0,d,c,0,,24375
5025,4,2015,0,0,a,a,0,,24440
14485,9,2013,0,0,d,c,0,,24495
16354,12,2007,14,2015,a,a,1,"Jan,Apr,Jul,Oct",24538
189,4,1862,0,0,a,a,0,,24562
2141,9,2006,9,2014,c,a,1,"Jan,Apr,Jul,Oct",24563
72543,4,2015,0,0,a,a,0,,24610
2285,7,2007,2,2013,d,c,1,"Feb,May,Aug,Nov",24645
1872,11,2013,14,2010,a,a,1,"Jan,Apr,Jul,Oct",24694
1068,11,2004,0,0,c,c,0,,24711
241,7,2010,10,2012,a,a,1,"Jan,Apr,Jul,Oct",24746
725,0,0,0,0,a,c,0,,24774
2054,4,2005,14,2010,a,a,1,"Jan,Apr,Jul,Oct",24853
1353,8,2013,0,0,a,a,0,,24906
418,11,2014,0,0,d,a,0,,24908
11000,0,0,40,2011,a,a,1,"Mar,Jun,Sept,Dec",24909
858,12,2005,0,0,a,a,0,,24910
4971,0,0,37,2009,a,a,1,"Jan,Apr,Jul,Oct",24936
62,4,2010,0,0,a,a,0,,24991
16720,4,2005,0,0,d,a,0,,25043
214,5,2014,17,2014,c,a,1,"Jan,Apr,Jul,Oct",25079
1163,7,2013,19,2011,a,a,1,"Jan,Apr,Jul,Oct",25122
10057,7,2012,30,2011,a,a,1,"Feb,May,Aug,Nov",25181
4327,3,2014,0,0,d,a,0,,25218
11431,11,2007,0,0,a,a,0,,25254
2510,9,2013,0,0,c,a,0,,25255
630,11,2011,42,2011,a,a,1,"Jan,Apr,Jul,Oct",25293
8364,0,0,13,2010,a,c,1,"Jan,Apr,Jul,Oct",25323
335,0,0,30,2009,a,a,1,"Jan,Apr,Jul,Oct",25381
8164,0,0,0,0,d,c,0,,25433
3087,0,0,0,0,a,a,0,,25452
1144,11,2012,0,0,c,c,0,,25501
14603,0,0,0,0,d,c,0,,25511
184,11,2006,0,0,a,a,0,,25579
17328,0,0,0,0,d,a,0,,25600
476,2,2010,37,2013,a,c,1,"Feb,May,Aug,Nov",25658
4720,11,2011,0,0,a,a,0,,25704
607,0,0,15,2011,a,c,1,"Feb,May,Aug,Nov",25794
242,9,2012,0,0,a,c,0,,25844
1044,10,2011,40,2010,d,c,1,"Feb,May,Aug,Nov",25848
350,0,0,0,0,b,b,0,,25937
8135,0,0,14,2012,a,a,1,"Jan,Apr,Jul,Oct",25964
19697,9,2009,0,0,a,a,0,,26029
14087,12,2008,0,0,a,c,0,,26050
3343,3,2007,3,2012,a,a,1,"Jan,Apr,Jul,Oct",26127
275,9,2009,0,0,a,c,0,,26139
1902,12,2011,19,2012,a,c,1,"Jan,Apr,Jul,Oct",26175
238,0,0,13,2013,a,c,1,"Mar,Jun,Sept,Dec",26232
7802,7,2014,0,0,a,c,0,,26247
1425,0,0,34,2011,a,c,1,"Jan,Apr,Jul,Oct",26318
5032,8,0,0,0,a,c,0,,26361
19227,4,2007,26,2013,d,c,1,"Jan,Apr,Jul,Oct",26419
3952,0,0,14,2011,a,c,1,"Jan,Apr,Jul,Oct",26434
4444,12,2009,0,0,a,a,0,,26435
635,0,0,0,0,a,a,0,,26436
2356,2,2010,30,2010,a,a,1,"Jan,Apr,Jul,Oct",26443
6027,9,2009,14,2011,d,c,1,"Jan,Apr,Jul,Oct",26534
1088,5,2010,34,2014,a,a,1,"Jan,Apr,Jul,Oct",26535
4052,5,2012,37,2014,a,a,1,"Jan,Apr,Jul,Oct",26548
53510,0,0,13,2011,d,c,1,"Jan,Apr,Jul,Oct",26585
231,9,2007,6,2013,c,c,1,"Feb,May,Aug,Nov",26601
24870,0,0,0,0,d,c,0,,26670
5452,12,2009,13,2010,d,c,1,"Mar,Jun,Sept,Dec",26702
629,4,2003,14,2011,a,c,1,"Jan,Apr,Jul,Oct",26733
12736,5,0,0,0,a,c,0,,26734
45,7,2013,0,0,a,a,0,,26744
1661,0,0,0,0,a,c,0,,26824
939,0,0,0,0,a,a,0,,26851
11618,10,2010,7,2013,d,c,1,"Mar,Jun,Sept,Dec",26882
17134,9,2010,0,0,a,c,0,,26883
977,9,2003,40,2009,a,a,1,"Feb,May,Aug,Nov",26948
7262,0,0,45,2009,a,a,1,"Feb,May,Aug,Nov",27018
14470,0,0,0,0,d,c,0,,27071
866,7,2012,14,2012,d,c,1,"Jan,Apr,Jul,Oct",27098
1962,0,0,40,2009,d,c,1,"Jan,Apr,Jul,Oct",27146
6192,0,0,8,2013,d,c,1,"Mar,Jun,Sept,Dec",27208
2683,9,2006,6,2015,a,a,1,"Feb,May,Aug,Nov",27226
2086,9,2010,0,0,a,c,0,,27261
2545,7,2006,34,2014,a,a,1,"Jan,Apr,Jul,Oct",27324
1055,11,2010,0,0,a,a,0,,27325
479,11,2013,31,2010,d,c,1,"Mar,Jun,Sept,Dec",27332
4183,11,2012,30,2010,c,a,1,"Jan,Apr,Jul,Oct",27375
13573,0,0,0,0,d,c,0,,27391
28410,7,2011,0,0,c,c,0,,27465
8000,9,2005,0,0,c,a,0,,27474
434,0,0,14,2014,a,a,1,"Mar,Jun,Sept,Dec",27570
2445,7,2013,23,2010,d,a,1,"Jan,Apr,Jul,Oct",27613
15548,4,2012,0,0,d,c,0,,27621
20749,0,0,35,2009,d,a,1,"Mar,Jun,Sept,Dec",27665
20109,7,2012,14,2010,d,c,1,"Jan,Apr,Jul,Oct",27674
609,8,2015,0,0,a,a,0,,27720
1923,0,0,15,2014,c,c,1,"Jan,Apr,Jul,Oct",27733
2780,11,2007,13,2011,d,a,1,"Jan,Apr,Jul,Oct",27776
8004,10,2005,37,2012,d,c,1,"Jan,Apr,Jul,Oct",27819
11842,10,2009,35,2011,d,b,1,"Feb,May,Aug,Nov",27867
284,0,0,0,0,a,a,0,,27907
6960,2,1999,14,2011,c,a,1,"Jan,Apr,Jul,Oct",27918
928,11,2014,8,2010,c,a,1,"Jan,Apr,Jul,Oct",27919
1741,11,2003,25,2014,d,a,1,"Mar,Jun,Sept,Dec",27944
198,7,2012,8,2012,a,a,1,"Jan,Apr,Jul,Oct",27990
3481,0,0,12,2013,a,c,1,"Jan,Apr,Jul,Oct",28047
4003,7,2013,23,2011,a,a,1,"Jan,Apr,Jul,Oct",28105
359,0,0,19,2013,a,c,1,"Mar,Jun,Sept,Dec",28154
5024,4,2005,0,0,a,a,0,,28192
633,11,2008,44,2014,d,a,1,"Jan,Apr,Jul,Oct",28245
885,5,2012,0,0,b,a,0,,28269
7752,4,2004,30,2013,d,a,1,"Jan,Apr,Jul,Oct",28343
1573,0,0,0,0,c,c,0,,28361
82,10,2011,0,0,a,c,0,,28393
13583,3,2010,38,2009,d,a,1,"Feb,May,Aug,Nov",28451
21819,9,2014,0,0,d,c,0,,28460
1704,1,0,13,2011,c,a,1,"Jan,Apr,Jul,Oct",28461
1614,11,2005,14,2011,d,c,1,"Jan,Apr,Jul,Oct",28462
1578,12,2011,0,0,a,c,0,,28463
17576,10,1999,0,0,d,c,0,,28468
817,0,0,5,2010,a,a,1,"Jan,Apr,Jul,Oct",28538
1673,4,2014,14,2015,c,a,1,"Mar,Jun,Sept,Dec",28562
320,12,2012,0,0,a,a,0,,28566
1866,10,2011,0,0,a,a,0,,28612
15915,7,2013,14,2013,d,a,1,"Mar,Jun,Sept,Dec",28653
581,5,2011,0,0,a,a,0,,28702
3773,0,0,15,2011,c,a,1,"Feb,May,Aug,Nov",28711
544,0,0,21,2010,c,c,1,"Jan,Apr,Jul,Oct",28743
982,11,2005,0,0,c,c,0,,28761
8273,0,0,0,0,d,c,0,,28762
1149,0,0,47,2009,a,c,1,"Feb,May,Aug,Nov",28811
4441,7,2011,40,2009,a,a,1,"Jan,Apr,Jul,Oct",28873
18616,3,2013,14,2011,d,c,1,"Mar,Jun,Sept,Dec",28909
1001,9,2006,25,2013,d,c,1,"Feb,May,Aug,Nov",28922
4404,12,2008,13,2011,d,c,1,"Jan,Apr,Jul,Oct",28980
1663,0,0,39,2011,d,c,1,"Jan,Apr,Jul,Oct",29027
15692,10,1153,14,2015,c,c,1,"Jan,Apr,Jul,Oct",29070
551,12,2003,0,0,a,a,0,,29106
350,4,2012,14,2010,a,a,1,"Jan,Apr,Jul,Oct",29114
2543,0,0,0,0,d,a,0,,29196
478,4,2004,0,0,a,a,0,,29220
1358,11,2009,34,2013,d,a,1,"Feb,May,Aug,Nov",29257
6707,9,2007,0,0,a,a,0,,29324
67374,12,2010,0,0,a,c,0,,29352
208,0,0,0,0,a,a,0,,29378
769,0,0,0,0,a,c,0,,29423
1818,0,0,14,2011,d,c,1,"Jan,Apr,Jul,Oct",29494
1745,3,2007,0,0,d,c,0,,29529
351,0,0,0,0,b,b,0,,29558
2157,0,0,40,2014,a,a,1,"Jan,Apr,Jul,Oct",29619
82,0,0,0,0,a,a,0,,29653
5845,0,0,43,2009,a,c,1,"Mar,Jun,Sept,Dec",29718
1583,9,2007,0,0,d,c,0,,29775
18171,0,0,0,0,d,c,0,,29800
1150,5,2014,0,0,c,a,0,,29880
83,0,0,10,2011,a,c,1,"Feb,May,Aug,Nov",29892
75,0,0,35,2011,a,c,1,"Jan,Apr,Jul,Oct",29908
6931,12,2011,0,0,d,a,0,,29976
9333,10,2009,0,0,a,c,0,,29991
443,2,1999,0,0,c,c,0,,30080
9367,10,2002,22,2012,d,c,1,"Mar,Jun,Sept,Dec",30089
2433,0,0,0,0,d,c,0,,30137
1800,4,2012,0,0,c,a,0,,30180
830,4,2009,0,0,a,a,0,,30188
1222,2,2013,31,2014,a,a,1,"Jan,Apr,Jul,Oct",30192
1799,9,2011,14,2012,a,c,1,"Jan,Apr,Jul,Oct",30285
9468,8,2009,0,0,a,a,0,,30287
1063,12,2010,14,2013,a,a,1,"Jan,Apr,Jul,Oct",30325
12675,0,0,0,0,d,c,0,,30359
6416,9,2013,40,2012,a,c,1,"Mar,Jun,Sept,Dec",30411
11447,8,2005,14,2011,a,a,1,"Mar,Jun,Sept,Dec",30435
1064,12,2009,14,2011,a,a,1,"Jan,Apr,Jul,Oct",30439
2444,9,2011,14,2011,a,a,1,"Feb,May,Aug,Nov",30503
690,0,0,14,2013,a,c,1,"Feb,May,Aug,Nov",30574
1856,0,0,0,0,d,a,0,,30589
1088,0,0,0,0,a,c,0,,30660
2405,3,2005,5,2013,d,c,1,"Feb,May,Aug,Nov",30697
4287,9,2010,40,2012,c,a,1,"Feb,May,Aug,Nov",30745
779,0,0,14,2011,a,c,1,"Jan,Apr,Jul,Oct",30798
655,5,2008,12,2010,c,c,1,"Jan,Apr,Jul,Oct",30834
1832,0,0,0,0,a,c,0,,30907
2638,4,2013,0,0,a,a,0,,30957
4471,4,2010,0,0,a,a,0,,31018
241,0,0,0,0,a,c,0,,31055
1918,0,0,39,2011,c,a,1,"Jan,Apr,Jul,Oct",31076
152,10,2012,9,2013,a,a,1,"Feb,May,Aug,Nov",31137
1385,0,0,40,2009,d,a,1,"Feb,May,Aug,Nov",31199
1130,2,2013,14,2014,a,c,1,"Jan,Apr,Jul,Oct",31257
142,3,2008,0,0,b,a,0,,31269
344,0,0,28,2013,d,c,1,"Feb,May,Aug,Nov",31273
23684,9,2005,0,0,c,a,0,,31319
4682,0,0,39,2009,d,c,1,"Feb,May,Aug,Nov",31367
4936,1,325,0,0,d,a,0,,31371
24737,9,2011,0,0,a,c,0,,31452
13204,9,2011,0,0,a,c,0,,31488
1085,12,2013,16,2011,a,a,1,"Feb,May,Aug,Nov",31537
2079,0,0,40,2013,d,a,1,"Mar,Jun,Sept,Dec",31565
1637,11,2009,0,0,a,a,0,,31581
7411,7,2006,0,0,a,c,0,,31652
4525,5,2010,40,2014,d,a,1,"Jan,Apr,Jul,Oct",31676
369,4,2004,23,2012,a,a,1,"Mar,Jun,Sept,Dec",31744
115,12,2007,0,0,a,c,0,,31792
2277,11,2005,18,2013,d,c,1,"Jan,Apr,Jul,Oct",31826
1684,2,2004,31,2013,a,c,1,"Jan,Apr,Jul,Oct",31888
1097,5,2007,0,0,a,c,0,,31909
3303,0,0,0,0,d,c,0,,31910
9339,0,0,0,0,d,a,0,,31996
12176,9,2013,0,0,a,c,0,,32032
1877,9,2012,0,0,a,a,0,,32097
16668,9,2010,0,0,d,c,0,,32150
1243,9,2007,14,2011,c,c,1,"Feb,May,Aug,Nov",32180
1108,0,0,12,2011,d,c,1,"Mar,Jun,Sept,Dec",32234
125,0,0,0,0,a,c,0,,32297
7251,7,2010,20,2012,d,a,1,"Jan,Apr,Jul,Oct",32305
3367,0,0,0,0,a,c,0,,32395
1592,0,0,0,0,a,a,0,,32421
267,3,2011,14,2011,c,a,1,"Jan,Apr,Jul,Oct",32496
406,7,0,16,2010,a,c,1,"Jan,Apr,Jul,Oct",32526
3361,4,2005,30,2014,a,c,1,"Jan,Apr,Jul,Oct",32560
193,11,2009,9,2015,d,c,1,"Feb,May,Aug,Nov",32596
2248,0,0,0,0,a,a,0,,32631
55,0,0,47,2012,c,c,1,"Feb,May,Aug,Nov",32693
1946,0,0,40,2012,d,c,1,"Jan,Apr,Jul,Oct",32739
8439,5,2007,15,2014,c,c,1,"Jan,Apr,Jul,Oct",32769
2655,0,0,40,2009,d,a,1,"Mar,Jun,Sept,Dec",32827
25362,4,0,0,0,a,a,0,,32842
88,0,0,0,0,c,c,0,,32862
375,0,0,11,2011,a,c,1,"Jan,Apr,Jul,Oct",32898
2626,0,0,0,0,c,a,0,,32941
773,10,2004,13,2012,a,a,1,"Jan,Apr,Jul,Oct",32954
1288,1,0,40,2014,a,a,1,"Jan,Apr,Jul,Oct",32991
3163,9,2007,14,2011,d,c,1,"Jan,Apr,Jul,Oct",33049
32197,1,2012,0,0,a,c,0,,33098
3701,9,2011,0,0,a,c,0,,33144
325,5,2011,19,2012,a,c,1,"Jan,Apr,Jul,Oct",33187
2044,3,2014,40,2014,a,a,1,"Jan,Apr,Jul,Oct",33228
10237,4,2007,0,0,a,a,0,,33284
639,11,2011,40,2011,c,a,1,"Mar,Jun,Sept,Dec",33286
3757,11,2010,0,0,c,a,0,,33330
13663,0,0,17,2014,d,c,1,"Mar,Jun,Sept,Dec",33336
15934,0,0,16,2012,d,c,1,"Jan,Apr,Jul,Oct",33391
11454,4,2011,0,0,a,a,0,,33462
4853,3,2004,0,0,d,c,0,,33483
438,9,2011,0,0,a,c,0,,33493
1636,0,0,28,2011,a,a,1,"Jan,Apr,Jul,Oct",33552
354,0,0,49,2009,c,c,1,"Feb,May,Aug,Nov",33582
236,0,0,0,0,a,c,0,,33598
6106,5,2002,46,2009,a,a,1,"Feb,May,Aug,Nov",33643
9649,12,2011,0,0,d,c,0,,33683
5361,0,0,40,2011,c,a,1,"Jan,Apr,Jul,Oct",33777
966,9,2012,14,2013,a,c,1,"Jan,Apr,Jul,Oct",33779
2304,5,2006,14,2012,c,c,1,"Mar,Jun,Sept,Dec",33859
3257,12,2013,10,2014,a,a,1,"Jan,Apr,Jul,Oct",33906
16117,4,2005,0,0,d,c,0,,33952
2854,0,0,0,0,c,c,0,,34013
1927,11,0,12,2010,a,a,1,"Jan,Apr,Jul,Oct",34024
10091,0,0,42,2009,d,c,1,"Feb,May,Aug,Nov",34072
1573,4,2013,3,2010,a,a,1,"Jan,Apr,Jul,Oct",34122
9794,0,0,0,0,a,c,0,,34148
2170,7,2011,0,0,a,a,0,,34172
964,4,2004,3,2012,c,a,1,"Jan,Apr,Jul,Oct",34186
8637,2,2010,0,0,a,a,0,,34239
159,0,0,35,2011,c,a,1,"Jan,Apr,Jul,Oct",34315
8935,10,2011,40,2009,a,a,1,"Feb,May,Aug,Nov",34345
2524,0,0,40,2011,a,c,1,"Jan,Apr,Jul,Oct",34417
7145,9,2010,0,0,a,c,0,,34431
210,9,2003,0,0,c,c,0,,34473
10087,9,2008,0,0,a,a,0,,34541
21576,10,2005,0,0,a,c,0,,34586
