bond_id,atom1_id,atom2_id,type
1318,vu,Aa,1
1319,vv,Vp,3
1320,vv,alb,1
1321,vv,mZ,1
1322,vw,agI,1
1323,vy,Lo,1
1324,vy,jc,2
1325,vA,aiM,1
1326,vA,ti,1
1327,vA,Xj,1
1328,vB,auE,3
1329,vB,aEt,7
1330,vD,act,1
1331,vF,MC,7
1332,vG,kW,1
1333,vH,vS,1
1334,vH,zD,1
1335,vI,ig,7
1336,vJ,Ia,7
1337,vJ,aks,1
1338,vK,aDz,1
1339,vL,aCY,1
1340,vN,aEr,2
1341,vN,avg,7
1342,vO,aCk,1
1343,vO,yG,1
1344,vP,aHr,1
1345,vP,aoO,1
1346,vR,gk,1
1347,vS,aLj,1
1348,vS,eV,1
1349,vT,ayR,1
1350,vT,agE,7
1351,vT,aoq,1
1352,vU,aLp,7
1353,vU,rD,1
1354,vV,aqQ,1
1355,vV,ahp,1
1356,vV,Lp,1
1357,vW,atM,1
1358,vW,RP,1
1359,vX,Bi,3
1360,vX,Zs,1
1361,vY,lG,7
1362,wa,ajo,7
1363,wa,Gf,7
1364,wb,ad,1
1365,wb,azm,1
1366,wc,Vi,1
1367,wd,CC,1
1368,wd,OW,7
1369,we,JP,1
1370,wf,aGD,7
1371,wg,Vi,1
1372,wg,RX,7
1373,wh,aFM,7
1374,wi,awN,1
1375,wi,tJ,1
1376,wi,ajv,1
1377,wj,aqY,1
1378,wk,aae,7
1379,wk,rw,7
1380,wl,axo,7
1381,wl,OX,7
1382,wm,AI,1
1383,wo,ahr,1
1384,wo,aDM,7
1385,wp,ri,1
1386,wp,AN,1
1387,wq,Of,7
1388,wr,axJ,7
1389,wr,Rq,7
1390,wt,arR,7
1391,wt,alz,1
1392,wu,aCd,7
1393,wv,ME,1
1394,wz,LR,7
1395,wz,Fc,7
1396,wA,iB,7
1397,wB,arY,2
1398,wC,ahe,1
1399,wC,azY,1
1400,wD,aig,1
1401,wD,cj,3
1402,wE,rC,1
1403,wE,abW,1
1404,wF,aNk,1
1405,wF,asT,3
1406,wF,tS,2
1407,wG,Pn,1
1408,wG,aJG,1
1409,wH,aCq,7
1410,wI,Cn,1
1411,wJ,HF,7
1412,wL,akw,1
1413,wL,aec,7
1414,wL,Rn,7
1415,wL,oE,7
1416,wM,aAY,1
1417,wM,IZ,7
1418,wN,axE,7
1419,wN,eh,7
1420,wO,Vo,7
1421,wP,Ws,1
1422,wQ,mw,1
1423,wQ,aGL,7
1424,wS,avY,1
1425,wS,aDR,1
1426,wT,XV,1
1427,wU,dF,7
1428,wU,XF,1
1429,wV,aDe,7
1430,wX,gw,7
1431,wX,Ca,7
1432,wY,akG,7
1433,wY,hQ,1
1434,wZ,iI,7
1435,xa,aBm,7
1436,xb,Tu,7
1437,xb,fU,7
1438,xc,Hn,2
1439,xf,rU,1
1440,xg,VV,7
1441,xg,rJ,7
1442,xi,afU,1
1443,xi,Qu,7
1444,xj,ali,7
1445,xk,oF,1
1446,xm,Kl,1
1447,xm,Ul,7
1448,xn,MB,1
1449,xp,abh,1
1450,xp,ajG,1
1451,xs,UG,1
1452,xs,Ee,7
1453,xv,anh,7
1454,xv,aMN,7
1455,xw,amx,1
1456,xx,aIo,7
1457,xy,afh,7
1458,xz,aHt,1
1459,xz,mD,1
1460,xB,aru,1
1461,xB,aFj,1
1462,xC,Wg,7
1463,xC,aeL,1
1464,xD,aLx,7
1465,xD,arR,7
1466,xE,il,1
1467,xE,GQ,1
1468,xF,N,7
1469,xG,atT,7
1470,xI,L,7
1471,xI,ZH,7
1472,xJ,Iz,1
1473,xK,ec,1
1474,xL,sc,1
1475,xL,qr,1
1476,xM,Uo,7
1477,xM,arr,7
1478,xP,auN,1
1479,xR,auO,1
1480,xR,Ap,7
1481,xW,SS,1
1482,xX,hM,1
1483,xZ,acl,7
1484,xZ,akJ,1
1485,ya,aFC,1
1486,yb,auk,1
1487,yb,Ap,7
1488,yc,axQ,1
1489,yc,yA,7
1490,yc,aiX,7
1491,yd,ES,7
1492,yd,aIX,7
1493,ye,aFq,7
1494,yf,zn,1
1495,yf,aIk,1
1496,yh,OQ,1
1497,yi,JQ,1
1498,yj,afC,1
1499,yl,so,7
1500,ym,amU,7
1501,yo,ayY,1
1502,yp,aDg,1
1503,ys,ads,7
1504,ys,JA,7
1505,yu,My,1
1506,yu,atw,1
1507,yw,Xw,1
1508,yw,lv,1
1509,yw,Jt,1
1510,yy,Or,1
1511,yz,Fq,1
1512,yz,agG,7
1513,yA,axJ,1
1514,yB,Ce,1
1515,yC,bE,7
1516,yE,amT,1
1517,yE,ng,1
1518,yG,bu,1
1519,yI,afL,1
1520,yJ,mk,7
1521,yJ,axr,1
1522,yK,OG,1
1523,yM,no,1
1524,yM,adt,1
1525,yN,aF,1
1526,yO,aLy,7
1527,yP,g,7
1528,yP,aqW,7
1529,yS,aeL,1
1530,yS,aIk,1
1531,yT,vD,1
1532,yT,KZ,1
1533,yV,aey,1
1534,yV,Jx,1
1535,yY,aiy,7
1536,za,cV,7
1537,zb,uw,7
1538,zb,alU,1
1539,zc,aqs,1
1540,zc,mS,1
1541,zd,aOQ,1
1542,ze,LG,1
1543,ze,He,1
1544,zg,UV,1
1545,zg,nU,1
1546,zh,Pz,7
1547,zh,gN,7
1548,zi,dF,7
1549,zi,aqM,1
1550,zk,aNi,7
1551,zl,hr,1
1552,zl,lH,1
1553,zm,aIK,1
1554,zm,aha,1
1555,zn,tY,2
1556,zn,ayN,1
1557,zo,Dx,7
1558,zo,OQ,1
1559,zp,Hd,1
1560,zq,aFf,1
1561,zq,NX,1
1562,zr,atV,1
1563,zs,aDd,7
1564,zs,oP,7
1565,zt,Jg,7
1566,zu,Qa,7
1567,zx,LQ,1
1568,zy,kR,1
1569,zy,gD,2
1570,zz,axA,7
1571,zA,uC,1
1572,zA,ea,1
1573,zA,eW,1
1574,zB,OM,1
1575,zC,hL,1
1576,zE,OO,1
1577,zE,oC,1
1578,zF,aCd,1
1579,zF,aEZ,1
1580,zG,agM,7
1581,zI,axJ,1
1582,zJ,jT,1
1583,zK,qt,7
1584,zL,aGN,3
1585,zL,avk,1
1586,zL,YD,1
1587,zO,vl,1
1588,zP,ajk,1
1589,zQ,Xo,7
1590,zR,aik,1
1591,zS,P,7
1592,zS,aJ,7
1593,zT,ud,1
1594,zT,rU,1
1595,zT,hA,1
1596,zU,aV,7
1597,zV,rA,3
1598,zX,axK,1
1599,zX,ahy,1
1600,zY,ajN,1
1601,zZ,akE,1
1602,zZ,pr,1
1603,zZ,ahG,1
1604,Aa,Ob,1
1605,Aa,aEk,1
1606,Ab,awa,1
1607,Ac,cB,1
1608,Ad,alm,7
1609,Ae,Kk,1
1610,Ae,abT,1
1611,Ae,pV,1
1612,Af,amt,1
1613,Af,aFf,1
1614,Af,rk,1
1615,Ag,ic,1
1616,Ai,Yi,7
1617,Aj,Mt,1
1618,Ak,axF,7
1619,Ao,al,1
1620,Ao,ua,1
1621,Ap,pa,1
1622,Ap,aBt,7
1623,Aq,ajU,1
1624,Ar,agh,7
1625,Ar,Dx,7
1626,As,Us,1
1627,At,ati,1
1628,Au,ady,7
1629,Au,pA,7
1630,Ax,ahw,7
1631,Ax,oA,7
1632,Ay,eH,1
1633,Az,xL,7
1634,AA,nV,1
1635,AB,wW,1
1636,AC,Bw,1
1637,AE,NO,7
1638,AF,NR,7
1639,AG,UX,7
1640,AH,asX,7
1641,AI,aCc,1
1642,AI,Tf,1
1643,AI,rx,1
1644,AI,XH,1
1645,AK,aNL,1
1646,AM,iy,7
1647,AM,MD,1
1648,AN,eW,7
1649,AO,aCC,1
1650,AP,afj,1
1651,AP,aFV,1
1652,AR,aaI,1
1653,AR,PK,7
1654,AS,uK,2
1655,AT,aqq,7
1656,AT,rl,7
1657,AU,pn,1
1658,AZ,au,1
1659,AZ,jd,1
1660,Ba,aFg,1
1661,Bb,cO,1
1662,Bb,CX,1
1663,Bb,TJ,1
1664,Bc,qk,7
1665,Bd,ahh,7
1666,Bd,KR,7
1667,Be,oV,1
1668,Be,qg,7
1669,Be,alJ,1
1670,Bg,Mh,1
1671,Bg,aqc,2
1672,Bh,aAS,1
1673,Bh,apu,1
1674,Bi,Ga,7
1675,Bi,aHc,7
1676,Bj,ao,1
1677,Bm,Yj,7
1678,Bn,aiS,7
1679,Bo,us,7
1680,Bo,Zd,1
1681,Bo,lk,1
1682,Bp,tf,2
1683,Bp,zN,1
1684,Bq,aEQ,7
1685,Bq,aKz,7
1686,Br,ij,1
1687,Bt,he,7
1688,Bu,aAr,7
1689,Bv,azA,7
1690,Bx,aHz,1
1691,By,aDI,7
1692,Bz,jg,2
1693,BB,kx,3
1694,BE,aqu,1
1695,BG,avL,1
1696,BG,awz,1
1697,BJ,dy,1
1698,BJ,VY,2
1699,BJ,ahq,3
1700,BK,ET,7
1701,BL,akZ,1
1702,BL,akB,1
1703,BM,xS,7
1704,BN,SO,7
1705,BO,Jb,1
1706,BO,agc,1
1707,BP,Pr,1
1708,BQ,ayU,7
1709,BQ,ael,1
1710,BR,add,7
1711,BS,abB,7
1712,BT,ZK,1
1713,BU,aCo,1
1714,BU,bM,1
1715,BV,ai,7
1716,BX,ajC,7
1717,BY,yc,7
1718,BZ,jW,1
1719,BZ,avp,1
1720,Ca,Eg,3
1721,Ca,DO,3
1722,Cb,mR,7
1723,Ce,xH,1
1724,Cf,jo,7
1725,Cg,dC,3
1726,Cg,FE,1
1727,Ch,IZ,7
1728,Ci,qM,1
1729,Cj,aMq,1
1730,Cl,QW,1
1731,Cl,Bn,1
1732,Cl,aJs,1
1733,Cm,NZ,1
1734,Cm,aAd,1
1735,Cm,aFw,1
1736,Cn,akd,1
1737,Cn,Jk,1
1738,Cp,amz,1
1739,Cr,ME,7
1740,Cr,amq,2
1741,Cs,SW,1
1742,Cs,oH,1
1743,Cu,aiF,1
1744,Cu,Mc,1
1745,Cv,aBN,1
1746,Cv,aNI,7
1747,Cx,wP,1
1748,Cy,vQ,1
1749,Cz,HT,1
1750,CA,acw,1
1751,CB,akg,1
1752,CD,mS,1
1753,CE,ayE,1
1754,CE,amn,1
1755,CF,aAb,1
1756,CH,sB,7
1757,CH,GO,1
1758,CJ,Uj,7
1759,CK,abc,1
1760,CK,ank,1
1761,CL,PL,1
1762,CN,aav,7
1763,CN,rc,1
1764,CO,apW,1
1765,CP,aFA,1
1766,CP,lf,7
1767,CQ,on,1
1768,CQ,IW,1
1769,CS,abv,1
1770,CS,aGs,1
1771,CT,aMx,7
1772,CU,UK,1
1773,CV,sZ,7
1774,CV,Gv,7
1775,CW,aMZ,1
1776,CX,OQ,1
1777,CY,vq,7
1778,Dc,FJ,1
1779,Df,aO,7
1780,Df,acz,7
1781,Dg,HY,1
1782,Dg,nl,7
1783,Dh,ER,7
1784,Dh,Yv,7
1785,Dh,alG,1
1786,Dj,KK,7
1787,Dj,AL,7
1788,Dj,oG,1
1789,Dk,xn,7
1790,Dk,aOq,7
1791,Dk,ahi,7
1792,Do,lr,1
1793,Dp,wc,1
1794,Dp,amD,2
1795,Dp,lx,1
1796,Dq,Cp,7
1797,Dr,ajv,1
1798,Dr,ul,1
1799,Du,auz,7
1800,Dv,TG,1
1801,Dw,DN,1
1802,Dx,auW,1
1803,Dx,OG,1
1804,Dz,MT,1
1805,DB,IO,1
1806,DC,if,7
1807,DD,Ky,3
1808,DD,Qp,1
1809,DE,azK,7
1810,DE,apa,1
1811,DG,es,7
1812,DI,aJz,1
1813,DK,ahT,3
1814,DK,oo,1
1815,DK,Jg,1
1816,DL,ahj,7
1817,DL,Tb,1
1818,DM,CW,1
1819,DP,atc,1
1820,DR,aDG,2
1821,DR,aqy,1
1822,DR,WB,1
1823,DS,aAG,7
1824,DT,amn,7
1825,DT,Jn,2
1826,DU,GA,7
1827,DU,fq,7
1828,DV,td,1
1829,DV,vc,1
1830,DV,ahS,1
1831,DW,aoZ,1
1832,DW,GQ,1
1833,DX,HB,1
1834,DX,ayy,1
1835,DY,aCM,7
1836,DZ,ex,1
1837,DZ,aha,7
1838,DZ,kH,7
1839,Eb,UW,7
1840,Eb,aMh,7
1841,Ed,wa,1
1842,Ed,Pd,7
1843,Ee,od,1
1844,Ee,axT,1
1845,Eg,tf,1
1846,Eh,amV,1
1847,Eh,fh,1
1848,Ej,ik,7
1849,Ek,BA,7
1850,Ek,aak,1
1851,En,afl,1
1852,Ep,Em,7
1853,Eq,aoS,1
1854,Es,abo,1
1855,Es,anM,1
1856,Es,tl,1
1857,Eu,bE,7
1858,Ev,avj,1
1859,Ev,vD,1
1860,Ew,aNc,1
1861,Ex,apF,7
1862,Ex,LC,1
1863,Ey,aBx,1
1864,Ez,aCr,1
1865,Ez,aLJ,2
1866,EC,ZB,1
1867,ED,aIu,2
1868,EG,aus,1
1869,EH,aNw,1
1870,EI,agp,3
1871,EJ,HC,1
1872,EK,aff,3
1873,EK,JI,3
1874,EL,awW,1
1875,EM,aos,1
1876,EN,pL,1
1877,EO,aqI,1
1878,EP,fj,1
1879,EP,XZ,1
1880,EQ,axB,1
1881,ER,Zg,2
1882,ER,pl,2
1883,ES,qY,1
1884,ES,je,2
1885,ES,aAv,1
1886,ET,apA,3
1887,ET,VW,3
1888,ET,wC,7
1889,EU,SL,1
1890,EV,TN,1
1891,EX,aiY,7
1892,EX,asD,1
1893,EZ,aoS,1
1894,Fa,akR,1
1895,Fb,sq,1
1896,Fb,aAl,7
1897,Fc,oP,7
1898,Fd,zs,1
1899,Fd,aLt,7
1900,Fe,avd,1
1901,Fe,bl,7
1902,Ff,LV,1
1903,Ff,WJ,3
1904,Fg,om,1
1905,Fg,Sz,1
1906,Fg,Qe,1
1907,Fh,aCh,7
1908,Fi,aor,1
1909,Fi,JW,1
1910,Fj,Br,1
1911,Fk,arf,7
1912,Fl,aqO,7
1913,Fm,Cg,7
1914,Fm,O,7
1915,Fn,afi,7
1916,Fo,am,7
1917,Fo,arx,7
1918,Fp,DW,1
1919,Fq,amW,7
1920,Fr,hB,1
1921,Fr,kf,1
1922,Fs,aEo,1
1923,Fs,amQ,1
1924,Ft,eR,1
1925,Fx,agi,7
1926,Fy,Dz,3
1927,Fy,rU,3
1928,FC,aAB,1
1929,FD,NF,1
1930,FE,aGF,7
1931,FE,JY,1
1932,FF,vz,1
1933,FG,og,1
1934,FG,Zi,1
1935,FG,jc,1
1936,FH,Nl,1
1937,FH,apa,1
1938,FI,gM,1
1939,FI,Va,1
1940,FK,tJ,1
1941,FL,zw,1
1942,FM,Dg,7
1943,FM,fa,1
1944,FN,XI,1
1945,FN,aiY,1
1946,FQ,abn,7
1947,FR,agc,1
1948,FR,dL,7
1949,FT,vP,1
1950,FU,aBC,7
1951,FW,WL,1
1952,FX,awy,7
1953,FZ,Ls,7
1954,FZ,aug,1
1955,Ga,CO,7
1956,Gb,akA,7
1957,Gb,aoS,7
1958,Gb,IE,7
1959,Ge,Tn,2
1960,Gg,EK,7
1961,Gg,VH,7
1962,Gg,amQ,1
1963,Gg,VT,1
1964,Gh,ayj,3
1965,Gh,asc,1
1966,Gh,HP,7
1967,Gi,vM,7
1968,Gi,jD,1
1969,Gj,jH,1
1970,Gj,QY,7
1971,Gj,amZ,1
1972,Gl,Mo,7
1973,Go,auJ,1
1974,Go,ct,1
1975,Go,amF,1
1976,Gp,TH,1
1977,Gq,fL,7
1978,Gr,el,1
1979,Gr,axC,3
1980,Gs,avv,1
1981,Gs,aJb,1
1982,Gt,Im,1
1983,Gu,my,1
1984,Gv,TE,7
1985,Gv,aih,7
1986,Gx,awC,1
1987,Gz,auY,1
1988,Gz,aGC,1
1989,Gz,fN,1
1990,GA,avA,1
1991,GA,aNe,7
1992,GB,xM,1
1993,GC,aDn,1
1994,GF,asz,1
1995,GF,ZQ,1
1996,GH,aEJ,1
1997,GK,TX,1
1998,GN,aAa,1
1999,GO,mX,1
2000,GP,agL,1
2001,GP,ags,1
2002,GP,EF,1
2003,GQ,NI,1
2004,GQ,co,1
2005,GR,aNI,1
2006,GT,nC,1
2007,GT,Kb,1
2008,GU,aIp,1
2009,GW,IJ,7
2010,Ha,aNh,1
2011,Hb,NY,1
2012,Hd,Em,7
2013,Hd,aKn,7
2014,He,Iz,1
2015,Hf,Tn,1
2016,Hg,AK,7
2017,Hh,AB,7
2018,Hi,QN,1
2019,Hi,Mf,2
2020,Hj,fL,1
2021,Hk,i,7
2022,Hk,apg,7
2023,Hk,VE,1
2024,Hl,Ag,1
2025,Hl,awh,1
2026,Hm,mS,1
2027,Hn,ER,7
2028,Ho,Mo,7
2029,Hp,xn,1
2030,Hq,uW,1
2031,Hq,Yh,2
2032,Hq,agB,1
2033,Hr,Va,1
2034,Hr,ayD,1
2035,Hs,aBa,1
2036,Ht,pl,1
2037,Hu,GM,2
2038,Hu,atN,2
2039,Hv,and,3
2040,Hv,cQ,1
2041,Hv,ja,3
2042,Hw,aKR,1
2043,Hw,aJN,7
2044,Hx,azk,1
2045,Hx,agY,1
2046,Hy,mk,7
2047,Hz,aFr,1
2048,Hz,EL,1
2049,HA,gg,1
2050,HA,WI,1
2051,HA,ft,1
2052,HB,atI,7
2053,HC,amt,1
2054,HE,agS,7
2055,HF,Mb,1
2056,HF,amb,3
2057,HF,UG,1
2058,HG,aCT,1
2059,HG,aBs,1
2060,HJ,jC,1
2061,HK,asS,1
2062,HL,jl,2
2063,HL,aAt,2
2064,HM,lF,1
2065,HM,XO,1
2066,HO,gl,1
2067,HO,aLU,1
2068,HO,aCq,1
2069,HP,de,1
2070,HP,rb,7
2071,HP,atM,1
2072,HS,aOj,7
2073,HS,ajo,7
2074,HT,nP,1
2075,HT,Sj,2
2076,HV,z,1
2077,HW,abx,2
2078,HX,aaw,7
2079,HY,tM,1
2080,HZ,OS,1
2081,HZ,aGE,7
2082,Ia,ahl,1
2083,Ib,XL,1
2084,Id,fh,1
2085,Ie,BX,1
2086,Ie,Ue,1
2087,If,azR,7
2088,Ig,ahq,1
2089,Ii,aAb,1
2090,Ii,He,1
2091,Im,kr,7
2092,In,zi,1
2093,In,Yt,2
2094,Ip,aIR,2
2095,Is,l,1
2096,Is,adg,1
2097,Is,PE,2
2098,It,azC,1
2099,It,Jp,1
2100,Iu,vV,7
2101,Iu,anf,7
2102,Iv,fj,1
2103,Iw,anW,3
2104,Iw,apJ,1
2105,Iw,aCB,1
2106,Ix,aHE,7
2107,Ix,CQ,7
2108,Iy,atF,7
2109,Iz,SL,1
2110,Iz,aJf,7
2111,IA,DF,2
2112,IA,alB,2
2113,IB,Sx,1
2114,IC,ayc,7
2115,IC,aCp,7
2116,IC,aOh,1
2117,IE,azF,1
2118,IF,arD,1
2119,II,axV,1
2120,II,Wz,2
2121,IJ,GU,7
2122,IJ,aKr,2
2123,IL,JG,7
2124,IM,apV,1
2125,IN,vU,7
2126,IO,alJ,1
2127,IP,aLv,1
2128,IP,aFy,1
2129,IQ,QN,1
2130,IQ,aHS,1
2131,IR,are,7
2132,IS,aBa,1
2133,IS,aFK,1
2134,IS,GE,1
2135,IU,ef,1
2136,IW,MF,1
2137,IX,aEH,1
2138,IX,awr,7
2139,IZ,Zu,1
2140,Ja,RU,2
2141,Ja,Vm,1
2142,Ja,wQ,2
2143,Jb,amX,1
2144,Jc,Rh,1
2145,Jc,Eb,3
2146,Jc,Bt,1
2147,Jc,abw,7
2148,Jd,azS,7
2149,Je,JO,1
2150,Jf,aDH,1
2151,Jh,aJl,1
2152,Ji,Ho,2
2153,Ji,vj,1
2154,Jj,aCT,1
2155,Jk,GK,1
2156,Jl,azw,1
2157,Jl,acn,1
2158,Jl,LF,1
2159,Jo,XS,1
2160,Jo,ir,1
2161,Jt,abq,1
2162,Jt,ama,1
2163,Ju,EQ,7
2164,Ju,arP,1
2165,Jv,EX,7
2166,Jw,hl,1
2167,Jx,FE,1
2168,Jy,anF,7
2169,Jy,Ym,7
2170,Jz,aGk,1
2171,Jz,PG,7
2172,Jz,aNF,1
2173,JC,aqd,1
2174,JD,amK,1
2175,JE,Wq,1
2176,JE,axr,1
2177,JF,aLV,1
2178,JF,Ak,2
2179,JH,TW,7
2180,JH,Vq,7
2181,JJ,QR,1
2182,JK,iK,7
2183,JO,aMx,7
2184,JQ,JX,1
2185,JS,ajb,1
2186,JS,vv,1
2187,JT,ahF,1
2188,JV,aeC,2
2189,JW,abg,1
2190,JY,atK,1
2191,Ka,auS,1
2192,Ka,acZ,2
2193,Kb,EZ,1
2194,Kb,oF,1
2195,Kc,abe,1
2196,Kd,xQ,1
2197,Kf,aeH,1
2198,Kf,aMU,7
2199,Kg,aoa,1
2200,Kh,aDB,1
2201,Ki,aJR,1
2202,Kj,ax,2
2203,Kj,im,7
2204,Kl,gk,1
2205,Kl,Tq,7
2206,Km,he,7
2207,Kn,oe,1
2208,Kn,to,1
2209,Ko,rt,7
2210,Kq,ue,1
2211,Kq,agJ,1
2212,Kq,aBX,1
2213,Kt,uz,7
2214,Ku,kU,1
2215,Kw,wJ,1
2216,Kw,Ht,2
2217,Kz,aME,1
2218,Kz,Wa,1
2219,KA,lN,1
2220,KC,aAR,2
2221,KD,anr,1
2222,KD,azU,1
2223,KF,aoA,1
2224,KH,aFq,7
2225,KI,RZ,1
2226,KJ,qj,1
2227,KJ,aMH,1
2228,KK,aFt,1
2229,KL,ame,7
2230,KM,aKw,1
2231,KN,abH,7
2232,KN,fm,1
2233,KP,UP,1
2234,KP,Df,1
2235,KQ,Sf,1
2236,KR,awc,1
2237,KR,uA,2
2238,KS,sf,1
2239,KT,mP,1
2240,KU,tj,1
2241,KV,Ye,1
2242,KW,Fz,1
2243,KX,aeg,7
2244,KY,aks,1
2245,KY,cs,1
2246,KZ,bO,1
2247,KZ,tf,1
2248,La,aMv,1
2249,Ld,of,3
2250,Ld,PJ,3
2251,Le,aMi,1
2252,Le,aAX,1
2253,Lf,cW,1
2254,Lg,arg,7
2255,Lg,gz,1
2256,Lg,Qw,1
2257,Lh,aEE,1
2258,Lh,sj,1
2259,Li,aBQ,1
2260,Li,qn,1
2261,Li,iU,1
2262,Lj,E,1
2263,Lk,aLC,1
2264,Lk,ayO,1
2265,Lm,aoa,2
2266,Lm,XX,1
2267,Ln,aKE,7
2268,Ln,xY,1
2269,Lo,QB,1
2270,Lp,auo,1
2271,Lp,Ki,1
2272,Lr,Ut,1
2273,Lr,is,1
2274,Ls,mW,7
2275,Ls,Qe,1
2276,Ls,ahX,7
2277,Lu,QP,1
2278,Lv,km,7
2279,Lx,aNq,7
2280,Lx,aBy,7
2281,Lz,uM,1
2282,LA,yn,7
2283,LA,Tc,1
2284,LA,oy,7
2285,LA,vT,1
2286,LC,PK,7
2287,LD,cq,1
2288,LE,ael,7
2289,LE,aqW,7
2290,LF,HW,1
2291,LG,XL,1
2292,LH,pv,1
2293,LJ,sc,7
2294,LK,RT,7
2295,LK,Me,7
2296,LM,uz,7
2297,LM,xJ,7
2298,LN,axb,7
2299,LO,Ic,1
2300,LO,aFs,1
2301,LO,axw,1
2302,LQ,agh,7
2303,LR,RY,1
2304,LS,wX,7
2305,LT,aAT,7
2306,LU,aoj,7
2307,LW,age,7
2308,LY,aoI,2
2309,LY,aAh,1
2310,LZ,mz,1
2311,Mb,axI,7
2312,Mb,aoS,1
2313,Mc,At,1
2314,Mc,Dg,7
2315,Md,adE,3
2316,Md,Ke,3
2317,Me,pt,1
2318,Mf,CK,1
2319,Mf,kO,1
2320,Mg,aHT,1
2321,Mg,atg,1
2322,Mh,aHR,7
2323,Mi,AU,1
2324,Mk,Th,1
2325,Mk,ayj,2
2326,Mk,aoV,1
2327,Ml,YV,1
2328,Mm,ane,7
2329,Mn,atK,2
2330,Mn,St,2
2331,Mo,aam,2
2332,Mo,JW,1
2333,Mp,ajk,1
2334,Mp,TW,1
2335,Mq,aGa,3
2336,Mq,Ho,3
2337,Mq,YK,3
2338,Mr,sk,1
2339,Mr,afA,1
2340,Ms,ND,1
2341,Ms,rJ,7
2342,Mt,aeU,7
2343,Mu,uL,1
2344,Mu,DS,1
2345,Mv,Hr,7
2346,Mv,azb,1
2347,Mw,aMb,1
2348,Mx,aoh,7
2349,My,azv,1
2350,Mz,RC,1
2351,MA,lP,1
2352,MD,vt,1
2353,MD,ok,1
2354,ME,aOl,1
2355,ME,aoq,1
2356,MF,VK,3
2357,MF,abl,2
2358,MG,auc,7
2359,MH,aOF,1
2360,MH,akP,3
2361,MH,Ds,1
2362,MI,Vs,3
2363,MI,adc,2
2364,MI,ase,2
2365,MK,aiu,7
2366,MN,aws,1
2367,MP,Yg,1
2368,MP,rW,1
2369,MQ,pv,1
2370,MQ,ahA,3
2371,MQ,mM,1
2372,MQ,Ib,3
2373,MS,auZ,1
2374,MS,sx,2
2375,MT,Vq,7
2376,MU,atu,7
2377,MV,fB,1
2378,MW,ayw,1
2379,MW,CK,1
2380,MX,Ue,2
2381,MX,afg,2
2382,MX,RL,1
2383,MX,aCi,1
2384,Nb,ajE,1
2385,Nb,vl,1
2386,Nc,adv,1
2387,Nd,aiz,7
2388,Ne,mb,1
2389,Ne,dJ,1
2390,Nf,SQ,1
2391,Ni,ot,7
2392,Nl,pS,7
2393,Nl,aqs,1
2394,Nm,aOk,3
2395,Nn,ahf,1
2396,Nn,BE,1
2397,No,Ec,1
2398,No,aCi,1
2399,Np,adY,1
2400,Np,Kn,7
2401,Nq,TF,1
2402,Nr,Gw,1
2403,Nr,DL,1
2404,Ns,ac,1
2405,Ns,aMi,1
2406,Nt,Kb,1
2407,Nt,amU,7
2408,Nt,Kp,1
2409,Nu,SB,1
2410,Nv,anU,1
2411,Nx,avz,1
2412,Nx,N,7
2413,Nz,aNW,1
2414,Nz,ui,1
2415,NA,aGl,7
2416,NA,DW,1
2417,NB,anY,1
2418,NC,Vk,7
2419,NC,aop,1
2420,ND,bi,7
2421,NJ,dp,1
2422,NK,Br,2
2423,NL,fI,2
2424,NL,arP,1
2425,NM,aKC,1
2426,NN,gr,1
2427,NN,yL,1
2428,NO,ij,1
2429,NO,VY,3
2430,NO,YQ,2
2431,NP,aBU,1
2432,NR,lx,1
2433,NR,gk,1
2434,NT,Kk,1
2435,NX,acT,1
2436,NX,QY,7
2437,NY,add,1
2438,NY,aJQ,7
2439,Oa,agS,7
2440,Od,HF,7
2441,Od,Dw,7
2442,Oe,aN,7
2443,Of,aKD,7
2444,Of,aEE,7
2445,Og,Yn,7
2446,Oh,TI,1
2447,Oi,aMI,1
2448,Oj,YU,1
2449,Ok,aHS,1
2450,Ol,agZ,7
2451,Ol,ix,7
2452,Om,RK,7
2453,Op,atJ,1
2454,Oq,aqr,7
2455,Oq,awl,7
2456,Oq,Nt,1
2457,Oq,nz,7
2458,Os,agH,1
2459,Ot,aBo,7
2460,Ou,pP,2
2461,Ou,YB,1
2462,Ow,iI,7
2463,Ow,rQ,1
2464,Ox,Ye,1
2465,Oy,Op,1
2466,Oy,Vb,7
2467,OB,Xp,3
2468,OD,aiS,7
2469,OD,oY,1
2470,OE,Ic,1
2471,OG,amw,1
2472,OG,DC,1
2473,OH,aoQ,7
2474,OI,oG,7
2475,OI,vq,7
2476,OJ,Jt,1
2477,OJ,bf,1
2478,OK,kw,7
2479,OL,dl,1
2480,OM,ahe,7
2481,ON,acN,1
2482,ON,Pu,7
2483,OQ,azE,7
2484,OQ,lh,2
2485,OR,fn,3
2486,OR,Kv,1
2487,OS,aqF,7
2488,OW,oM,2
2489,OW,aaI,1
2490,OY,yP,1
2491,OZ,aJs,1
2492,Pa,Mc,1
2493,Pb,awL,7
2494,Pc,VJ,1
2495,Pd,aJm,2
2496,Pd,aie,1
2497,Pd,jQ,3
2498,Pe,avI,1
2499,Pf,aa,7
2500,Pf,amp,1
2501,Pg,EQ,7
2502,Pg,Xc,1
2503,Ph,lM,1
2504,Pi,GL,2
