element,type,charge,molecule_id,atom_id,node_type
n,38,0.007,34,904,atom
c,22,-0.142,34,905,atom
h,3,0.142,34,906,atom
c,22,0.182,34,907,atom
o,40,-0.369,34,908,atom
h,3,0.149,34,909,atom
h,3,-0.127,34,910,atom
c,29,0.158,34,911,atom
c,22,-0.142,34,912,atom
h,3,-0.388,34,913,atom
h,3,0.13,35,914,atom
c,34,0.812,35,915,atom
h,3,0.058,35,916,atom
h,3,0.152,35,917,atom
o,40,-0.397,35,918,atom
c,22,0.816,35,919,atom
o,40,-0.4,35,920,atom
c,22,-0.123,35,921,atom
c,22,-0.122,35,922,atom
c,22,-0.123,35,923,atom
c,22,-0.08,35,924,atom
h,3,0.152,35,925,atom
n,38,-0.137,35,926,atom
c,22,0.009,35,927,atom
n,38,0.817,35,928,atom
c,22,-0.118,35,929,atom
n,38,-0.134,35,930,atom
c,27,-0.088,35,931,atom
h,3,0.152,35,932,atom
h,3,0.058,35,933,atom
h,3,-0.131,35,934,atom
h,3,0.152,35,935,atom
c,34,-0.137,35,936,atom
c,34,0.009,35,937,atom
o,40,-0.076,35,938,atom
c,22,-0.125,36,939,atom
c,22,0.132,36,940,atom
h,3,0.061,36,941,atom
c,22,-0.124,36,942,atom
c,22,0.146,36,943,atom
h,3,0.139,36,944,atom
h,3,0.154,36,945,atom
h,3,0.136,36,946,atom
o,40,0.113,36,947,atom
c,22,0.145,36,948,atom
c,22,-0.118,36,949,atom
c,22,-0.118,36,950,atom
h,3,0.137,36,951,atom
c,22,-0.115,36,952,atom
c,22,-0.133,36,953,atom
c,93,-0.396,36,954,atom
h,3,0.136,36,955,atom
o,40,-0.076,36,956,atom
h,3,0.129,36,957,atom
c,34,-0.15,36,958,atom
h,3,0.149,36,959,atom
n,38,-0.126,36,960,atom
c,22,-0.124,36,961,atom
h,3,0.152,36,962,atom
c,22,-0.122,36,963,atom
c,3,0.006,36,964,atom
c,22,-0.122,36,965,atom
h,3,0.817,37,966,atom
c,22,-0.133,37,967,atom
c,36,-0.4,37,968,atom
o,40,0.009,37,969,atom
h,3,0.139,37,970,atom
o,40,-0.401,37,971,atom
c,22,-0.125,37,972,atom
c,22,-0.114,37,973,atom
c,27,0.018,37,974,atom
o,40,-0.395,37,975,atom
c,34,-0.117,37,976,atom
h,3,0.058,37,977,atom
c,22,-0.122,37,978,atom
h,3,0.148,37,979,atom
h,3,0.136,37,980,atom
h,3,0.152,37,981,atom
h,3,0.054,37,982,atom
c,22,-0.114,37,983,atom
c,22,-0.122,37,984,atom
c,22,0.141,37,985,atom
h,3,0.152,38,986,atom
c,22,-0.121,38,987,atom
h,3,0.152,38,988,atom
n,38,0.813,38,989,atom
o,40,-0.11,38,990,atom
c,22,0.009,38,991,atom
h,3,0.139,38,992,atom
h,3,0.058,38,993,atom
h,3,0.127,38,994,atom
o,40,-0.11,38,995,atom
h,3,0.152,38,996,atom
c,22,-0.393,38,997,atom
c,22,0.015,38,998,atom
c,22,0.03,38,999,atom
c,22,-0.124,39,1000,atom
h,3,-0.118,39,1001,atom
c,32,0.016,39,1002,atom
h,3,0.136,39,1003,atom
h,3,0.142,39,1004,atom
o,40,-0.129,39,1005,atom
h,3,0.135,39,1006,atom
c,22,-0.124,39,1007,atom
h,3,0.139,39,1008,atom
o,40,0.015,39,1009,atom
h,3,-0.122,39,1010,atom
h,3,0.142,39,1011,atom
h,3,0.137,39,1012,atom
c,22,-0.105,39,1013,atom
c,22,-0.13,39,1014,atom
h,3,0.148,39,1015,atom
h,1,-0.113,39,1016,atom
h,3,-0.13,39,1017,atom
c,22,-0.126,39,1018,atom
c,22,-0.124,39,1019,atom
h,3,0.136,39,1020,atom
h,3,0.123,39,1021,atom
o,40,0.015,39,1022,atom
h,3,0.188,39,1023,atom
c,22,-0.122,39,1024,atom
c,22,0.816,39,1025,atom
h,3,0.145,39,1026,atom
c,22,-0.113,39,1027,atom
h,3,0.136,39,1028,atom
h,3,0.152,39,1029,atom
h,3,0.136,39,1030,atom
c,22,-0.114,39,1031,atom
c,22,-0.124,39,1032,atom
c,22,-0.113,39,1033,atom
b,21,-0.148,40,1034,atom
c,22,-0.123,40,1035,atom
h,3,0.149,40,1036,atom
o,40,0.015,40,1037,atom
c,22,-0.123,40,1038,atom
c,22,0.202,40,1039,atom
c,27,0.017,40,1040,atom
h,3,0.188,40,1041,atom
h,3,0.152,40,1042,atom
h,3,0.061,40,1043,atom
h,3,0.148,40,1044,atom
c,34,-0.191,40,1045,atom
h,3,0.137,40,1046,atom
h,3,0.073,40,1047,atom
h,3,0.152,40,1048,atom
c,22,-0.126,40,1049,atom
c,27,-0.11,40,1050,atom
c,22,-0.124,40,1051,atom
h,3,0.817,40,1052,atom
h,3,0.152,40,1053,atom
c,22,-0.124,40,1054,atom
h,3,0.13,40,1055,atom
o,40,-0.395,40,1056,atom
h,1,0.823,40,1057,atom
h,3,0.137,40,1058,atom
o,40,-0.394,40,1059,atom
c,22,-0.134,40,1060,atom
c,22,-0.124,40,1061,atom
h,3,0.139,41,1062,atom
h,3,0.136,41,1063,atom
h,3,0.152,41,1064,atom
c,29,0.017,41,1065,atom
c,22,-0.124,41,1066,atom
o,40,-0.391,41,1067,atom
h,3,0.136,41,1068,atom
c,22,-0.124,41,1069,atom
c,22,-0.126,41,1070,atom
c,27,-0.39,41,1071,atom
h,3,0.15,41,1072,atom
h,3,0.129,41,1073,atom
o,40,-0.39,41,1074,atom
h,3,0.136,41,1075,atom
c,22,-0.124,41,1076,atom
c,22,-0.386,41,1077,atom
c,22,-0.125,41,1078,atom
h,1,-0.137,41,1079,atom
h,3,0.056,41,1080,atom
h,3,0.129,41,1081,atom
h,3,0.137,41,1082,atom
h,3,0.129,41,1083,atom
c,22,-0.114,41,1084,atom
c,22,-0.125,41,1085,atom
h,3,0.135,41,1086,atom
h,3,0.137,41,1087,atom
o,40,-0.076,41,1088,atom
c,22,-0.122,41,1089,atom
o,40,-0.395,41,1090,atom
c,22,-0.124,42,1091,atom
h,3,0.137,42,1092,atom
o,40,-0.391,42,1093,atom
o,40,-0.395,42,1094,atom
h,3,0.188,42,1095,atom
h,3,0.108,42,1096,atom
c,27,-0.11,42,1097,atom
h,3,-0.12,42,1098,atom
h,3,0.136,42,1099,atom
h,3,0.152,42,1100,atom
h,3,0.136,42,1101,atom
h,3,0.136,42,1102,atom
h,3,0.154,42,1103,atom
o,40,-0.391,42,1104,atom
c,22,-0.111,42,1105,atom
c,22,-0.124,42,1106,atom
c,14,-0.148,42,1107,atom
c,22,0.832,42,1108,atom
h,3,0.815,42,1109,atom
h,3,0.136,42,1110,atom
c,22,-0.124,42,1111,atom
c,22,-0.124,42,1112,atom
c,22,-0.126,42,1113,atom
h,3,0.149,42,1114,atom
c,22,-0.122,42,1115,atom
h,3,0.135,42,1116,atom
h,3,0.137,42,1117,atom
h,3,0.288,42,1118,atom
c,22,-0.126,42,1119,atom
c,22,-0.126,42,1120,atom
h,3,0.152,43,1121,atom
h,3,-0.383,43,1122,atom
o,40,-0.381,43,1123,atom
h,3,0.136,43,1124,atom
h,3,-0.084,43,1125,atom
h,3,0.137,43,1126,atom
h,3,0.056,43,1127,atom
o,40,0.015,43,1128,atom
c,22,-0.393,43,1129,atom
c,22,-0.124,43,1130,atom
c,22,-0.093,43,1131,atom
c,22,0.145,43,1132,atom
c,22,-0.124,43,1133,atom
c,22,-0.38,43,1134,atom
c,22,0.14,43,1135,atom
h,3,0.135,43,1136,atom
h,3,-0.12,43,1137,atom
c,22,-0.126,43,1138,atom
c,22,-0.115,43,1139,atom
h,3,0.152,43,1140,atom
h,3,0.137,43,1141,atom
h,3,0.061,43,1142,atom
h,3,0.136,44,1143,atom
h,3,0.061,44,1144,atom
h,3,0.13,44,1145,atom
h,3,-0.12,44,1146,atom
h,3,0.058,44,1147,atom
c,22,-0.124,44,1148,atom
c,22,-0.133,44,1149,atom
n,38,0.138,44,1150,atom
n,34,-0.379,44,1151,atom
n,38,0.143,44,1152,atom
c,22,-0.386,44,1153,atom
h,3,0.154,44,1154,atom
c,22,-0.124,44,1155,atom
c,22,-0.124,44,1156,atom
h,3,0.12,44,1157,atom
c,22,-0.124,44,1158,atom
n,32,0.015,44,1159,atom
h,3,0.135,44,1160,atom
h,3,0.135,44,1161,atom
h,3,0.135,44,1162,atom
o,40,-0.395,44,1163,atom
c,22,-0.126,44,1164,atom
c,22,0.118,44,1165,atom
c,22,-0.112,44,1166,atom
c,22,-0.115,45,1167,atom
c,22,-0.115,45,1168,atom
c,22,-0.067,45,1169,atom
h,3,0.127,45,1170,atom
c,22,0.015,45,1171,atom
c,22,-0.124,45,1172,atom
o,40,-0.076,45,1173,atom
h,3,0.139,45,1174,atom
h,3,0.152,45,1175,atom
h,3,0.129,45,1176,atom
h,3,0.054,45,1177,atom
h,3,0.152,45,1178,atom
c,34,-0.191,45,1179,atom
h,3,0.152,45,1180,atom
h,3,0.14,45,1181,atom
h,3,0.061,45,1182,atom
c,22,-0.13,45,1183,atom
c,22,-0.114,45,1184,atom
c,22,-0.097,45,1185,atom
c,22,-0.115,45,1186,atom
c,28,-0.076,45,1187,atom
h,3,0.152,46,1188,atom
c,27,-0.083,46,1189,atom
o,40,-0.379,46,1190,atom
c,22,-0.109,46,1191,atom
c,22,0.102,46,1192,atom
h,3,0.188,46,1193,atom
c,21,-0.11,46,1194,atom
c,22,0.132,46,1195,atom
h,3,0.136,46,1196,atom
c,22,0.017,46,1197,atom
c,22,-0.124,46,1198,atom
h,3,0.135,46,1199,atom
h,3,0.136,46,1200,atom
o,40,-0.379,46,1201,atom
h,3,0.135,46,1202,atom
h,3,0.129,46,1203,atom
c,22,-0.097,46,1204,atom
c,22,-0.115,46,1205,atom
c,22,-0.124,46,1206,atom
h,3,0.136,47,1207,atom
c,28,-0.191,47,1208,atom
h,3,0.061,47,1209,atom
h,3,0.152,47,1210,atom
h,3,0.154,47,1211,atom
h,3,0.056,47,1212,atom
h,3,0.061,47,1213,atom
h,3,0.152,47,1214,atom
c,22,-0.122,47,1215,atom
c,22,-0.122,47,1216,atom
c,22,0.145,47,1217,atom
h,3,0.139,47,1218,atom
h,3,0.104,47,1219,atom
c,27,0.004,47,1220,atom
c,22,-0.124,47,1221,atom
c,22,-0.122,47,1222,atom
h,3,0.061,47,1223,atom
c,22,-0.123,47,1224,atom
c,22,-0.118,47,1225,atom
h,3,0.138,47,1226,atom
h,3,0.136,47,1227,atom
o,40,-0.401,47,1228,atom
h,3,0.058,47,1229,atom
c,22,-0.393,47,1230,atom
c,22,0.118,47,1231,atom
c,22,-0.386,47,1232,atom
h,3,0.136,48,1233,atom
c,27,0.145,48,1234,atom
n,21,0.011,48,1235,atom
o,40,0.007,48,1236,atom
c,22,-0.126,48,1237,atom
c,22,-0.126,48,1238,atom
h,3,0.288,48,1239,atom
c,22,-0.067,48,1240,atom
c,22,-0.118,48,1241,atom
h,3,-0.12,48,1242,atom
h,3,0.188,48,1243,atom
h,3,0.136,48,1244,atom
h,3,0.136,48,1245,atom
h,3,0.152,48,1246,atom
h,3,0.137,48,1247,atom
c,22,-0.111,48,1248,atom
c,22,-0.122,48,1249,atom
c,22,-0.137,48,1250,atom
c,22,-0.121,48,1251,atom
c,22,-0.124,48,1252,atom
h,3,0.288,48,1253,atom
o,40,-0.39,48,1254,atom
h,3,0.129,48,1255,atom
c,22,-0.118,48,1256,atom
h,3,0.127,48,1257,atom
h,3,0.142,48,1258,atom
h,3,0.055,48,1259,atom
c,22,-0.125,48,1260,atom
c,22,-0.123,48,1261,atom
c,22,-0.123,48,1262,atom
h,3,0.129,49,1263,atom
c,22,-0.129,49,1264,atom
c,22,-0.119,49,1265,atom
c,22,-0.386,49,1266,atom
h,3,0.822,49,1267,atom
o,40,-0.393,49,1268,atom
n,38,0.155,49,1269,atom
c,16,-0.137,49,1270,atom
c,22,0.021,49,1271,atom
n,38,0.182,49,1272,atom
h,3,0.136,49,1273,atom
h,3,0.12,49,1274,atom
h,3,0.061,49,1275,atom
h,3,0.152,49,1276,atom
h,3,0.149,49,1277,atom
c,22,0.138,49,1278,atom
c,22,-0.115,49,1279,atom
h,3,0.139,49,1280,atom
o,40,-0.395,50,1281,atom
h,3,0.139,50,1282,atom
h,3,0.136,50,1283,atom
h,3,0.142,50,1284,atom
c,22,-0.142,50,1285,atom
c,22,-0.142,50,1286,atom
h,3,0.142,50,1287,atom
h,3,0.152,50,1288,atom
o,40,-0.389,50,1289,atom
h,3,0.135,50,1290,atom
h,3,0.148,50,1291,atom
h,3,0.139,50,1292,atom
h,3,0.061,50,1293,atom
c,22,-0.116,50,1294,atom
c,22,-0.116,50,1295,atom
h,3,-0.122,50,1296,atom
h,3,0.145,50,1297,atom
h,3,0.149,50,1298,atom
h,3,0.145,50,1299,atom
n,38,-0.085,50,1300,atom
c,22,-0.119,50,1301,atom
c,22,-0.116,50,1302,atom
h,3,0.149,50,1303,atom
c,22,0.112,50,1304,atom
h,3,0.135,50,1305,atom
h,3,0.817,50,1306,atom
c,22,-0.116,50,1307,atom
c,22,0.332,50,1308,atom
c,22,-0.11,50,1309,atom
c,22,-0.116,50,1310,atom
h,3,0.142,50,1311,atom
h,3,0.142,50,1312,atom
h,3,0.142,50,1313,atom
c,22,-0.142,50,1314,atom
c,22,-0.142,50,1315,atom
h,3,0.142,50,1316,atom
o,40,-0.107,51,1317,atom
h,3,0.012,51,1318,atom
h,3,0.137,51,1319,atom
o,40,-0.391,51,1320,atom
h,3,0.129,51,1321,atom
h,3,0.188,51,1322,atom
h,3,0.135,51,1323,atom
h,3,0.135,51,1324,atom
c,22,-0.126,51,1325,atom
c,22,-0.124,51,1326,atom
c,22,-0.114,51,1327,atom
h,3,0.136,51,1328,atom
c,22,-0.119,51,1329,atom
c,29,0.017,51,1330,atom
c,22,-0.124,51,1331,atom
c,28,0.144,51,1332,atom
c,22,-0.39,51,1333,atom
c,22,0.816,51,1334,atom
c,22,-0.124,51,1335,atom
h,3,0.163,51,1336,atom
h,3,0.137,51,1337,atom
c,22,-0.124,51,1338,atom
h,3,0.139,51,1339,atom
c,22,-0.124,51,1340,atom
c,22,-0.122,51,1341,atom
c,22,-0.124,51,1342,atom
o,40,-0.381,51,1343,atom
o,40,0.144,51,1344,atom
h,3,0.155,51,1345,atom
o,40,0.046,51,1346,atom
o,40,-0.39,51,1347,atom
h,3,0.012,51,1348,atom
c,93,0.023,52,1349,atom
o,40,-0.393,52,1350,atom
c,27,0.017,52,1351,atom
c,22,-0.118,52,1352,atom
c,22,-0.121,52,1353,atom
c,22,-0.121,52,1354,atom
h,3,0.126,52,1355,atom
h,3,0.143,52,1356,atom
h,3,0.154,52,1357,atom
o,40,-0.092,52,1358,atom
h,3,0.817,52,1359,atom
c,22,-0.118,52,1360,atom
c,22,-0.093,52,1361,atom
c,22,-0.121,52,1362,atom
h,3,0.817,53,1363,atom
h,3,0.061,53,1364,atom
c,22,-0.11,53,1365,atom
h,3,0.143,53,1366,atom
h,3,0.136,53,1367,atom
o,40,-0.129,53,1368,atom
h,3,0.054,53,1369,atom
c,22,0.118,53,1370,atom
c,27,-0.395,53,1371,atom
c,29,-0.191,53,1372,atom
c,22,-0.115,53,1373,atom
c,22,0.015,53,1374,atom
c,22,0.118,53,1375,atom
c,22,-0.08,53,1376,atom
c,27,-0.083,53,1377,atom
h,3,0.108,53,1378,atom
c,22,-0.118,53,1379,atom
h,3,0.061,53,1380,atom
h,3,0.152,53,1381,atom
h,3,0.152,53,1382,atom
h,3,0.152,54,1383,atom
c,34,-0.137,54,1384,atom
h,3,0.129,54,1385,atom
h,3,0.136,54,1386,atom
c,27,-0.388,54,1387,atom
n,38,0.802,54,1388,atom
c,22,-0.124,54,1389,atom
h,3,0.104,54,1390,atom
c,28,-0.133,54,1391,atom
c,22,-0.114,54,1392,atom
o,40,-0.144,54,1393,atom
h,3,0.13,54,1394,atom
o,41,-0.393,54,1395,atom
c,22,0.142,54,1396,atom
c,22,-0.108,54,1397,atom
c,22,-0.123,54,1398,atom
o,40,-0.135,54,1399,atom
o,40,-0.082,54,1400,atom
h,3,0.817,54,1401,atom
h,3,0.136,54,1402,atom
c,22,0.202,54,1403,atom
c,22,-0.097,54,1404,atom
c,93,-0.137,54,1405,atom
h,3,0.188,55,1406,atom
h,3,0.055,55,1407,atom
h,3,0.135,55,1408,atom
o,40,-0.391,55,1409,atom
h,3,0.055,55,1410,atom
h,3,0.188,55,1411,atom
h,3,0.152,55,1412,atom
c,22,-0.118,55,1413,atom
c,22,-0.126,55,1414,atom
c,22,-0.121,55,1415,atom
h,3,0.136,55,1416,atom
o,40,-0.082,55,1417,atom
h,3,0.058,55,1418,atom
h,3,0.188,55,1419,atom
h,3,0.129,55,1420,atom
c,27,-0.115,55,1421,atom
c,22,-0.121,55,1422,atom
o,40,0.113,55,1423,atom
c,22,0.142,55,1424,atom
o,40,-0.108,55,1425,atom
c,22,-0.121,55,1426,atom
o,16,-0.396,55,1427,atom
h,3,0.129,55,1428,atom
c,22,0.142,55,1429,atom
h,3,0.154,55,1430,atom
h,3,0.135,55,1431,atom
h,3,0.136,55,1432,atom
c,22,-0.124,55,1433,atom
c,22,0.816,55,1434,atom
c,22,-0.124,55,1435,atom
h,3,0.15,56,1436,atom
h,3,0.125,56,1437,atom
o,40,-0.395,56,1438,atom
h,3,0.073,56,1439,atom
h,3,0.139,56,1440,atom
h,3,0.812,56,1441,atom
h,3,0.136,56,1442,atom
h,3,0.139,56,1443,atom
h,3,0.061,56,1444,atom
h,3,0.152,56,1445,atom
c,22,-0.115,56,1446,atom
c,22,-0.115,56,1447,atom
c,22,-0.124,56,1448,atom
c,22,-0.133,56,1449,atom
c,27,0.163,56,1450,atom
c,22,-0.097,56,1451,atom
c,22,-0.122,56,1452,atom
h,3,0.127,56,1453,atom
o,40,-0.135,56,1454,atom
c,22,-0.125,56,1455,atom
c,22,-0.115,56,1456,atom
o,40,-0.108,56,1457,atom
h,3,-0.106,57,1458,atom
o,16,0.017,57,1459,atom
c,22,-0.124,57,1460,atom
h,3,0.129,57,1461,atom
h,3,-0.074,57,1462,atom
c,22,-0.083,57,1463,atom
c,22,-0.123,57,1464,atom
c,22,-0.122,57,1465,atom
c,22,0.808,57,1466,atom
h,3,0.129,57,1467,atom
h,3,0.137,57,1468,atom
h,3,0.188,57,1469,atom
o,40,0.015,57,1470,atom
c,29,0.006,57,1471,atom
n,38,0.806,57,1472,atom
c,27,-0.091,57,1473,atom
h,3,0.129,57,1474,atom
h,3,0.154,57,1475,atom
o,40,0.015,57,1476,atom
h,3,0.129,57,1477,atom
h,3,0.139,57,1478,atom
h,3,0.012,57,1479,atom
h,3,0.056,57,1480,atom
b,22,-0.126,57,1481,atom
c,22,-0.126,57,1482,atom
c,22,-0.119,57,1483,atom
n,35,-0.144,57,1484,atom
c,93,0.016,58,1485,atom
h,3,0.12,58,1486,atom
h,3,0.058,58,1487,atom
h,3,0.136,58,1488,atom
h,3,0.137,58,1489,atom
h,3,0.139,58,1490,atom
h,3,-0.131,58,1491,atom
h,3,0.136,58,1492,atom
h,3,0.136,58,1493,atom
n,38,-0.398,58,1494,atom
c,22,-0.124,58,1495,atom
h,3,0.152,58,1496,atom
c,22,-0.114,58,1497,atom
n,38,0.813,58,1498,atom
c,22,-0.125,58,1499,atom
h,3,0.136,58,1500,atom
h,3,0.288,58,1501,atom
n,38,0.822,58,1502,atom
c,22,-0.133,58,1503,atom
c,22,-0.126,58,1504,atom
c,22,-0.124,58,1505,atom
h,3,-0.12,58,1506,atom
h,3,0.138,58,1507,atom
h,3,0.152,58,1508,atom
h,3,0.288,58,1509,atom
c,27,-0.092,58,1510,atom
c,22,-0.126,58,1511,atom
c,22,-0.126,58,1512,atom
o,40,-0.391,59,1513,atom
h,3,0.136,59,1514,atom
h,3,0.149,59,1515,atom
o,40,-0.391,59,1516,atom
c,22,-0.108,59,1517,atom
c,22,0.055,59,1518,atom
o,40,0.03,59,1519,atom
h,3,0.801,59,1520,atom
o,40,-0.104,59,1521,atom
c,22,-0.134,59,1522,atom
n,38,0.011,59,1523,atom
o,40,-0.4,59,1524,atom
h,3,0.139,59,1525,atom
h,3,0.143,59,1526,atom
o,40,0.818,59,1527,atom
c,22,-0.113,59,1528,atom
c,22,-0.124,59,1529,atom
h,3,0.136,59,1530,atom
o,40,0.015,59,1531,atom
n,38,0.158,59,1532,atom
c,22,0.148,59,1533,atom
c,22,-0.124,59,1534,atom
h,3,0.136,59,1535,atom
c,22,-0.111,59,1536,atom
o,40,-0.388,59,1537,atom
h,3,0.142,59,1538,atom
h,3,0.139,59,1539,atom
c,22,-0.124,59,1540,atom
c,22,-0.124,59,1541,atom
h,3,0.152,59,1542,atom
h,3,0.145,60,1543,atom
h,3,0.822,60,1544,atom
c,34,0.81,60,1545,atom
c,34,0.09,60,1546,atom
h,3,0.149,60,1547,atom
c,22,0.062,60,1548,atom
n,38,-0.085,60,1549,atom
c,22,-0.118,60,1550,atom
h,3,0.152,60,1551,atom
c,34,-0.191,60,1552,atom
c,22,-0.125,60,1553,atom
h,3,0.288,60,1554,atom
h,3,-0.128,60,1555,atom
h,3,0.152,60,1556,atom
h,3,0.138,60,1557,atom
h,3,0.149,60,1558,atom
c,22,-0.124,60,1559,atom
c,22,-0.118,60,1560,atom
c,22,0.128,60,1561,atom
h,3,0.057,61,1562,atom
c,22,-0.124,61,1563,atom
c,22,-0.125,61,1564,atom
h,3,0.058,61,1565,atom
h,3,0.139,61,1566,atom
h,3,0.288,61,1567,atom
o,40,-0.083,61,1568,atom
h,3,0.129,61,1569,atom
h,40,-0.074,61,1570,atom
c,22,0.202,61,1571,atom
c,22,0.03,61,1572,atom
o,40,-0.135,61,1573,atom
c,22,-0.124,61,1574,atom
c,22,-0.115,61,1575,atom
h,3,0.152,61,1576,atom
h,3,0.142,61,1577,atom
c,22,-0.11,61,1578,atom
c,34,-0.074,61,1579,atom
h,3,0.104,61,1580,atom
h,3,0.136,61,1581,atom
h,3,0.152,61,1582,atom
c,29,-0.095,61,1583,atom
c,22,-0.124,61,1584,atom
c,22,-0.124,61,1585,atom
h,3,0.135,62,1586,atom
c,22,-0.113,62,1587,atom
c,22,-0.113,62,1588,atom
h,3,0.012,62,1589,atom
n,35,0.81,62,1590,atom
c,22,0.055,62,1591,atom
h,3,0.136,62,1592,atom
h,3,0.142,62,1593,atom
o,40,-0.389,62,1594,atom
h,3,0.059,62,1595,atom
o,40,-0.384,62,1596,atom
h,3,0.188,62,1597,atom
o,40,-0.395,62,1598,atom
h,3,0.135,62,1599,atom
o,40,-0.107,62,1600,atom
h,3,0.137,62,1601,atom
c,22,0.046,62,1602,atom
o,40,-0.391,62,1603,atom
h,3,0.129,62,1604,atom
h,3,0.136,62,1605,atom
h,3,0.152,62,1606,atom
h,3,0.142,62,1607,atom
h,3,0.163,62,1608,atom
h,3,0.135,62,1609,atom
o,40,-0.114,62,1610,atom
c,22,-0.404,62,1611,atom
n,38,0.818,62,1612,atom
c,22,0.193,62,1613,atom
c,22,-0.113,62,1614,atom
c,22,-0.116,62,1615,atom
c,22,-0.134,62,1616,atom
c,22,-0.113,62,1617,atom
c,22,-0.113,62,1618,atom
c,22,-0.116,62,1619,atom
h,3,0.143,63,1620,atom
c,22,0.059,63,1621,atom
h,3,0.154,63,1622,atom
o,40,-0.401,63,1623,atom
n,28,0.823,63,1624,atom
c,22,-0.118,63,1625,atom
c,22,-0.11,63,1626,atom
c,22,-0.118,63,1627,atom
h,3,0.136,63,1628,atom
o,40,-0.395,63,1629,atom
o,40,-0.395,63,1630,atom
h,3,0.152,63,1631,atom
h,3,0.152,63,1632,atom
c,22,-0.133,63,1633,atom
c,22,0.017,63,1634,atom
c,22,-0.121,63,1635,atom
h,3,0.139,64,1636,atom
c,22,0.108,64,1637,atom
h,3,0.054,64,1638,atom
h,3,0.188,64,1639,atom
o,40,-0.381,64,1640,atom
o,40,-0.393,64,1641,atom
h,3,0.108,64,1642,atom
h,3,0.145,64,1643,atom
c,22,-0.126,64,1644,atom
c,14,0.145,64,1645,atom
c,27,0.017,64,1646,atom
h,3,-0.131,64,1647,atom
h,3,0.148,64,1648,atom
c,16,-0.083,64,1649,atom
c,22,-0.124,64,1650,atom
n,52,0.136,64,1651,atom
o,40,0.31,64,1652,atom
c,22,-0.124,64,1653,atom
h,3,0.149,64,1654,atom
h,3,0.058,64,1655,atom
h,3,0.143,64,1656,atom
h,3,0.127,64,1657,atom
c,22,-0.119,64,1658,atom
c,22,-0.094,64,1659,atom
n,32,-0.418,64,1660,atom
h,3,0.12,65,1661,atom
h,3,0.129,65,1662,atom
h,3,0.136,65,1663,atom
c,34,-0.15,65,1664,atom
h,3,0.152,65,1665,atom
c,22,-0.074,65,1666,atom
c,22,-0.123,65,1667,atom
o,40,-0.144,65,1668,atom
h,3,0.136,65,1669,atom
h,3,0.136,65,1670,atom
c,93,-0.137,65,1671,atom
o,40,-0.076,65,1672,atom
c,27,0.016,65,1673,atom
o,36,-0.395,65,1674,atom
n,38,-0.08,65,1675,atom
h,3,0.141,65,1676,atom
n,38,0.815,65,1677,atom
h,3,0.134,65,1678,atom
h,3,0.152,65,1679,atom
h,3,0.137,65,1680,atom
h,3,0.137,65,1681,atom
c,22,0.153,65,1682,atom
c,22,-0.122,65,1683,atom
c,22,0.141,65,1684,atom
c,22,-0.115,66,1685,atom
c,22,-0.121,66,1686,atom
c,22,-0.123,66,1687,atom
o,40,0.015,66,1688,atom
c,16,-0.191,66,1689,atom
c,22,-0.121,66,1690,atom
h,3,0.152,66,1691,atom
h,3,0.822,66,1692,atom
o,40,-0.088,66,1693,atom
h,3,0.152,66,1694,atom
h,3,0.288,66,1695,atom
h,3,0.152,66,1696,atom
c,34,0.09,66,1697,atom
h,3,0.139,66,1698,atom
o,49,-0.376,66,1699,atom
h,3,0.134,66,1700,atom
c,22,-0.133,66,1701,atom
c,22,-0.123,66,1702,atom
c,22,-0.168,66,1703,atom
c,22,-0.114,66,1704,atom
c,22,-0.123,66,1705,atom
h,3,-0.122,67,1706,atom
o,40,-0.395,67,1707,atom
o,40,-0.365,67,1708,atom
h,3,0.149,67,1709,atom
o,40,-0.076,67,1710,atom
h,3,0.288,67,1711,atom
n,38,0.104,67,1712,atom
o,40,0.015,67,1713,atom
o,51,0.008,67,1714,atom
o,16,0.282,67,1715,atom
c,22,0.188,67,1716,atom
h,3,0.142,67,1717,atom
c,29,-0.127,67,1718,atom
o,40,-0.088,67,1719,atom
c,22,0.019,67,1720,atom
c,22,-0.106,67,1721,atom
c,22,0.019,67,1722,atom
n,38,0.814,67,1723,atom
c,22,0.019,67,1724,atom
c,22,0.019,67,1725,atom
c,22,0.112,67,1726,atom
c,27,0.146,67,1727,atom
h,3,0.136,67,1728,atom
c,22,0.019,67,1729,atom
c,22,0.112,67,1730,atom
c,22,0.112,67,1731,atom
c,22,0.019,67,1732,atom
c,22,0.019,67,1733,atom
n,29,-0.129,67,1734,atom
c,22,0.019,67,1735,atom
c,27,0.146,67,1736,atom
n,38,0.813,67,1737,atom
h,3,0.282,67,1738,atom
h,3,-0.124,67,1739,atom
h,3,0.145,67,1740,atom
h,3,-0.134,67,1741,atom
h,3,0.187,67,1742,atom
h,3,0.145,67,1743,atom
h,3,0.137,68,1744,atom
c,22,-0.124,68,1745,atom
c,22,0.202,68,1746,atom
c,22,0.015,68,1747,atom
c,22,-0.133,68,1748,atom
h,3,0.058,68,1749,atom
h,21,-0.137,68,1750,atom
h,3,0.138,68,1751,atom
h,3,0.138,68,1752,atom
h,3,0.139,68,1753,atom
h,3,0.136,68,1754,atom
c,22,0.142,68,1755,atom
c,22,-0.124,68,1756,atom
h,3,-0.106,68,1757,atom
c,22,-0.124,68,1758,atom
