element,type,charge,molecule_id,atom_id,node_type
h,3,0.142,34,901,atom
c,22,0.332,34,902,atom
h,3,0.145,34,903,atom
c,22,-0.116,34,904,atom
c,28,-0.137,34,905,atom
o,40,-0.385,34,906,atom
c,27,-0.089,34,907,atom
c,27,0.332,34,908,atom
h,3,-0.12,34,909,atom
h,3,0.138,34,910,atom
h,3,0.058,34,911,atom
h,3,0.332,34,912,atom
c,22,-0.115,34,913,atom
c,26,-0.08,35,914,atom
c,22,-0.122,35,915,atom
o,40,-0.396,35,916,atom
h,3,0.154,35,917,atom
h,3,0.146,35,918,atom
h,3,0.146,35,919,atom
c,93,0.055,35,920,atom
h,3,0.132,35,921,atom
c,27,-0.085,35,922,atom
n,38,0.805,35,923,atom
h,3,-0.12,35,924,atom
h,3,0.127,35,925,atom
c,22,-0.115,35,926,atom
h,3,0.152,35,927,atom
n,38,0.14,35,928,atom
h,3,0.132,35,929,atom
h,3,0.142,35,930,atom
c,22,-0.111,35,931,atom
h,3,-0.12,35,932,atom
c,93,-0.099,35,933,atom
c,27,0.018,35,934,atom
c,22,-0.116,35,935,atom
c,22,-0.118,35,936,atom
c,22,-0.122,35,937,atom
c,27,-0.083,35,938,atom
c,22,-0.121,36,939,atom
o,40,-0.377,36,940,atom
c,28,-0.109,36,941,atom
c,22,-0.11,36,942,atom
c,27,-0.377,36,943,atom
h,3,-0.12,36,944,atom
h,3,0.132,36,945,atom
h,3,0.056,36,946,atom
c,22,0.132,36,947,atom
c,27,-0.148,36,948,atom
n,38,-0.134,36,949,atom
h,3,0.145,36,950,atom
h,3,0.142,36,951,atom
h,3,0.145,36,952,atom
h,3,0.146,36,953,atom
c,22,0.811,36,954,atom
n,38,0.153,36,955,atom
h,3,0.055,36,956,atom
c,38,-0.115,36,957,atom
n,38,0.139,36,958,atom
c,22,-0.148,36,959,atom
c,22,-0.118,36,960,atom
c,22,0.808,36,961,atom
c,29,0.012,36,962,atom
n,38,0.061,36,963,atom
h,3,0.13,36,964,atom
c,22,0.198,36,965,atom
c,22,0.118,37,966,atom
o,40,-0.385,37,967,atom
n,38,-0.383,37,968,atom
h,3,0.142,37,969,atom
h,3,0.146,37,970,atom
c,22,-0.108,37,971,atom
c,22,-0.123,37,972,atom
h,3,0.148,37,973,atom
c,10,-0.142,37,974,atom
c,22,-0.119,37,975,atom
h,3,0.148,37,976,atom
c,28,-0.084,37,977,atom
c,22,-0.115,37,978,atom
o,40,-0.083,37,979,atom
n,195,-0.412,37,980,atom
c,22,-0.118,37,981,atom
o,40,-0.384,37,982,atom
h,3,0.059,37,983,atom
c,22,-0.115,37,984,atom
o,40,-0.382,37,985,atom
c,27,0.007,38,986,atom
h,3,0.145,38,987,atom
h,1,-0.109,38,988,atom
c,22,-0.122,38,989,atom
f,92,-0.112,38,990,atom
h,3,-0.128,38,991,atom
c,22,-0.115,38,992,atom
h,3,-0.122,38,993,atom
c,22,-0.133,38,994,atom
h,3,-0.12,38,995,atom
c,22,-0.119,38,996,atom
c,22,-0.114,38,997,atom
n,38,-0.086,38,998,atom
c,27,-0.167,38,999,atom
h,3,0.132,39,1000,atom
c,22,0.141,39,1001,atom
c,22,0.816,39,1002,atom
c,22,-0.112,39,1003,atom
h,3,0.141,39,1004,atom
o,40,-0.384,39,1005,atom
h,3,0.145,39,1006,atom
c,22,-0.105,39,1007,atom
h,3,0.132,39,1008,atom
c,22,-0.122,39,1009,atom
h,3,0.132,39,1010,atom
n,38,-0.383,39,1011,atom
c,22,0.816,39,1012,atom
c,27,-0.167,39,1013,atom
c,22,-0.108,39,1014,atom
c,22,0.141,39,1015,atom
c,22,-0.121,39,1016,atom
c,10,-0.11,39,1017,atom
c,22,-0.118,39,1018,atom
c,27,0.011,39,1019,atom
c,22,-0.369,39,1020,atom
h,3,0.149,39,1021,atom
c,22,-0.118,39,1022,atom
h,3,0.126,39,1023,atom
c,22,-0.119,39,1024,atom
c,195,-0.083,39,1025,atom
h,3,-0.132,39,1026,atom
h,3,0.145,39,1027,atom
n,38,0.809,39,1028,atom
h,3,0.154,39,1029,atom
c,92,-0.363,39,1030,atom
c,22,-0.122,39,1031,atom
c,22,-0.112,39,1032,atom
h,3,0.142,39,1033,atom
o,40,-0.384,40,1034,atom
h,3,0.136,40,1035,atom
o,40,-0.393,40,1036,atom
n,38,0.143,40,1037,atom
n,21,0.154,40,1038,atom
h,3,0.134,40,1039,atom
c,22,-0.116,40,1040,atom
h,3,-0.067,40,1041,atom
h,3,0.132,40,1042,atom
h,3,0.149,40,1043,atom
o,40,-0.392,40,1044,atom
c,27,0.019,40,1045,atom
h,3,0.142,40,1046,atom
c,29,0.011,40,1047,atom
c,27,0.108,40,1048,atom
c,38,-0.115,40,1049,atom
n,38,0.812,40,1050,atom
c,22,-0.122,40,1051,atom
n,38,0.815,40,1052,atom
c,22,-0.088,40,1053,atom
c,22,0.143,40,1054,atom
c,27,-0.082,40,1055,atom
c,22,-0.118,40,1056,atom
h,3,0.139,40,1057,atom
h,3,0.147,40,1058,atom
c,22,-0.085,40,1059,atom
h,3,0.145,40,1060,atom
h,3,0.012,40,1061,atom
c,22,0.816,41,1062,atom
h,3,0.142,41,1063,atom
h,3,-0.12,41,1064,atom
n,38,-0.398,41,1065,atom
c,22,0.002,41,1066,atom
c,22,-0.116,41,1067,atom
h,3,0.329,41,1068,atom
h,3,0.135,41,1069,atom
o,40,-0.384,41,1070,atom
c,22,0.202,41,1071,atom
h,3,0.142,41,1072,atom
h,3,0.046,41,1073,atom
c,27,0.011,41,1074,atom
h,3,0.139,41,1075,atom
h,3,0.138,41,1076,atom
h,3,0.129,41,1077,atom
h,3,0.142,41,1078,atom
c,22,-0.097,41,1079,atom
h,3,0.132,41,1080,atom
c,22,-0.142,41,1081,atom
o,40,-0.093,41,1082,atom
o,40,-0.388,41,1083,atom
c,22,-0.122,41,1084,atom
h,3,0.142,41,1085,atom
c,22,-0.106,41,1086,atom
c,22,-0.118,41,1087,atom
h,8,0.146,41,1088,atom
c,22,-0.105,41,1089,atom
c,22,-0.105,41,1090,atom
c,93,-0.397,42,1091,atom
o,40,-0.384,42,1092,atom
h,3,0.055,42,1093,atom
h,3,0.154,42,1094,atom
h,3,0.145,42,1095,atom
o,40,-0.392,42,1096,atom
c,22,-0.122,42,1097,atom
h,3,0.146,42,1098,atom
h,3,0.132,42,1099,atom
h,3,0.142,42,1100,atom
h,3,0.145,42,1101,atom
c,28,0.012,42,1102,atom
h,3,0.332,42,1103,atom
o,40,-0.382,42,1104,atom
n,38,0.817,42,1105,atom
c,22,-0.126,42,1106,atom
o,40,-0.11,42,1107,atom
c,22,0.144,42,1108,atom
c,27,-0.085,42,1109,atom
h,1,0.801,42,1110,atom
h,3,0.145,42,1111,atom
c,10,-0.384,42,1112,atom
c,22,-0.123,42,1113,atom
h,3,0.147,42,1114,atom
c,22,0.141,42,1115,atom
o,40,-0.088,42,1116,atom
h,1,-0.128,42,1117,atom
h,3,-0.113,42,1118,atom
c,27,0.015,42,1119,atom
h,3,0.132,42,1120,atom
h,3,0.145,43,1121,atom
h,3,0.127,43,1122,atom
h,3,0.125,43,1123,atom
h,3,0.138,43,1124,atom
h,3,0.126,43,1125,atom
n,32,-0.781,43,1126,atom
h,3,0.058,43,1127,atom
o,41,0.818,43,1128,atom
h,3,0.282,43,1129,atom
c,35,-0.097,43,1130,atom
h,3,0.146,43,1131,atom
o,40,-0.386,43,1132,atom
h,3,0.145,43,1133,atom
o,40,0.814,43,1134,atom
h,3,-0.125,43,1135,atom
h,3,0.127,43,1136,atom
o,40,-0.384,43,1137,atom
c,22,-0.393,43,1138,atom
c,22,-0.119,43,1139,atom
h,3,0.154,43,1140,atom
c,27,0.017,43,1141,atom
h,3,0.145,43,1142,atom
c,22,-0.123,44,1143,atom
h,3,0.282,44,1144,atom
c,27,-0.083,44,1145,atom
c,22,-0.125,44,1146,atom
h,3,0.138,44,1147,atom
c,22,-0.148,44,1148,atom
c,22,-0.119,44,1149,atom
c,22,-0.114,44,1150,atom
c,26,-0.388,44,1151,atom
c,22,-0.106,44,1152,atom
h,3,0.152,44,1153,atom
c,22,-0.114,44,1154,atom
o,45,-0.114,44,1155,atom
h,3,0.138,44,1156,atom
h,3,0.142,44,1157,atom
c,22,-0.122,44,1158,atom
h,3,0.143,44,1159,atom
o,40,-0.386,44,1160,atom
h,3,0.142,44,1161,atom
c,27,0.141,44,1162,atom
h,3,0.062,44,1163,atom
c,22,-0.122,44,1164,atom
c,22,-0.122,44,1165,atom
n,32,0.015,44,1166,atom
c,22,-0.148,45,1167,atom
c,28,-0.779,45,1168,atom
h,3,0.136,45,1169,atom
c,28,0.011,45,1170,atom
h,3,0.139,45,1171,atom
h,3,0.147,45,1172,atom
c,22,0.118,45,1173,atom
c,22,-0.122,45,1174,atom
h,3,0.142,45,1175,atom
o,40,-0.384,45,1176,atom
h,3,0.132,45,1177,atom
c,10,0.021,45,1178,atom
c,22,-0.115,45,1179,atom
h,1,0.282,45,1180,atom
n,38,0.814,45,1181,atom
c,22,-0.122,45,1182,atom
h,3,0.136,45,1183,atom
c,22,0.118,45,1184,atom
c,22,-0.113,45,1185,atom
h,3,0.12,45,1186,atom
c,22,-0.067,45,1187,atom
o,40,-0.386,46,1188,atom
c,22,-0.097,46,1189,atom
c,22,-0.124,46,1190,atom
c,29,0.012,46,1191,atom
n,38,0.019,46,1192,atom
h,3,0.147,46,1193,atom
c,22,-0.126,46,1194,atom
n,38,0.823,46,1195,atom
o,40,-0.39,46,1196,atom
h,3,0.132,46,1197,atom
c,21,-0.134,46,1198,atom
o,40,-0.39,46,1199,atom
h,3,0.134,46,1200,atom
h,1,0.062,46,1201,atom
h,3,0.062,46,1202,atom
h,3,0.145,46,1203,atom
o,40,-0.108,46,1204,atom
o,40,-0.388,46,1205,atom
c,22,-0.118,46,1206,atom
n,38,0.134,47,1207,atom
c,22,-0.119,47,1208,atom
c,22,-0.106,47,1209,atom
h,3,0.139,47,1210,atom
h,3,0.142,47,1211,atom
c,22,-0.122,47,1212,atom
c,22,-0.115,47,1213,atom
o,40,-0.377,47,1214,atom
h,3,0.109,47,1215,atom
c,22,-0.122,47,1216,atom
c,22,-0.109,47,1217,atom
c,27,-0.142,47,1218,atom
n,38,0.815,47,1219,atom
c,22,-0.142,47,1220,atom
c,22,-0.12,47,1221,atom
c,22,-0.116,47,1222,atom
n,38,0.812,47,1223,atom
c,22,-0.112,47,1224,atom
c,22,0.142,47,1225,atom
c,22,-0.118,47,1226,atom
h,3,-0.113,47,1227,atom
c,29,0.008,47,1228,atom
c,22,-0.148,47,1229,atom
h,3,0.146,47,1230,atom
c,22,0.123,47,1231,atom
h,3,0.136,47,1232,atom
c,27,0.015,48,1233,atom
n,38,-0.119,48,1234,atom
h,3,0.145,48,1235,atom
c,22,-0.119,48,1236,atom
c,22,-0.118,48,1237,atom
h,3,0.108,48,1238,atom
c,27,0.016,48,1239,atom
h,3,0.058,48,1240,atom
c,22,-0.123,48,1241,atom
c,22,0.017,48,1242,atom
o,40,-0.382,48,1243,atom
o,40,-0.389,48,1244,atom
c,21,-0.08,48,1245,atom
c,22,-0.133,48,1246,atom
n,38,0.814,48,1247,atom
c,27,0.005,48,1248,atom
o,40,-0.096,48,1249,atom
h,3,0.056,48,1250,atom
h,3,0.147,48,1251,atom
c,22,-0.125,48,1252,atom
c,22,-0.115,48,1253,atom
c,22,-0.122,48,1254,atom
o,40,-0.384,48,1255,atom
o,40,0.814,48,1256,atom
f,92,-0.089,48,1257,atom
c,22,-0.128,48,1258,atom
c,22,0.055,48,1259,atom
c,22,-0.393,48,1260,atom
n,32,-0.089,48,1261,atom
c,22,0.138,48,1262,atom
h,3,0.148,49,1263,atom
h,3,0.154,49,1264,atom
h,3,0.152,49,1265,atom
c,22,-0.118,49,1266,atom
c,27,0.018,49,1267,atom
c,27,-0.135,49,1268,atom
o,40,0.807,49,1269,atom
c,16,-0.191,49,1270,atom
o,40,-0.107,49,1271,atom
c,22,-0.125,49,1272,atom
c,29,-0.122,49,1273,atom
c,93,-0.093,49,1274,atom
c,27,0.004,49,1275,atom
h,3,0.149,49,1276,atom
c,27,-0.086,49,1277,atom
c,22,-0.126,49,1278,atom
h,3,0.145,49,1279,atom
c,22,-0.088,49,1280,atom
c,22,-0.118,50,1281,atom
h,3,0.148,50,1282,atom
h,3,0.145,50,1283,atom
h,3,0.139,50,1284,atom
h,3,0.145,50,1285,atom
h,3,0.142,50,1286,atom
o,40,-0.384,50,1287,atom
c,22,-0.115,50,1288,atom
c,22,-0.109,50,1289,atom
h,3,0.138,50,1290,atom
c,22,-0.123,50,1291,atom
c,26,0.123,50,1292,atom
h,3,0.142,50,1293,atom
o,40,-0.391,50,1294,atom
n,38,0.817,50,1295,atom
c,29,-0.142,50,1296,atom
c,22,-0.121,50,1297,atom
c,27,-0.084,50,1298,atom
c,22,-0.125,50,1299,atom
n,32,-0.135,50,1300,atom
h,3,0.145,50,1301,atom
h,3,0.146,50,1302,atom
c,22,-0.116,50,1303,atom
c,22,0.118,50,1304,atom
c,22,-0.386,50,1305,atom
c,22,-0.393,50,1306,atom
o,40,0.007,50,1307,atom
c,22,-0.074,50,1308,atom
c,22,-0.114,50,1309,atom
c,22,0.141,50,1310,atom
c,22,-0.107,50,1311,atom
h,3,0.056,50,1312,atom
c,22,-0.115,50,1313,atom
h,3,-0.106,50,1314,atom
h,3,0.139,50,1315,atom
n,38,0.011,50,1316,atom
c,22,-0.114,51,1317,atom
c,27,0.141,51,1318,atom
h,3,-0.132,51,1319,atom
c,22,0.141,51,1320,atom
h,3,0.134,51,1321,atom
c,28,0.012,51,1322,atom
c,27,0.018,51,1323,atom
o,40,-0.386,51,1324,atom
c,22,-0.128,51,1325,atom
h,3,0.058,51,1326,atom
c,22,-0.124,51,1327,atom
c,27,-0.119,51,1328,atom
h,3,0.132,51,1329,atom
h,3,0.155,51,1330,atom
c,22,0.104,51,1331,atom
c,22,-0.137,51,1332,atom
h,3,0.148,51,1333,atom
c,22,-0.126,51,1334,atom
o,40,0.816,51,1335,atom
c,22,-0.118,51,1336,atom
c,22,-0.122,51,1337,atom
c,27,-0.083,51,1338,atom
o,40,-0.413,51,1339,atom
c,22,-0.114,51,1340,atom
h,3,0.132,51,1341,atom
c,22,-0.128,51,1342,atom
c,22,-0.074,51,1343,atom
o,40,-0.377,51,1344,atom
h,3,0.146,51,1345,atom
c,26,-0.125,51,1346,atom
o,40,-0.389,51,1347,atom
c,27,0.005,51,1348,atom
c,22,-0.142,52,1349,atom
c,93,-0.137,52,1350,atom
c,22,0.133,52,1351,atom
c,22,-0.13,52,1352,atom
h,3,0.132,52,1353,atom
h,3,0.142,52,1354,atom
c,22,-0.074,52,1355,atom
c,26,-0.085,52,1356,atom
c,29,0.017,52,1357,atom
h,1,0.152,52,1358,atom
c,22,-0.142,52,1359,atom
c,22,-0.114,52,1360,atom
h,3,0.143,52,1361,atom
o,40,-0.413,52,1362,atom
o,40,-0.401,53,1363,atom
h,3,0.145,53,1364,atom
h,3,0.153,53,1365,atom
c,22,0.332,53,1366,atom
c,29,0.004,53,1367,atom
c,22,-0.384,53,1368,atom
c,22,-0.126,53,1369,atom
h,3,0.148,53,1370,atom
c,22,-0.114,53,1371,atom
o,40,-0.383,53,1372,atom
c,22,-0.084,53,1373,atom
c,22,-0.122,53,1374,atom
o,25,-0.379,53,1375,atom
h,3,0.149,53,1376,atom
c,28,0.017,53,1377,atom
c,27,-0.084,53,1378,atom
h,3,0.149,53,1379,atom
c,22,0.823,53,1380,atom
h,3,0.12,53,1381,atom
h,3,0.282,53,1382,atom
c,22,-0.124,54,1383,atom
h,1,0.162,54,1384,atom
o,40,0.011,54,1385,atom
h,3,0.142,54,1386,atom
c,22,-0.094,54,1387,atom
c,22,-0.393,54,1388,atom
h,3,0.147,54,1389,atom
h,3,0.058,54,1390,atom
h,3,0.145,54,1391,atom
c,22,0.142,54,1392,atom
c,22,-0.116,54,1393,atom
c,27,-0.393,54,1394,atom
c,22,-0.142,54,1395,atom
c,22,-0.115,54,1396,atom
c,29,0.011,54,1397,atom
c,10,-0.393,54,1398,atom
h,3,0.145,54,1399,atom
o,40,-0.404,54,1400,atom
c,22,-0.107,54,1401,atom
o,40,-0.398,54,1402,atom
c,22,0.145,54,1403,atom
o,40,-0.382,54,1404,atom
c,22,0.118,54,1405,atom
c,22,-0.12,55,1406,atom
c,22,-0.107,55,1407,atom
c,22,-0.115,55,1408,atom
n,38,0.813,55,1409,atom
h,3,0.145,55,1410,atom
c,10,0.123,55,1411,atom
o,40,-0.088,55,1412,atom
c,29,0.014,55,1413,atom
c,22,-0.114,55,1414,atom
h,3,0.142,55,1415,atom
h,3,0.129,55,1416,atom
c,22,-0.115,55,1417,atom
c,22,-0.124,55,1418,atom
c,22,-0.111,55,1419,atom
c,22,-0.119,55,1420,atom
o,40,-0.412,55,1421,atom
c,22,-0.067,55,1422,atom
n,38,0.004,55,1423,atom
o,40,-0.391,55,1424,atom
h,3,0.801,55,1425,atom
h,3,0.147,55,1426,atom
c,22,-0.115,55,1427,atom
h,1,-0.137,55,1428,atom
h,1,0.15,55,1429,atom
o,40,-0.391,55,1430,atom
h,3,0.146,55,1431,atom
h,3,0.145,55,1432,atom
h,3,0.146,55,1433,atom
h,3,0.136,55,1434,atom
h,3,0.127,55,1435,atom
h,3,0.123,56,1436,atom
c,22,-0.142,56,1437,atom
o,40,-0.191,56,1438,atom
h,3,0.142,56,1439,atom
c,27,-0.107,56,1440,atom
h,3,-0.116,56,1441,atom
c,22,-0.118,56,1442,atom
c,22,-0.105,56,1443,atom
c,27,-0.779,56,1444,atom
c,22,-0.119,56,1445,atom
c,22,-0.112,56,1446,atom
h,3,0.132,56,1447,atom
n,38,-0.126,56,1448,atom
c,22,-0.118,56,1449,atom
c,22,-0.114,56,1450,atom
c,22,-0.112,56,1451,atom
c,22,-0.122,56,1452,atom
h,3,0.132,56,1453,atom
c,22,-0.122,56,1454,atom
c,22,-0.116,56,1455,atom
c,41,-0.134,56,1456,atom
o,40,-0.392,56,1457,atom
c,22,-0.126,57,1458,atom
c,22,-0.111,57,1459,atom
h,3,0.132,57,1460,atom
h,3,0.019,57,1461,atom
o,40,-0.383,57,1462,atom
c,22,0.055,57,1463,atom
o,40,-0.388,57,1464,atom
c,22,-0.116,57,1465,atom
h,3,0.133,57,1466,atom
h,3,0.146,57,1467,atom
c,22,-0.122,57,1468,atom
h,3,0.062,57,1469,atom
o,40,-0.393,57,1470,atom
h,3,0.136,57,1471,atom
h,3,0.134,57,1472,atom
c,22,-0.122,57,1473,atom
c,29,0.011,57,1474,atom
c,27,0.009,57,1475,atom
n,38,0.104,57,1476,atom
h,3,0.146,57,1477,atom
h,3,0.823,57,1478,atom
c,22,-0.125,57,1479,atom
c,27,-0.378,57,1480,atom
c,14,-0.082,57,1481,atom
n,38,0.812,57,1482,atom
c,10,-0.091,57,1483,atom
o,40,-0.385,57,1484,atom
h,3,0.132,58,1485,atom
n,195,-0.412,58,1486,atom
c,22,-0.123,58,1487,atom
c,22,-0.125,58,1488,atom
o,40,-0.382,58,1489,atom
c,22,0.004,58,1490,atom
o,40,-0.086,58,1491,atom
c,22,-0.118,58,1492,atom
c,22,-0.118,58,1493,atom
c,16,-0.135,58,1494,atom
h,3,0.139,58,1495,atom
h,3,0.134,58,1496,atom
c,22,-0.124,58,1497,atom
h,3,0.059,58,1498,atom
c,22,-0.106,58,1499,atom
c,22,-0.385,58,1500,atom
h,3,0.149,58,1501,atom
c,10,-0.085,58,1502,atom
h,3,0.019,58,1503,atom
h,3,-0.132,58,1504,atom
n,38,0.812,58,1505,atom
h,3,0.147,58,1506,atom
c,21,0.014,58,1507,atom
c,22,-0.137,58,1508,atom
c,27,0.012,58,1509,atom
h,3,0.145,58,1510,atom
c,22,-0.118,58,1511,atom
c,22,-0.125,58,1512,atom
h,3,0.145,59,1513,atom
c,27,0.021,59,1514,atom
c,27,0.096,59,1515,atom
h,3,0.132,59,1516,atom
h,3,0.142,59,1517,atom
h,3,0.062,59,1518,atom
h,3,0.146,59,1519,atom
h,3,0.054,59,1520,atom
h,3,0.062,59,1521,atom
c,22,-0.121,59,1522,atom
c,22,-0.113,59,1523,atom
c,22,0.139,59,1524,atom
n,38,0.152,59,1525,atom
c,22,-0.148,59,1526,atom
o,40,-0.384,59,1527,atom
o,40,-0.393,59,1528,atom
h,3,0.123,59,1529,atom
c,27,0.002,59,1530,atom
c,22,-0.118,59,1531,atom
c,22,-0.084,59,1532,atom
c,22,-0.123,59,1533,atom
h,3,0.145,59,1534,atom
h,3,0.132,59,1535,atom
n,38,-0.389,59,1536,atom
c,22,-0.128,59,1537,atom
c,22,-0.115,59,1538,atom
c,28,0.005,59,1539,atom
c,22,-0.109,59,1540,atom
o,40,-0.384,59,1541,atom
c,22,-0.38,59,1542,atom
c,22,-0.113,60,1543,atom
h,3,0.134,60,1544,atom
h,3,0.163,60,1545,atom
c,22,-0.124,60,1546,atom
c,22,-0.122,60,1547,atom
c,29,0.002,60,1548,atom
c,16,0.323,60,1549,atom
c,22,-0.114,60,1550,atom
o,40,-0.363,60,1551,atom
c,22,-0.115,60,1552,atom
n,38,0.813,60,1553,atom
o,41,-0.418,60,1554,atom
c,22,-0.093,60,1555,atom
c,22,0.182,60,1556,atom
h,3,0.142,60,1557,atom
h,1,-0.191,60,1558,atom
c,22,0.146,60,1559,atom
h,1,0.067,60,1560,atom
h,3,0.061,60,1561,atom
h,3,0.154,61,1562,atom
h,3,0.147,61,1563,atom
o,40,0.807,61,1564,atom
c,27,-0.079,61,1565,atom
h,3,0.145,61,1566,atom
c,22,-0.109,61,1567,atom
c,22,-0.114,61,1568,atom
h,3,0.146,61,1569,atom
o,40,-0.385,61,1570,atom
c,22,-0.114,61,1571,atom
c,22,0.129,61,1572,atom
h,3,-0.12,61,1573,atom
h,3,0.056,61,1574,atom
o,40,-0.382,61,1575,atom
c,27,0.007,61,1576,atom
c,22,0.816,61,1577,atom
h,3,0.282,61,1578,atom
c,27,0.016,61,1579,atom
o,40,-0.079,61,1580,atom
c,35,-0.097,61,1581,atom
c,195,-0.129,61,1582,atom
c,22,-0.111,61,1583,atom
c,27,-0.085,61,1584,atom
h,3,0.108,61,1585,atom
c,27,0.814,62,1586,atom
h,3,-0.132,62,1587,atom
c,22,-0.115,62,1588,atom
h,3,0.154,62,1589,atom
h,3,0.139,62,1590,atom
c,22,-0.106,62,1591,atom
c,22,-0.116,62,1592,atom
h,3,0.145,62,1593,atom
c,21,-0.129,62,1594,atom
o,40,-0.396,62,1595,atom
h,1,0.017,62,1596,atom
o,40,-0.082,62,1597,atom
c,26,-0.388,62,1598,atom
c,22,-0.125,62,1599,atom
h,3,0.112,62,1600,atom
h,3,0.056,62,1601,atom
c,22,-0.109,62,1602,atom
c,22,-0.116,62,1603,atom
c,22,-0.111,62,1604,atom
n,38,0.815,62,1605,atom
c,22,-0.067,62,1606,atom
h,3,0.143,62,1607,atom
h,3,0.145,62,1608,atom
h,3,0.146,62,1609,atom
h,3,0.142,62,1610,atom
c,22,-0.088,62,1611,atom
h,1,-0.119,62,1612,atom
n,38,0.818,62,1613,atom
c,22,-0.122,62,1614,atom
h,3,0.132,62,1615,atom
h,3,0.062,62,1616,atom
h,3,0.145,62,1617,atom
c,22,-0.118,62,1618,atom
o,40,-0.386,62,1619,atom
h,3,-0.12,63,1620,atom
o,40,-0.381,63,1621,atom
o,40,-0.108,63,1622,atom
h,3,0.145,63,1623,atom
c,22,-0.13,63,1624,atom
c,26,-0.388,63,1625,atom
c,27,-0.088,63,1626,atom
h,3,0.145,63,1627,atom
h,3,0.145,63,1628,atom
n,38,0.817,63,1629,atom
c,22,-0.114,63,1630,atom
c,29,0.011,63,1631,atom
c,27,0.021,63,1632,atom
h,3,0.059,63,1633,atom
c,22,-0.109,63,1634,atom
c,22,-0.122,63,1635,atom
c,22,-0.113,64,1636,atom
c,22,-0.109,64,1637,atom
h,3,0.146,64,1638,atom
c,29,0.017,64,1639,atom
c,27,-0.083,64,1640,atom
o,40,-0.398,64,1641,atom
c,22,0.01,64,1642,atom
c,16,-0.191,64,1643,atom
n,38,0.805,64,1644,atom
o,40,-0.391,64,1645,atom
c,22,-0.113,64,1646,atom
h,3,0.145,64,1647,atom
h,3,0.138,64,1648,atom
c,22,-0.118,64,1649,atom
c,22,-0.111,64,1650,atom
o,40,-0.397,64,1651,atom
h,3,0.142,64,1652,atom
c,22,-0.109,64,1653,atom
h,3,0.146,64,1654,atom
c,22,-0.113,64,1655,atom
h,3,0.142,64,1656,atom
c,22,-0.122,64,1657,atom
h,3,-0.142,64,1658,atom
c,22,-0.114,64,1659,atom
c,22,-0.122,64,1660,atom
c,22,-0.113,65,1661,atom
c,22,-0.105,65,1662,atom
o,40,-0.384,65,1663,atom
h,3,-0.067,65,1664,atom
c,27,-0.067,65,1665,atom
c,22,-0.133,65,1666,atom
h,3,0.315,65,1667,atom
c,22,-0.148,65,1668,atom
h,3,0.061,65,1669,atom
o,40,-0.393,65,1670,atom
c,10,-0.079,65,1671,atom
c,28,-0.393,65,1672,atom
c,22,-0.128,65,1673,atom
h,3,0.142,65,1674,atom
c,22,-0.123,65,1675,atom
c,35,-0.097,65,1676,atom
c,22,-0.116,65,1677,atom
h,3,0.145,65,1678,atom
c,27,0.018,65,1679,atom
c,22,-0.119,65,1680,atom
c,22,-0.124,65,1681,atom
c,22,-0.093,65,1682,atom
o,40,-0.389,65,1683,atom
c,22,-0.128,65,1684,atom
c,27,-0.393,66,1685,atom
o,40,-0.384,66,1686,atom
o,40,-0.383,66,1687,atom
c,28,0.012,66,1688,atom
c,22,-0.148,66,1689,atom
h,3,0.145,66,1690,atom
h,3,0.162,66,1691,atom
h,3,0.056,66,1692,atom
c,27,0.015,66,1693,atom
h,3,0.139,66,1694,atom
o,40,-0.398,66,1695,atom
c,22,-0.137,66,1696,atom
c,22,-0.118,66,1697,atom
c,26,0.282,66,1698,atom
c,22,-0.067,66,1699,atom
c,27,0.017,66,1700,atom
h,3,0.145,66,1701,atom
c,22,0.004,66,1702,atom
c,22,-0.126,66,1703,atom
h,3,0.138,66,1704,atom
c,22,0.015,66,1705,atom
o,40,-0.388,67,1706,atom
c,22,-0.067,67,1707,atom
h,3,0.147,67,1708,atom
c,22,0.133,67,1709,atom
n,38,-0.132,67,1710,atom
c,22,-0.122,67,1711,atom
c,26,-0.137,67,1712,atom
o,40,-0.391,67,1713,atom
o,40,-0.107,67,1714,atom
o,40,-0.392,67,1715,atom
c,22,-0.118,67,1716,atom
o,40,-0.385,67,1717,atom
h,3,0.055,67,1718,atom
n,38,0.818,67,1719,atom
c,22,-0.122,67,1720,atom
h,3,-0.109,67,1721,atom
c,22,0.142,67,1722,atom
h,1,0.129,67,1723,atom
h,3,0.145,67,1724,atom
h,3,0.149,67,1725,atom
o,40,-0.393,67,1726,atom
c,22,-0.118,67,1727,atom
c,22,0.816,67,1728,atom
c,22,-0.115,67,1729,atom
h,3,0.154,67,1730,atom
c,22,-0.093,67,1731,atom
o,40,-0.388,67,1732,atom
h,3,0.058,67,1733,atom
h,3,0.147,67,1734,atom
h,3,0.155,67,1735,atom
c,29,0.006,67,1736,atom
h,3,0.142,67,1737,atom
c,22,-0.109,67,1738,atom
c,22,-0.088,67,1739,atom
h,3,0.142,67,1740,atom
c,10,0.021,67,1741,atom
n,35,0.006,67,1742,atom
c,27,0.005,67,1743,atom
h,3,0.132,68,1744,atom
c,22,-0.114,68,1745,atom
o,40,-0.379,68,1746,atom
o,40,-0.39,68,1747,atom
h,3,0.062,68,1748,atom
h,3,0.132,68,1749,atom
n,38,0.809,68,1750,atom
c,22,-0.122,68,1751,atom
