CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2SinceWeek,Promo2SinceYear,StoreType,Assortment,Promo2,PromoInterval,Store,node_type
18968,9,2012,40,2012,a,a,1,"Mar,Jun,Sept,Dec",460,store
4656,4,2013,0,0,a,c,0,,461,store
2264,0,0,0,2015,a,b,1,"Mar,Jun,Sept,Dec",462,store
10,0,0,0,0,a,a,0,,463,store
440,3,2012,0,0,a,a,0,,464,store
14507,11,2011,0,0,a,c,0,,465,store
417,4,2006,0,0,a,a,0,,466,store
145,10,2004,0,0,d,c,0,,467,store
1135,7,2006,21,2012,a,c,1,"Mar,Jun,Sept,Dec",468,store
21390,4,0,0,0,a,a,0,,469,store
5923,4,2002,0,0,a,c,0,,470,store
1818,3,2013,0,0,a,a,0,,471,store
7689,11,2013,40,2012,d,b,1,"Jan,Apr,Jul,Oct",472,store
1681,11,2009,0,0,c,c,0,,473,store
9070,4,2012,0,0,a,c,0,,474,store
780,4,2015,0,0,a,a,0,,475,store
7616,9,2009,0,0,d,c,0,,476,store
67610,11,2004,0,0,a,c,0,,477,store
499,3,2013,14,2013,d,c,1,"Jan,Apr,Jul,Oct",478,store
215,12,2010,0,0,a,a,0,,479,store
19233,11,2003,29,2011,a,a,1,"Jan,Apr,Jul,Oct",480,store
525,7,2011,13,2011,d,b,1,"Jan,Apr,Jul,Oct",481,store
273,0,0,13,2013,d,c,1,"Feb,May,Aug,Nov",482,store
1482,2,2015,0,0,a,a,0,,483,store
1653,7,2003,16,2011,a,c,1,"Feb,May,Aug,Nov",484,store
364,0,0,45,2011,a,c,1,"Jan,Apr,Jul,Oct",485,store
10590,0,0,0,0,d,c,0,,486,store
3341,1,2012,29,2009,a,a,1,"Jan,Apr,Jul,Oct",487,store
194,11,1150,0,0,c,c,0,,488,store
1173,10,2011,0,0,d,c,0,,489,store
12908,4,2013,0,0,a,c,0,,490,store
1726,11,2007,11,2013,a,a,1,"Feb,May,Aug,Nov",491,store
1786,6,2013,40,2014,a,a,1,"Feb,May,Aug,Nov",492,store
10,7,2015,0,0,a,a,0,,493,store
1716,9,2009,0,0,a,a,0,,494,store
46368,12,0,0,0,a,c,0,,495,store
131,3,2002,0,0,a,c,0,,496,store
385,7,2012,20,2013,d,c,1,"Feb,May,Aug,Nov",497,store
221,11,2011,0,0,a,a,0,,498,store
1976,5,2012,43,2014,c,a,1,"Jan,Apr,Jul,Oct",499,store
1074,11,2008,0,0,a,c,0,,500,store
1447,11,2009,0,0,a,c,0,,501,store
16234,11,620,14,2011,d,a,1,"Jan,Apr,Jul,Oct",502,store
228,7,2009,18,2011,a,a,1,"Mar,Jun,Sept,Dec",503,store
2106,5,2009,0,0,a,c,0,,504,store
3436,11,2010,0,0,d,c,0,,505,store
8345,7,2013,0,0,a,a,0,,506,store
4195,3,2013,0,0,a,a,0,,507,store
1765,11,2005,0,0,a,a,0,,508,store
5247,0,0,0,0,a,c,0,,509,store
2652,7,2012,23,2011,c,c,1,"Feb,May,Aug,Nov",510,store
1522,2,2014,0,0,c,c,0,,511,store
2067,7,2011,9,2010,d,a,1,"Jan,Apr,Jul,Oct",512,store
12674,7,2014,0,0,d,c,0,,513,store
2315,3,2009,0,0,a,a,0,,514,store
1679,11,2004,0,0,d,c,0,,515,store
2967,0,0,9,2011,a,c,1,"Jan,Apr,Jul,Oct",516,store
9202,0,0,17,2010,c,a,1,"Feb,May,Aug,Nov",517,store
842,10,752,0,0,c,c,0,,518,store
611,12,2004,35,2014,c,a,1,"Mar,Jun,Sept,Dec",519,store
1729,3,2004,0,0,a,c,0,,520,store
1151,0,0,0,0,a,a,0,,521,store
4690,3,2009,0,0,d,a,0,,522,store
836,0,0,35,2009,d,a,1,"Jan,Apr,Jul,Oct",523,store
1914,2,2013,0,0,a,c,0,,524,store
7534,4,2010,0,0,a,a,0,,525,store
3036,0,0,0,0,c,a,0,,526,store
3358,11,2007,0,0,a,a,0,,527,store
1382,7,2012,0,0,a,a,0,,528,store
365,11,2006,14,2011,a,a,1,"Jan,Apr,Jul,Oct",529,store
1801,10,2007,13,2015,a,c,1,"Feb,May,Aug,Nov",530,store
2185,7,2013,31,2010,d,a,1,"Mar,Jun,Sept,Dec",531,store
2864,0,0,42,2012,c,c,1,"Jan,Apr,Jul,Oct",532,store
3698,1,2007,0,0,c,c,0,,533,store
3540,5,2009,0,0,d,a,0,,534,store
4920,9,2012,0,0,a,a,0,,535,store
12959,0,0,0,0,d,c,0,,536,store
134,11,2009,0,0,a,a,0,,537,store
10244,0,0,0,0,a,c,0,,538,store
3624,0,0,0,0,a,c,0,,539,store
3465,9,2012,0,0,a,a,0,,540,store
598,11,2013,0,0,a,c,0,,541,store
858,8,2003,7,2013,a,c,1,"Feb,May,Aug,Nov",542,store
1065,11,2007,14,2013,d,a,1,"Feb,May,Aug,Nov",543,store
3114,10,2009,0,0,a,c,0,,544,store
1247,5,2015,31,2013,a,a,1,"Jan,Apr,Jul,Oct",545,store
3239,10,2006,0,0,a,a,0,,546,store
2672,7,2006,35,2011,a,c,1,"Feb,May,Aug,Nov",547,store
2835,5,1552,23,2012,a,c,1,"Jan,Apr,Jul,Oct",548,store
3281,7,2015,0,0,a,a,0,,549,store
566,3,2009,30,2010,a,a,1,"Mar,Jun,Sept,Dec",550,store
3571,9,2010,38,2013,a,c,1,"Mar,Jun,Sept,Dec",551,store
344,6,2013,0,0,a,a,0,,552,store
4957,0,0,40,2009,d,c,1,"Feb,May,Aug,Nov",553,store
341,0,0,0,0,b,c,0,,554,store
218,7,2011,40,2011,a,c,1,"Jan,Apr,Jul,Oct",555,store
1874,0,0,0,0,c,c,0,,556,store
3812,0,0,33,2012,a,a,1,"Jan,Apr,Jul,Oct",557,store
15905,9,2011,0,0,c,a,0,,558,store
4647,5,2011,11,2011,d,a,1,"Feb,May,Aug,Nov",559,store
16384,3,2010,45,2014,a,a,1,"Jan,Apr,Jul,Oct",560,store
16926,9,2012,0,0,c,c,0,,561,store
1083,4,2009,35,2009,c,a,1,"Jan,Apr,Jul,Oct",562,store
7746,0,0,0,0,d,c,0,,563,store
153,5,2013,37,2014,a,a,1,"Jan,Apr,Jul,Oct",564,store
3449,4,2004,40,2014,a,a,1,"Jan,Apr,Jul,Oct",565,store
2,0,0,33,2010,a,a,1,"Jan,Apr,Jul,Oct",566,store
1429,4,2014,12,2011,d,c,1,"Jan,Apr,Jul,Oct",567,store
6170,0,0,0,0,a,c,0,,568,store
19447,9,2010,0,0,a,c,0,,569,store
322,12,2007,11,2011,a,a,1,"Jan,Apr,Jul,Oct",570,store
8288,4,2009,0,0,a,a,0,,571,store
5413,12,2011,16,2014,d,c,1,"Jan,Apr,Jul,Oct",572,store
7342,0,0,31,2014,d,c,1,"Jan,Apr,Jul,Oct",573,store
9289,0,0,0,0,a,c,0,,574,store
664,0,0,43,2012,c,c,1,"Feb,May,Aug,Nov",575,store
15441,0,0,0,0,d,c,0,,576,store
11822,4,2008,0,0,c,a,0,,577,store
258,4,2013,0,0,a,a,0,,578,store
18951,9,2012,0,0,a,a,0,,579,store
290,0,0,14,2011,d,c,1,"Mar,Jun,Sept,Dec",580,store
8606,3,2009,15,2011,a,a,1,"Feb,May,Aug,Nov",581,store
11741,3,2007,0,0,d,c,0,,582,store
2723,12,2013,0,0,c,a,0,,583,store
319,0,0,25,2012,a,c,1,"Jan,Apr,Jul,Oct",584,store
1852,1,2013,0,0,a,a,0,,585,store
1983,0,0,0,0,a,c,0,,586,store
23754,4,2011,0,0,a,a,0,,587,store
14454,8,2013,0,0,a,a,0,,588,store
91,0,0,0,0,a,c,0,,589,store
6067,3,2013,5,2010,a,a,1,"Jan,Apr,Jul,Oct",590,store
160,9,2005,14,2010,a,a,1,"Jan,Apr,Jul,Oct",591,store
1173,9,2009,13,2011,a,a,1,"Feb,May,Aug,Nov",592,store
921,6,2013,0,0,a,c,0,,593,store
978,12,2011,12,2011,a,a,1,"Jan,Apr,Jul,Oct",594,store
631,2,2009,37,2014,a,c,1,"Mar,Jun,Sept,Dec",595,store
4444,5,2012,13,2015,d,a,1,"Feb,May,Aug,Nov",596,store
2382,0,0,0,0,d,c,0,,597,store
3225,5,2012,13,2011,d,a,1,"Mar,Jun,Sept,Dec",598,store
3533,0,0,18,2013,a,a,1,"Feb,May,Aug,Nov",599,store
3268,4,2005,14,2011,a,a,1,"Jan,Apr,Jul,Oct",600,store
15658,8,2005,12,2012,d,c,1,"Jan,Apr,Jul,Oct",601,store
5559,9,2007,0,0,d,c,0,,602,store
1133,9,2007,0,0,a,a,0,,603,store
10935,4,2011,0,0,d,a,0,,604,store
11770,7,2005,0,0,d,c,0,,605,store
17273,0,0,0,0,a,c,0,,606,store
4687,7,2002,20,2015,d,c,1,"Jan,Apr,Jul,Oct",607,store
6402,11,2013,0,0,a,c,0,,608,store
66623,4,2009,0,0,d,a,0,,609,store
1087,9,2012,15,2011,a,a,1,"Feb,May,Aug,Nov",610,store
3192,3,2008,40,2014,d,a,1,"Jan,Apr,Jul,Oct",611,store
1130,0,0,47,2009,a,c,1,"Feb,May,Aug,Nov",612,store
9482,11,2007,14,2013,d,c,1,"Jan,Apr,Jul,Oct",613,store
2299,0,0,0,0,a,a,0,,614,store
2477,12,2010,0,0,d,c,0,,615,store
2106,12,1999,0,0,a,c,0,,616,store
16672,0,0,14,2013,a,a,1,"Jan,Apr,Jul,Oct",617,store
1399,3,2014,0,0,d,a,0,,618,store
12959,4,2014,9,2011,a,c,1,"Jan,Apr,Jul,Oct",619,store
17056,0,0,36,2010,a,a,1,"Jan,Apr,Jul,Oct",620,store
2137,0,0,0,0,a,c,0,,621,store
23948,4,2012,0,0,d,c,0,,622,store
10158,0,0,24,2011,d,a,1,"Jan,Apr,Jul,Oct",623,store
1223,11,2005,0,0,c,c,0,,624,store
3331,6,2011,0,0,a,a,0,,625,store
2711,8,2014,40,2014,c,a,1,"Jan,Apr,Jul,Oct",626,store
2228,0,0,40,2012,d,c,1,"Jan,Apr,Jul,Oct",627,store
19128,12,2013,0,0,a,a,0,,628,store
2750,0,0,12,2010,d,c,1,"Feb,May,Aug,Nov",629,store
12110,0,0,8,2015,a,a,1,"Jan,Apr,Jul,Oct",630,store
6003,0,0,0,0,a,a,0,,631,store
4519,0,0,40,2009,a,a,1,"Feb,May,Aug,Nov",632,store
254,0,0,0,0,a,c,0,,633,store
7821,0,0,44,2010,d,c,1,"Feb,May,Aug,Nov",634,store
173,9,2013,0,0,a,a,0,,635,store
829,2,0,0,0,a,a,0,,636,store
4,9,2011,0,0,a,a,0,,637,store
21331,4,2004,12,2012,d,c,1,"Jan,Apr,Jul,Oct",638,store
221,0,0,0,0,c,c,0,,639,store
9471,3,2011,10,2014,d,c,1,"Feb,May,Aug,Nov",640,store
231,2,2015,0,0,d,c,0,,641,store
972,11,2006,0,0,c,a,0,,642,store
222,0,0,0,0,a,a,0,,643,store
1933,4,2006,0,0,a,a,0,,644,store
2758,0,0,0,0,a,c,0,,645,store
10307,0,0,14,2011,a,c,1,"Jan,Apr,Jul,Oct",646,store
472,7,2009,0,0,c,c,0,,647,store
3,11,2012,22,2012,a,a,1,"Jan,Apr,Jul,Oct",648,store
345,11,2007,0,0,c,c,0,,649,store
633,2,2010,0,0,a,a,0,,650,store
109,0,0,0,0,a,a,0,,651,store
8695,4,2007,40,2014,a,a,1,"Jan,Apr,Jul,Oct",652,store
654,0,0,25,2010,a,a,1,"Feb,May,Aug,Nov",653,store
2782,11,2012,0,0,a,a,0,,654,store
370,7,2013,14,2010,d,c,1,"Jan,Apr,Jul,Oct",655,store
2371,11,2010,40,2014,d,c,1,"Jan,Apr,Jul,Oct",656,store
1455,0,0,0,0,a,a,0,,657,store
63094,4,2005,0,0,a,a,0,,658,store
2142,4,2010,0,0,c,a,0,,659,store
2829,1,2009,0,0,c,c,0,,660,store
1391,0,0,14,2012,d,a,1,"Jan,Apr,Jul,Oct",661,store
2154,0,0,0,0,a,a,0,,662,store
251,0,0,48,2009,a,a,1,"Feb,May,Aug,Nov",663,store
800,0,0,14,2013,a,c,1,"Mar,Jun,Sept,Dec",664,store
3499,10,2005,0,0,d,c,0,,665,store
4044,11,2009,0,2010,c,a,1,"Jan,Apr,Jul,Oct",666,store
12360,10,2012,0,0,a,c,0,,667,store
407,4,2010,0,0,a,a,0,,668,store
2666,0,0,0,0,a,c,0,,669,store
7227,4,0,14,2010,a,a,1,"Jan,Apr,Jul,Oct",670,store
7648,7,2006,28,2013,d,c,1,"Feb,May,Aug,Nov",671,store
14,9,2011,14,2015,a,c,1,"Feb,May,Aug,Nov",672,store
234,11,2006,14,2014,a,a,1,"Jan,Apr,Jul,Oct",673,store
15756,0,0,0,0,a,c,0,,674,store
727,0,0,0,0,a,c,0,,675,store
343,0,0,0,0,a,c,0,,676,store
70060,4,2008,0,0,a,a,0,,677,store
16946,3,2010,14,2015,a,a,1,"Feb,May,Aug,Nov",678,store
366,0,0,0,0,a,a,0,,679,store
3415,9,2012,0,0,d,c,0,,680,store
169,0,2006,0,0,c,a,0,,681,store
2268,9,2008,21,2012,d,b,1,"Jan,Apr,Jul,Oct",682,store
1713,9,2009,0,0,c,c,0,,683,store
321,9,2014,0,0,d,c,0,,684,store
7794,10,2009,0,0,d,c,0,,685,store
5305,4,2013,0,0,c,a,0,,686,store
4326,0,0,40,2012,a,c,1,"Mar,Jun,Sept,Dec",687,store
5979,0,0,4,2013,d,c,1,"Jan,Apr,Jul,Oct",688,store
66,5,2011,14,2012,a,c,1,"Jan,Apr,Jul,Oct",689,store
430,7,2008,9,2011,d,a,1,"Jan,Apr,Jul,Oct",690,store
20005,10,0,0,0,d,c,0,,691,store
2063,9,2011,19,2011,d,c,1,"Jan,Apr,Jul,Oct",692,store
2967,10,2008,0,0,d,c,0,,693,store
4360,6,2013,0,0,a,a,0,,694,store
11444,7,2014,0,0,c,a,0,,695,store
5576,1,0,0,0,d,c,0,,696,store
19734,10,2009,12,2011,d,c,1,"Feb,May,Aug,Nov",697,store
70,3,2011,0,0,a,a,0,,698,store
8332,0,0,0,0,a,c,0,,699,store
7478,5,2010,19,2009,a,c,1,"Feb,May,Aug,Nov",700,store
4156,0,0,0,0,a,a,0,,701,store
13435,3,2006,0,0,d,c,0,,702,store
7797,0,0,0,0,a,a,0,,703,store
8248,7,2011,0,0,a,c,0,,704,store
504,9,2012,0,0,a,c,0,,705,store
8797,9,2007,14,2013,a,c,1,"Jan,Apr,Jul,Oct",706,store
1079,10,2014,9,2011,a,a,1,"Feb,May,Aug,Nov",707,store
2567,0,0,0,0,a,c,0,,708,store
1723,0,0,40,2010,d,c,1,"Jan,Apr,Jul,Oct",709,store
475,3,2011,40,2014,a,a,1,"Jan,Apr,Jul,Oct",710,store
18,0,0,13,2013,a,a,1,"Jan,Apr,Jul,Oct",711,store
5802,0,0,0,0,a,c,0,,712,store
1156,10,2010,0,0,d,c,0,,713,store
4,9,2009,0,0,c,c,0,,714,store
57539,0,0,28,2009,a,c,1,"Feb,May,Aug,Nov",715,store
735,12,2003,8,2013,a,a,1,"Jan,Apr,Jul,Oct",716,store
3062,4,0,0,0,a,a,0,,717,store
1629,4,2011,18,2012,a,c,1,"Jan,Apr,Jul,Oct",718,store
21009,0,0,0,0,a,c,0,,719,store
1570,2,2006,18,2011,a,a,1,"Jan,Apr,Jul,Oct",720,store
7110,12,2012,0,0,c,c,0,,721,store
9872,12,2002,14,2011,c,a,1,"Jan,Apr,Jul,Oct",722,store
3563,7,2012,29,2014,c,a,1,"Mar,Jun,Sept,Dec",723,store
2796,4,2010,0,0,a,a,0,,724,store
224,0,0,0,0,a,a,0,,725,store
128,6,2014,0,0,d,a,0,,726,store
11220,11,2001,0,0,a,a,0,,727,store
91,0,0,13,2010,a,a,1,"Jan,Apr,Jul,Oct",728,store
364,11,2013,36,2009,a,a,1,"Jan,Apr,Jul,Oct",729,store
3720,0,0,14,2013,d,c,1,"Feb,May,Aug,Nov",730,store
955,11,2013,0,0,a,c,0,,731,store
4425,0,0,11,2010,a,a,1,"Jan,Apr,Jul,Oct",732,store
166,9,2009,0,0,c,a,0,,733,store
21312,7,2012,0,0,a,a,0,,734,store
211,0,0,23,2015,d,c,1,"Jan,Apr,Jul,Oct",735,store
6170,5,2009,19,2010,d,c,1,"Jan,Apr,Jul,Oct",736,store
10042,9,2005,36,2014,d,c,1,"Jan,Apr,Jul,Oct",737,store
837,1,0,0,0,a,a,0,,738,store
3051,2,2012,0,0,a,c,0,,739,store
8798,11,2006,0,0,d,c,0,,740,store
9247,4,0,0,0,c,a,0,,741,store
3182,4,2011,0,0,c,a,0,,742,store
3020,4,2015,0,0,a,a,0,,743,store
6224,0,0,0,0,d,c,0,,744,store
368,6,2011,0,0,b,a,0,,745,store
15857,4,2011,0,0,a,c,0,,746,store
17756,0,0,0,0,a,a,0,,747,store
6926,7,2013,37,2012,d,c,1,"Jan,Apr,Jul,Oct",748,store
2864,9,2005,36,2013,a,c,1,"Feb,May,Aug,Nov",749,store
22438,0,0,0,0,a,c,0,,750,store
15346,5,2013,35,2012,d,c,1,"Feb,May,Aug,Nov",751,store
3584,9,2013,0,0,d,c,0,,752,store
6479,12,2014,14,2011,a,a,1,"Feb,May,Aug,Nov",753,store
4461,3,2014,0,0,d,a,0,,754,store
2127,4,2009,39,2014,a,a,1,"Jan,Apr,Jul,Oct",755,store
1426,4,2013,14,2012,a,a,1,"Jan,Apr,Jul,Oct",756,store
8648,6,2005,28,2011,d,c,1,"Jan,Apr,Jul,Oct",757,store
2815,11,2009,0,0,a,a,0,,758,store
355,9,2008,33,2010,d,a,1,"Jan,Apr,Jul,Oct",759,store
211,2,2014,10,2014,a,a,1,"Mar,Jun,Sept,Dec",760,store
555,6,2007,0,0,d,c,0,,761,store
15108,10,2011,0,0,d,c,0,,762,store
467,7,2006,0,0,a,c,0,,763,store
4295,7,2010,14,2015,d,c,1,"Jan,Apr,Jul,Oct",764,store
60,0,0,23,2012,a,a,1,"Feb,May,Aug,Nov",765,store
11298,0,0,0,0,a,c,0,,766,store
183,12,2012,0,0,d,c,0,,767,store
2410,0,0,13,2011,a,a,1,"Jan,Apr,Jul,Oct",768,store
7202,12,2004,14,2011,d,c,1,"Jan,Apr,Jul,Oct",769,store
3141,5,2007,48,2009,d,a,1,"Feb,May,Aug,Nov",770,store
4212,12,2007,26,2014,a,a,1,"Jan,Apr,Jul,Oct",771,store
846,0,0,49,2011,d,c,1,"Mar,Jun,Sept,Dec",772,store
5380,12,2011,0,0,a,a,0,,773,store
18951,0,0,0,0,d,a,0,,774,store
2244,8,2011,11,2011,a,a,1,"Jan,Apr,Jul,Oct",775,store
9369,4,2005,0,0,d,a,0,,776,store
1893,9,2007,0,0,c,a,0,,777,store
643,2,2012,18,2010,a,a,1,"Jan,Apr,Jul,Oct",778,store
357,9,2009,0,0,c,a,0,,779,store
16911,10,2012,9,2011,a,a,1,"Jan,Apr,Jul,Oct",780,store
672,9,2010,0,0,a,c,0,,781,store
1117,0,0,0,0,c,c,0,,782,store
1715,4,0,38,2009,a,a,1,"Jan,Apr,Jul,Oct",783,store
3920,10,2006,0,0,d,c,0,,784,store
1902,0,0,0,0,a,c,0,,785,store
5484,0,0,0,0,a,c,0,,786,store
16517,0,0,0,0,d,a,0,,787,store
1353,1,2005,34,2009,d,c,1,"Jan,Apr,Jul,Oct",788,store
23835,11,2007,0,0,a,c,0,,789,store
2462,0,0,6,2011,d,c,1,"Jan,Apr,Jul,Oct",790,store
11988,5,2012,0,0,a,c,0,,791,store
8380,5,2012,30,2014,d,c,1,"Feb,May,Aug,Nov",792,store
1457,0,0,0,0,a,a,0,,793,store
94,0,0,0,0,a,a,0,,794,store
1789,11,2011,40,2010,d,c,1,"Mar,Jun,Sept,Dec",795,store
3655,7,2009,14,2010,a,a,1,"Mar,Jun,Sept,Dec",796,store
4350,0,0,0,0,c,c,0,,797,store
635,0,0,0,0,a,a,0,,798,store
11227,7,2002,0,0,d,c,0,,799,store
4610,7,2010,0,0,c,c,0,,800,store
589,8,2014,0,0,a,a,0,,801,store
1689,9,2010,0,0,a,a,0,,802,store
4015,9,2010,0,0,a,a,0,,803,store
311,0,0,0,0,a,c,0,,804,store
407,0,0,31,2012,a,c,1,"Feb,May,Aug,Nov",805,store
248,0,0,13,2013,a,a,1,"Jan,Apr,Jul,Oct",806,store
624,4,2009,0,0,a,c,0,,807,store
25282,7,2006,0,0,c,c,0,,808,store
7825,4,2010,0,0,a,a,0,,809,store
1778,11,2007,0,0,a,a,0,,810,store
666,0,0,23,2013,a,a,1,"Feb,May,Aug,Nov",811,store
457,10,2011,40,2010,a,c,1,"Feb,May,Aug,Nov",812,store
2582,10,2013,0,0,a,c,0,,813,store
186,5,2006,0,0,a,a,0,,814,store
2063,0,0,0,0,c,c,0,,815,store
2170,4,2002,0,0,a,a,0,,816,store
26501,0,0,0,0,a,c,0,,817,store
3868,0,0,0,0,a,c,0,,818,store
247,11,2007,14,2011,a,a,1,"Jan,Apr,Jul,Oct",819,store
2105,0,0,0,0,a,c,0,,820,store
1870,8,2009,16,2011,a,a,1,"Jan,Apr,Jul,Oct",821,store
241,6,2013,0,0,a,a,0,,822,store
569,5,2009,22,2012,c,c,1,"Mar,Jun,Sept,Dec",823,store
9632,9,2010,0,0,d,c,0,,824,store
1473,7,2011,0,0,c,a,0,,825,store
3171,3,2015,14,2013,a,a,1,"Feb,May,Aug,Nov",826,store
4273,0,0,0,0,d,c,0,,827,store
1241,11,2013,0,0,c,a,0,,828,store
555,9,2007,13,2013,a,a,1,"Jan,Apr,Jul,Oct",829,store
210,0,0,0,0,a,c,0,,830,store
9052,0,0,0,0,a,a,0,,831,store
1339,11,2010,7,2011,a,a,1,"Jan,Apr,Jul,Oct",832,store
123,0,0,40,2012,a,c,1,"Jan,Apr,Jul,Oct",833,store
1473,1,2006,19,2011,a,a,1,"Jan,Apr,Jul,Oct",834,store
20961,0,0,0,0,d,c,0,,835,store
544,4,2009,0,0,a,a,0,,836,store
1178,0,0,21,2013,a,c,1,"Feb,May,Aug,Nov",837,store
3535,8,2011,0,0,c,c,0,,838,store
886,0,0,32,2013,a,c,1,"Jan,Apr,Jul,Oct",839,store
391,0,0,14,2014,a,a,1,"Mar,Jun,Sept,Dec",840,store
223,0,0,0,0,a,a,0,,841,store
3650,8,2013,0,0,c,c,0,,842,store
71,0,0,14,2014,a,c,1,"Jan,Apr,Jul,Oct",843,store
452,10,2009,40,2012,c,c,1,"Feb,May,Aug,Nov",844,store
21418,3,2010,0,0,a,c,0,,845,store
19731,0,0,0,0,a,c,0,,846,store
7976,11,2009,0,0,a,a,0,,847,store
985,3,2014,18,2015,a,a,1,"Feb,May,Aug,Nov",848,store
5571,9,2009,0,0,a,a,0,,849,store
23311,12,2010,0,0,a,a,0,,850,store
576,9,2010,15,2010,d,c,1,"Jan,Apr,Jul,Oct",851,store
18868,0,0,14,2014,d,c,1,"Mar,Jun,Sept,Dec",852,store
9718,9,2009,0,0,a,a,0,,853,store
1758,11,2007,12,2013,d,c,1,"Feb,May,Aug,Nov",854,store
1414,11,2011,30,2009,d,c,1,"Feb,May,Aug,Nov",855,store
4670,10,2005,0,0,d,c,0,,856,store
19178,9,2011,0,0,a,c,0,,857,store
63819,0,0,0,0,a,c,0,,858,store
8297,0,0,0,0,a,c,0,,859,store
3526,4,2013,13,2011,a,a,1,"Jan,Apr,Jul,Oct",860,store
173,5,2012,32,2014,a,a,1,"Jan,Apr,Jul,Oct",861,store
2650,0,0,0,0,a,c,0,,862,store
14548,0,0,0,0,a,c,0,,863,store
427,6,2007,20,2013,c,c,1,"Jan,Apr,Jul,Oct",864,store
377,3,2004,0,0,a,c,0,,865,store
16172,0,0,39,2012,a,c,1,"Jan,Apr,Jul,Oct",866,store
1493,0,0,0,0,a,c,0,,867,store
17118,0,0,0,0,d,c,0,,868,store
20336,0,0,0,0,d,c,0,,869,store
5716,7,2007,0,0,a,c,0,,870,store
3240,3,2005,0,0,d,a,0,,871,store
3547,9,2013,0,0,d,c,0,,872,store
10694,10,2014,0,0,a,a,0,,873,store
12432,7,2015,0,0,d,a,0,,874,store
715,0,0,23,2010,a,a,1,"Jan,Apr,Jul,Oct",875,store
498,11,2008,0,0,a,a,0,,876,store
1538,10,2015,0,0,d,a,0,,877,store
7679,7,2008,18,2015,a,c,1,"Jan,Apr,Jul,Oct",878,store
771,0,0,40,2014,d,a,1,"Feb,May,Aug,Nov",879,store
9945,4,2009,14,2014,d,c,1,"Jan,Apr,Jul,Oct",880,store
747,0,0,0,2013,d,c,1,"Feb,May,Aug,Nov",881,store
871,11,2006,0,0,c,a,0,,882,store
62344,0,0,0,0,a,a,0,,883,store
3442,0,0,40,2011,d,c,1,"Jan,Apr,Jul,Oct",884,store
19134,8,2010,13,2010,d,c,1,"Mar,Jun,Sept,Dec",885,store
356,0,0,14,2014,a,c,1,"Mar,Jun,Sept,Dec",886,store
347,0,0,0,0,a,a,0,,887,store
674,9,2010,14,2013,a,a,1,"Jan,Apr,Jul,Oct",888,store
644,11,2000,10,2013,c,a,1,"Jan,Apr,Jul,Oct",889,store
4708,11,2010,39,2012,d,a,1,"Feb,May,Aug,Nov",890,store
615,7,2010,0,0,c,a,0,,891,store
1847,10,2012,0,0,d,a,0,,892,store
1196,0,0,26,2010,d,a,1,"Mar,Jun,Sept,Dec",893,store
1215,0,0,0,0,a,c,0,,894,store
2884,0,0,0,0,c,c,0,,895,store
10827,12,2009,0,0,a,a,0,,896,store
1381,7,2015,21,2010,d,a,1,"Jan,Apr,Jul,Oct",897,store
854,4,2013,0,0,a,a,0,,898,store
331,0,0,4,2013,a,c,1,"Feb,May,Aug,Nov",899,store
517,11,2005,0,0,a,a,0,,900,store
484,0,0,0,0,a,c,0,,901,store
1129,7,2009,0,0,a,a,0,,902,store
461,6,2014,0,0,c,a,0,,903,store
285,9,2005,12,2013,a,a,1,"Feb,May,Aug,Nov",904,store
548,0,0,33,2012,a,c,1,"Mar,Jun,Sept,Dec",905,store
4179,0,0,46,2009,a,c,1,"Feb,May,Aug,Nov",906,store
6220,11,2008,0,0,a,c,0,,907,store
1750,5,2010,4,2014,a,a,1,"Mar,Jun,Sept,Dec",908,store
556,9,2005,0,0,c,a,0,,909,store
5515,0,0,0,0,a,c,0,,910,store
5067,11,2009,0,0,a,a,0,,911,store
2298,0,0,38,2009,a,a,1,"Feb,May,Aug,Nov",912,store
11632,11,2005,19,2012,c,c,1,"Mar,Jun,Sept,Dec",913,store
9747,0,0,27,2014,a,c,1,"Jan,Apr,Jul,Oct",914,store
4376,0,0,45,2009,d,c,1,"Jan,Apr,Jul,Oct",915,store
4239,9,2007,0,0,a,a,0,,916,store
22105,11,2006,0,0,a,a,0,,917,store
2701,12,2010,43,2009,a,c,1,"Jan,Apr,Jul,Oct",918,store
1134,2,2010,33,2014,a,a,1,"Mar,Jun,Sept,Dec",919,store
864,7,2013,0,0,d,a,0,,920,store
118,0,0,0,0,d,c,0,,921,store
647,12,2011,35,2014,a,a,1,"Jan,Apr,Jul,Oct",922,store
601,9,2012,0,0,a,a,0,,923,store
3673,11,2011,15,2014,a,a,1,"Jan,Apr,Jul,Oct",924,store
215,0,0,18,2013,a,c,1,"Jan,Apr,Jul,Oct",925,store
182,1,2001,24,2010,a,a,1,"Jan,Apr,Jul,Oct",926,store
809,0,0,0,0,a,a,0,,927,store
3397,11,2013,0,0,c,a,0,,928,store
447,7,2015,0,0,a,a,0,,929,store
279,0,0,0,0,a,c,0,,930,store
24574,5,2013,0,0,a,c,0,,931,store
67,0,0,37,2011,a,a,1,"Feb,May,Aug,Nov",932,store
3738,0,0,0,0,d,a,0,,933,store
1661,4,2012,0,0,a,a,0,,934,store
1441,1,2013,0,0,d,a,0,,935,store
