element,type,charge,molecule_id,atom_id
h,3,0.132,2164,2177
c,22,-0.118,2164,2178
c,10,0.142,2164,2179
c,22,-0.118,2164,2180
c,22,0.816,2164,2181
c,22,-0.114,2183,2182
h,3,0.142,2183,2184
c,22,-0.117,2183,2185
c,22,-0.122,2183,2187
h,3,0.138,2183,2189
c,29,-0.11,2183,2190
o,40,-0.413,2183,2193
o,40,-0.381,2183,2197
c,93,-0.134,2183,2200
o,40,-0.388,2183,2201
o,40,-0.386,2183,2202
c,22,-0.384,2183,2203
n,38,0.815,2183,2204
c,22,-0.116,2183,2205
c,10,0.011,2183,2206
o,40,-0.384,2183,2208
c,22,-0.137,2183,2209
c,22,-0.109,2183,2210
h,3,0.132,2183,2211
c,22,-0.115,2183,2212
h,3,0.123,2183,2224
o,40,-0.382,2183,2225
o,40,0.123,2183,2226
c,22,-0.114,2183,2229
c,26,0.059,2183,2230
c,22,-0.114,2183,2231
h,3,0.132,2183,2236
o,40,-0.382,2183,2238
h,3,0.149,2258,2241
h,3,0.138,2258,2242
h,3,0.058,2258,2243
h,3,0.282,2258,2244
h,3,0.108,2258,2245
c,21,-0.08,2258,2246
o,40,0.818,2258,2247
c,22,0.017,2258,2248
c,22,-0.105,2258,2249
c,22,-0.115,2258,2250
o,40,-0.383,2258,2251
o,40,0.008,2258,2252
c,22,-0.118,2258,2253
h,3,0.145,2258,2254
c,22,-0.118,2258,2255
c,22,-0.122,2258,2256
c,22,-0.118,2258,2257
c,27,-0.135,2258,2291
c,10,-0.091,2258,2292
c,22,-0.128,2258,2293
o,40,-0.412,2258,2294
c,22,-0.128,2258,2295
o,40,-0.382,2258,2296
c,22,-0.113,2258,2297
c,22,-0.113,2258,2298
c,22,-0.106,2258,2299
c,22,-0.115,2258,2300
h,3,0.155,2258,2301
o,40,-0.388,2258,2302
c,10,-0.091,2304,2303
n,38,-0.084,2304,2338
c,22,-0.168,2304,2339
c,22,0.142,2304,2340
h,3,0.133,2304,2341
c,22,-0.114,2304,2342
h,3,-0.112,2304,2343
o,40,-0.393,2304,2344
o,40,-0.384,2304,2345
o,40,-0.395,2304,2346
h,3,0.152,2304,2347
o,40,-0.388,2304,2348
c,22,-0.125,2304,2349
h,3,0.118,2304,2350
c,22,-0.118,2304,2351
c,28,0.011,2304,2352
h,3,0.129,2304,2353
h,3,0.153,2304,2354
c,29,-0.137,2304,2355
c,27,-0.404,2304,2356
c,92,-0.076,2304,2357
h,3,-0.119,2304,2358
c,29,0.055,2304,2359
c,22,-0.126,2304,2360
h,3,0.147,2304,2361
c,22,-0.122,2304,2362
c,22,-0.116,2304,2363
n,232,-0.11,2304,2364
c,22,-0.114,2304,2365
c,22,-0.118,2304,2366
c,22,-0.118,2372,2367
h,3,0.132,2372,2368
c,22,-0.123,2372,2369
h,3,0.163,2372,2370
c,22,-0.125,2372,2371
c,22,-0.115,2372,2396
h,3,0.132,2372,2398
c,22,-0.114,2372,2399
c,21,0.14,2372,2400
h,3,0.133,2372,2401
o,40,0.016,2372,2402
c,27,-0.388,2372,2403
c,27,-0.112,2372,2404
c,22,-0.118,2372,2405
h,3,0.141,2372,2406
o,40,-0.393,2372,2407
o,40,-0.388,2372,2408
c,22,-0.109,2372,2409
h,3,0.148,2372,2410
c,22,0.811,2372,2411
h,1,-0.396,2372,2412
c,22,-0.118,2372,2413
h,3,0.145,2435,2436
h,3,0.145,2435,2437
o,40,0.059,2435,2438
c,22,0.148,2435,2439
h,3,0.127,2435,2440
c,27,-0.11,2435,2441
n,38,-0.117,2435,2442
c,22,-0.084,2435,2443
c,22,-0.119,2435,2444
c,22,-0.116,2435,2445
h,3,0.147,2435,2446
c,27,0.141,2435,2447
c,22,-0.097,2435,2448
c,22,-0.125,2435,2449
h,3,0.056,2435,2450
h,3,0.282,2435,2451
h,3,0.132,2435,2452
c,22,0.017,2435,2453
h,3,0.138,2435,2454
c,22,-0.118,2435,2455
h,3,-0.119,2435,2456
h,3,0.141,2435,2457
c,195,-0.084,2435,2458
c,29,0.002,2435,2459
c,22,-0.097,2478,2465
c,22,-0.12,2478,2466
o,40,-0.384,2478,2467
c,22,-0.121,2478,2468
h,3,0.134,2478,2469
h,3,0.134,2478,2470
n,38,0.141,2478,2471
c,22,-0.097,2478,2472
c,22,-0.111,2478,2473
h,3,0.288,2478,2474
h,3,0.154,2478,2475
c,10,-0.144,2478,2476
c,22,-0.142,2478,2477
c,16,-0.291,2478,2501
c,22,-0.123,2478,2502
h,3,0.056,2478,2503
c,27,0.002,2478,2504
o,40,-0.394,2478,2505
c,16,0.09,2478,2506
h,3,0.055,2478,2507
h,3,0.135,2478,2508
h,3,0.163,2528,2509
c,22,-0.095,2528,2510
c,22,-0.119,2528,2511
c,22,-0.126,2528,2512
o,40,-0.381,2528,2513
n,38,0.806,2528,2514
h,3,0.019,2528,2515
h,3,0.13,2528,2516
c,22,-0.115,2528,2517
c,22,-0.118,2528,2518
h,3,0.145,2528,2519
n,38,-0.388,2528,2520
h,3,0.163,2528,2521
c,27,-0.08,2528,2522
c,29,0.005,2528,2523
c,27,-0.388,2528,2524
h,3,0.146,2528,2525
c,28,-0.396,2528,2526
h,3,0.142,2528,2527
c,22,-0.121,2559,2564
h,3,0.061,2559,2565
c,22,-0.118,2559,2566
h,3,0.127,2559,2567
c,27,0.009,2559,2568
h,3,0.058,2559,2576
c,22,-0.093,2559,2577
h,3,0.176,2559,2578
o,40,-0.384,2559,2579
o,40,-0.377,2559,2580
c,22,0.323,2559,2581
h,3,0.151,2559,2582
c,22,-0.11,2559,2583
h,3,0.152,2559,2584
c,22,-0.115,2559,2585
c,22,-0.109,2559,2586
c,10,0.008,2559,2587
h,3,0.145,2559,2588
h,3,0.138,2559,2589
c,22,-0.118,2559,2590
h,3,0.134,2559,2591
c,22,0.012,2559,2592
c,22,-0.122,2559,2593
c,22,-0.397,2559,2594
h,3,0.132,2559,2595
h,1,0.129,2559,2596
c,22,-0.067,2659,2614
h,3,0.146,2659,2615
o,40,-0.384,2659,2616
c,27,-0.389,2659,2617
n,38,0.154,2659,2618
o,40,-0.384,2659,2619
c,27,-0.088,2659,2620
o,40,-0.081,2659,2621
c,22,0.816,2659,2622
c,22,-0.113,2659,2623
c,22,-0.123,2659,2624
h,3,0.129,2659,2625
c,21,0.059,2659,2626
o,40,-0.167,2659,2627
c,22,-0.124,2659,2630
h,1,-0.131,2659,2631
h,3,0.012,2659,2632
o,40,-0.392,2659,2633
h,3,0.134,2659,2634
c,22,-0.114,2659,2635
c,22,-0.118,2659,2636
c,22,-0.119,2659,2637
c,22,-0.39,2659,2638
h,3,0.142,2659,2639
c,22,-0.122,2659,2640
n,32,-0.412,2659,2641
o,40,-0.383,2659,2642
c,22,-0.122,2659,2643
c,22,-0.067,2659,2644
c,22,-0.118,2659,2645
c,27,0.015,2699,2665
c,38,-0.092,2699,2666
h,3,0.056,2699,2667
h,3,0.062,2699,2668
c,29,0.017,2699,2669
o,40,-0.398,2699,2670
o,40,-0.381,2699,2671
h,3,0.138,2699,2672
h,3,0.147,2699,2673
h,3,0.145,2699,2674
h,3,0.132,2699,2675
c,29,0.021,2699,2676
h,1,0.823,2699,2677
c,22,0.118,2699,2678
c,27,0.055,2699,2679
h,3,0.154,2699,2680
c,22,-0.118,2699,2681
c,27,-0.393,2699,2682
h,3,0.155,2702,2743
c,22,0.15,2702,2744
h,3,0.147,2702,2745
o,40,-0.384,2702,2746
c,22,0.012,2702,2747
c,29,0.014,2702,2748
c,22,-0.148,2702,2749
h,3,0.148,2702,2750
o,40,-0.398,2702,2751
c,22,-0.123,2702,2752
c,22,0.14,2702,2753
c,22,-0.116,2702,2754
c,22,-0.105,2702,2755
h,3,0.134,2702,2756
c,22,-0.107,2702,2757
c,22,-0.114,2702,2758
n,38,0.138,2702,2759
c,27,0.009,2702,2760
o,40,-0.398,2702,2761
h,3,0.061,2702,2762
h,3,0.14,2702,2763
h,3,0.141,2702,2764
h,3,0.142,2702,2765
n,32,-0.089,2702,2766
c,27,-0.076,2702,2767
c,27,-0.108,2702,2768
c,22,0.073,2702,2769
h,3,0.153,2702,2770
c,22,-0.114,2702,2771
o,40,-0.4,2702,2772
c,22,-0.113,2702,2773
o,40,-0.082,2702,2774
c,22,-0.124,2702,2775
c,27,0.011,2702,2776
c,22,-0.115,2702,2777
c,22,-0.126,2702,2778
h,3,0.058,2826,2794
c,29,0.008,2826,2795
h,3,0.147,2826,2796
c,29,-0.386,2826,2797
h,3,0.145,2826,2798
h,3,0.144,2826,2799
h,1,0.823,2826,2800
c,22,0.816,2826,2801
c,27,0.142,2826,2802
c,22,-0.105,2826,2803
n,38,0.145,2826,2804
c,22,-0.116,2826,2805
n,38,-0.383,2826,2806
h,3,0.152,2826,2807
c,22,-0.148,2826,2808
h,3,0.145,2826,2809
c,22,0.062,2826,2810
h,3,0.147,2826,2811
o,40,-0.391,2826,2812
c,22,-0.116,2826,2813
h,3,0.054,2826,2814
c,22,-0.111,2826,2815
o,40,-0.391,2826,2816
h,3,0.315,2826,2817
h,3,0.129,2826,2818
h,3,0.176,2826,2819
h,3,-0.131,2826,2820
h,3,0.176,2826,2821
c,22,-0.111,2826,2822
h,3,0.148,2826,2823
c,22,0.019,2826,2824
c,22,-0.109,2826,2825
o,40,0.004,2875,2861
h,3,0.047,2875,2862
c,22,-0.123,2875,2863
c,22,-0.133,2875,2864
c,22,0.81,2875,2865
h,3,0.149,2875,2866
o,40,-0.377,2875,2867
c,22,-0.067,2875,2868
c,22,-0.118,2875,2869
c,22,-0.114,2875,2870
c,14,0.008,2875,2871
c,22,-0.118,2875,2872
h,3,0.137,2875,2873
o,40,-0.404,2875,2874
c,29,-0.142,2880,2876
o,40,0.158,2880,2877
h,3,0.061,2880,2878
o,40,-0.388,2880,2879
c,22,-0.114,2880,2902
c,34,0.188,2880,2903
c,22,-0.118,2880,2904
c,22,-0.097,2880,2905
c,29,-0.081,2880,2906
h,3,0.144,2880,2907
o,40,-0.39,2880,2908
c,16,-0.089,2880,2909
c,22,-0.105,2880,2910
o,40,-0.104,2880,2911
n,38,-0.383,2880,2912
c,10,-0.412,2880,2913
n,38,0.012,2880,2914
c,22,-0.121,2880,2915
c,22,-0.128,2880,2916
c,27,-0.086,2880,2917
o,40,0.816,2964,2932
c,22,0.004,2964,2933
n,35,-0.137,2964,2934
h,3,0.135,2964,2935
c,22,-0.115,2964,2936
c,10,-0.089,2964,2937
h,3,0.123,2964,2938
h,3,0.282,2964,2939
n,34,-0.379,2964,2940
c,22,-0.142,2964,2941
n,38,0.332,2964,2942
c,27,0.009,2964,2943
c,27,0.018,2964,2944
c,93,0.012,2964,2945
c,22,-0.133,2964,2946
c,22,-0.118,2964,2947
h,3,0.127,2964,2948
c,27,0.009,2964,2949
c,22,-0.119,2964,2950
c,22,-0.114,2964,2951
c,28,0.012,2964,2952
h,3,0.145,2964,2953
c,27,-0.089,2964,2954
c,22,-0.128,3014,2973
h,3,0.141,3014,2974
h,3,0.142,3014,2975
h,3,0.061,3014,2976
h,3,0.058,3014,2977
c,29,-0.291,3014,2978
c,27,-0.079,3014,2979
h,3,0.163,3014,2980
h,3,0.142,3014,2981
c,22,-0.128,3014,2982
o,40,-0.395,3014,2983
c,22,-0.097,3014,2984
n,38,0.817,3014,2985
c,28,0.163,3014,2986
c,28,0.012,3014,2987
c,22,-0.115,3014,2988
o,40,-0.088,3014,2989
h,3,0.142,3014,2990
c,27,0.009,3014,2991
h,3,0.056,3014,2992
c,22,-0.126,3014,2993
c,22,-0.116,3014,2994
c,22,-0.393,3014,2995
h,3,0.142,3014,2996
h,3,0.142,3014,2997
o,40,-0.089,3014,2998
h,3,-0.106,3014,2999
n,38,0.817,3014,3000
c,22,-0.126,3014,3001
h,3,0.145,3014,3002
h,3,0.153,3034,3028
o,40,0.059,3034,3029
c,27,-0.089,3034,3030
h,3,0.149,3034,3031
c,22,0.816,3034,3032
c,22,-0.111,3034,3033
c,22,-0.115,3034,3059
h,3,0.142,3034,3060
c,22,-0.291,3034,3061
c,27,-0.363,3034,3062
c,29,0.012,3034,3063
c,26,-0.107,3034,3064
c,92,-0.089,3034,3065
h,3,0.144,3034,3066
n,38,-0.111,3034,3067
c,14,0.016,3034,3068
c,22,0.112,3034,3069
c,22,-0.097,3034,3070
o,40,-0.384,3034,3071
c,22,0.059,3034,3072
c,10,0.818,3034,3073
o,40,-0.384,3034,3074
h,3,0.145,3120,3075
o,40,-0.384,3120,3076
h,3,0.163,3120,3077
c,22,0.017,3120,3078
c,27,0.018,3120,3079
c,29,0.008,3120,3080
h,3,0.142,3120,3081
c,22,-0.118,3120,3082
o,40,-0.384,3120,3083
o,40,-0.382,3120,3084
n,38,0.801,3120,3085
h,3,0.145,3120,3086
c,22,-0.388,3120,3087
c,22,0.816,3120,3088
c,22,-0.097,3120,3089
c,22,0.002,3120,3090
o,40,-0.384,3120,3121
o,40,-0.382,3120,3122
h,3,0.148,3120,3123
c,22,-0.081,3120,3124
o,40,-0.418,3120,3125
o,40,-0.377,3120,3126
o,40,0.015,3120,3127
c,29,0.002,3120,3128
h,3,0.147,3120,3129
c,92,0.332,3120,3130
c,26,-0.394,3120,3131
h,3,0.138,3190,3162
c,29,0.002,3190,3163
c,22,0.816,3190,3164
c,29,-0.142,3190,3165
n,38,0.162,3190,3166
c,22,-0.148,3190,3167
h,3,0.126,3190,3168
h,3,0.134,3190,3169
c,29,0.019,3190,3170
c,28,-0.38,3190,3171
c,29,-0.39,3190,3172
n,38,-0.389,3190,3173
c,22,-0.118,3190,3174
h,3,0.147,3190,3175
h,3,0.062,3190,3176
o,40,-0.369,3190,3177
n,38,0.818,3190,3178
c,27,-0.092,3190,3179
h,3,0.146,3190,3180
h,3,0.132,3190,3181
c,22,0.182,3190,3182
c,22,-0.127,3190,3183
h,3,0.147,3190,3184
c,29,0.017,3190,3185
h,3,0.145,3190,3186
o,40,0.059,3190,3187
o,40,-0.107,3190,3188
h,3,0.132,3190,3189
c,22,-0.08,3247,3191
c,27,-0.388,3247,3192
h,3,0.061,3247,3193
c,27,-0.085,3247,3194
n,195,-0.413,3247,3195
c,27,0.018,3247,3196
c,22,-0.123,3247,3197
c,22,-0.113,3247,3198
n,38,0.126,3247,3199
c,22,-0.084,3247,3200
c,22,0.118,3247,3201
o,40,-0.393,3247,3202
c,22,-0.113,3247,3203
c,22,-0.124,3247,3204
c,22,0.012,3247,3205
c,22,-0.113,3247,3206
c,22,-0.142,3247,3207
o,40,0.282,3247,3208
n,32,0.814,3247,3209
c,22,-0.123,3247,3210
c,22,-0.111,3247,3211
c,22,-0.122,3247,3212
h,3,0.142,3247,3213
c,22,0.817,3247,3214
h,3,0.062,3247,3215
c,22,-0.114,3247,3216
h,3,0.137,3247,3217
c,26,-0.389,3247,3218
c,22,0.011,3247,3219
h,3,0.145,3247,3220
c,22,-0.113,3287,3265
h,3,0.132,3287,3266
c,22,-0.115,3287,3267
h,3,0.118,3287,3268
c,22,-0.142,3287,3269
c,14,0.114,3287,3270
c,22,-0.118,3287,3271
c,22,-0.115,3287,3275
o,40,-0.404,3287,3276
c,22,0.332,3287,3277
c,22,0.118,3287,3278
c,22,-0.113,3287,3279
n,38,0.135,3287,3280
h,3,0.054,3287,3281
h,3,0.126,3287,3282
c,22,-0.115,3287,3283
c,27,0.062,3287,3284
c,28,0.008,3287,3285
c,27,-0.191,3287,3286
o,40,-0.386,3343,3309
c,22,-0.126,3343,3310
c,22,-0.115,3343,3311
n,38,0.812,3343,3312
h,3,0.108,3343,3313
c,22,0.132,3343,3314
c,22,-0.115,3343,3315
c,22,0.012,3343,3316
c,27,0.015,3343,3317
o,40,-0.385,3343,3320
n,32,-0.397,3343,3321
c,22,-0.135,3343,3322
c,22,-0.105,3343,3323
c,22,-0.121,3343,3324
o,40,0.787,3343,3325
c,22,-0.115,3343,3326
c,10,0.008,3343,3327
h,3,0.142,3343,3328
h,3,0.145,3343,3329
h,1,0.143,3343,3330
h,3,0.145,3343,3331
h,3,0.147,3343,3332
c,22,-0.385,3343,3333
n,34,-0.379,3343,3334
c,22,-0.393,3395,3345
h,3,0.059,3395,3346
h,3,0.155,3395,3347
h,3,0.145,3395,3348
h,3,0.104,3395,3349
o,40,-0.413,3395,3350
h,3,0.132,3395,3351
c,22,-0.368,3395,3352
o,40,-0.384,3395,3353
c,22,-0.109,3395,3354
c,22,-0.115,3395,3355
c,22,-0.109,3395,3356
o,40,-0.097,3395,3396
c,22,-0.119,3395,3397
c,22,-0.109,3395,3398
c,27,-0.084,3395,3399
c,22,0.815,3395,3400
h,1,0.135,3395,3401
h,3,0.061,3395,3402
c,27,0.332,3395,3403
o,40,-0.386,3395,3404
c,27,-0.418,3395,3405
h,3,0.14,3395,3406
o,40,-0.388,3395,3407
h,3,0.142,3395,3408
c,22,-0.142,3395,3409
o,40,-0.384,3395,3410
n,21,-0.087,3395,3411
o,40,-0.383,3395,3412
n,35,0.136,3395,3413
h,3,0.136,3395,3414
h,3,0.141,3395,3415
c,22,-0.126,3395,3416
o,40,-0.377,3395,3417
c,29,-0.107,3418,3435
h,3,0.112,3418,3436
c,22,0.102,3418,3437
c,22,-0.128,3418,3438
c,27,0.011,3418,3439
h,3,0.147,3418,3440
h,3,0.176,3418,3441
c,22,-0.116,3418,3442
c,22,0.146,3418,3443
c,22,0.332,3418,3444
h,3,0.062,3418,3445
c,27,-0.393,3418,3446
c,22,-0.125,3418,3447
c,27,-0.386,3418,3448
c,22,-0.13,3418,3449
h,3,0.154,3418,3450
c,29,0.017,3451,3452
c,22,0.15,3451,3453
c,22,-0.119,3451,3454
c,22,-0.122,3451,3455
c,22,-0.124,3451,3456
c,10,-0.079,3451,3457
c,22,-0.119,3451,3458
c,27,0.005,3451,3459
o,40,-0.384,3451,3460
c,27,-0.363,3451,3461
c,22,-0.115,3451,3462
h,3,-0.112,3451,3463
h,3,0.145,3451,3464
c,22,0.202,3451,3465
c,22,-0.116,3451,3466
c,22,-0.114,3451,3467
o,40,-0.11,3451,3468
c,22,-0.118,3451,3469
c,27,-0.191,3451,3470
n,38,-0.111,3451,3471
c,22,0.816,3451,3472
o,40,-0.384,3451,3473
c,22,-0.134,3451,3474
c,14,-0.083,3451,3475
n,38,0.061,3451,3476
h,3,0.143,3506,3507
n,38,0.832,3506,3508
h,3,0.162,3506,3509
c,22,-0.123,3506,3510
h,3,0.332,3506,3511
c,22,0.004,3506,3512
c,27,0.016,3506,3513
c,22,-0.111,3506,3514
c,22,-0.113,3506,3515
c,22,-0.108,3506,3516
h,3,0.146,3506,3517
f,92,0.158,3506,3518
c,22,-0.118,3506,3519
h,3,0.047,3506,3520
c,22,0.816,3506,3521
n,38,0.823,3506,3522
c,22,-0.115,3506,3523
h,3,0.132,3506,3524
h,3,0.137,3506,3525
h,3,0.134,3506,3526
c,27,0.006,3506,3527
o,40,-0.382,3506,3528
o,40,-0.384,3506,3529
c,22,-0.115,3506,3530
h,3,0.145,3567,3554
o,40,-0.391,3567,3555
c,22,-0.121,3567,3556
o,40,-0.384,3567,3557
c,22,-0.114,3567,3558
c,10,0.015,3567,3559
c,22,0.145,3567,3560
c,29,0.002,3567,3561
c,27,0.009,3567,3562
c,22,0.062,3567,3563
c,22,-0.124,3567,3564
c,93,-0.396,3567,3565
h,3,0.155,3567,3566
c,14,-0.398,3567,3590
h,3,0.144,3567,3591
c,22,-0.118,3567,3592
c,22,0.114,3567,3593
h,3,0.801,3567,3594
h,3,0.198,3567,3595
h,3,0.132,3567,3596
c,29,0.017,3567,3597
c,22,-0.115,3598,3641
c,22,-0.093,3598,3642
o,40,-0.382,3598,3643
c,27,0.016,3598,3644
c,22,-0.115,3598,3645
c,29,0.014,3598,3646
c,22,-0.118,3598,3647
c,22,0.138,3598,3648
h,3,0.149,3598,3649
c,27,-0.393,3598,3650
o,40,-0.382,3598,3651
o,40,-0.412,3598,3652
h,3,0.153,3598,3653
c,22,-0.117,3598,3654
o,40,-0.391,3598,3655
c,22,-0.084,3598,3656
h,3,0.134,3598,3657
c,22,-0.122,3598,3658
h,3,0.061,3598,3659
c,22,-0.111,3598,3660
o,40,0.108,3598,3661
c,22,-0.114,3598,3662
c,22,-0.125,3598,3663
o,40,-0.388,3598,3664
o,40,-0.384,3598,3665
o,40,-0.386,3598,3666
o,40,-0.413,3598,3667
h,3,0.062,3598,3668
h,3,-0.106,3598,3669
c,27,0.012,3598,3670
c,22,0.188,3598,3671
c,22,-0.121,3598,3672
c,93,0.188,3598,3673
c,22,-0.125,3598,3674
c,22,-0.119,3598,3675
h,3,0.055,3598,3676
c,29,0.008,3598,3677
c,22,-0.113,3598,3678
h,3,0.012,3690,3680
c,22,-0.124,3690,3681
h,3,0.141,3690,3683
c,22,0.008,3690,3684
c,22,-0.067,3690,3685
c,29,-0.091,3690,3687
c,22,-0.111,3690,3689
c,22,-0.115,3690,3698
c,10,0.818,3690,3699
h,3,0.154,3690,3700
c,22,-0.116,3690,3701
o,40,-0.384,3690,3702
h,3,0.143,3690,3703
c,22,-0.116,3690,3721
n,38,0.812,3690,3723
h,3,0.058,3690,3724
c,22,-0.106,3690,3725
h,3,0.062,3690,3726
c,27,0.016,3690,3727
c,22,-0.128,3690,3728
c,22,-0.105,3690,3729
c,22,-0.084,3690,3730
c,29,0.163,3690,3731
h,1,0.046,3690,3732
h,3,0.145,3690,3733
h,3,0.152,3690,3734
c,22,-0.393,3690,3735
h,3,0.132,3690,3736
c,22,-0.11,3690,3739
c,29,-0.088,3690,3742
c,22,-0.074,3771,3757
o,40,-0.384,3771,3758
n,38,0.202,3771,3759
c,29,0.008,3771,3760
h,3,0.155,3771,3761
c,22,0.005,3771,3762
c,22,0.816,3771,3763
h,3,0.154,3771,3764
h,3,0.136,3771,3765
c,26,-0.085,3771,3766
h,3,0.141,3771,3767
c,22,-0.123,3771,3768
c,22,-0.125,3771,3769
h,3,0.137,3771,3770
c,22,-0.113,3819,3787
c,22,-0.121,3819,3788
c,27,0.009,3819,3789
c,22,-0.119,3819,3790
c,27,0.017,3819,3791
h,3,0.007,3819,3792
c,22,-0.111,3819,3793
c,28,-0.127,3819,3794
o,40,-0.397,3819,3795
c,22,-0.114,3819,3796
c,22,0.133,3819,3797
o,40,-0.388,3819,3798
c,22,0.129,3819,3799
o,40,-0.388,3819,3800
h,3,0.136,3819,3801
c,27,0.016,3819,3802
c,22,-0.119,3819,3803
c,22,0.132,3819,3804
h,3,0.132,3819,3805
h,3,0.134,3819,3806
h,3,0.188,3819,3807
o,40,-0.388,3819,3808
n,38,-0.086,3819,3809
h,3,0.152,3819,3810
o,40,-0.384,3819,3811
c,22,-0.123,3819,3812
c,27,0.055,3819,3813
h,3,0.136,3819,3814
c,22,0.138,3819,3815
h,3,0.141,3819,3816
h,3,0.142,3819,3817
c,93,-0.129,3819,3818
o,40,-0.383,3841,3854
c,22,-0.119,3841,3856
n,38,0.818,3841,3857
h,3,0.163,3841,3858
o,40,-0.383,3841,3859
o,40,-0.398,3841,3860
h,3,0.142,3841,3861
c,22,0.112,3841,3862
h,3,0.132,3841,3863
c,22,-0.118,3841,3864
c,22,-0.114,3841,3865
h,1,0.282,3841,3866
c,22,-0.109,3841,3867
h,3,0.141,3841,3868
c,92,-0.137,3841,3869
c,22,-0.133,3841,3870
o,40,-0.393,3841,3871
o,40,0.144,3904,3905
c,22,-0.107,3904,3906
c,27,0.282,3904,3907
o,40,-0.392,3904,3908
h,3,0.012,3904,3909
c,27,0.008,3904,3910
h,3,0.315,3904,3911
c,22,-0.125,3904,3912
h,3,0.012,3904,3913
h,3,0.132,3904,3914
c,22,-0.383,3904,3915
c,22,-0.122,3904,3916
o,40,-0.079,3904,3917
n,3,-0.137,3904,3918
c,22,-0.116,3904,3919
c,22,0.816,3904,3920
c,22,-0.097,3904,3921
h,3,0.066,3904,3922
h,3,0.138,3904,3923
c,21,-0.122,3904,3924
c,22,-0.398,3904,3925
o,40,-0.398,3904,3926
h,3,0.142,3904,3927
c,29,0.017,3904,3928
h,3,0.149,3904,3929
c,29,-0.393,3904,3930
h,3,0.149,3904,3931
c,22,-0.109,3943,3933
h,1,0.152,3943,3934
c,27,-0.363,3943,3936
c,22,-0.107,3943,3937
c,22,0.182,3943,3938
h,1,-0.084,3943,3940
c,22,-0.128,3943,3942
c,22,-0.118,3943,3951
h,3,0.108,3943,3952
c,22,-0.113,3943,3953
c,22,-0.115,3943,3954
n,38,0.139,3943,3955
o,40,-0.383,3943,3956
c,22,-0.118,3943,3974
h,3,0.132,3943,3976
o,40,-0.393,3943,3977
c,22,0.016,3943,3978
c,27,0.012,3943,3979
h,3,0.145,3943,3980
c,22,-0.114,3943,3981
h,3,0.332,3943,3982
o,40,-0.088,3943,3983
o,40,-0.386,3943,3984
c,27,0.005,3943,3985
n,32,-0.081,3943,3986
c,22,-0.125,3943,3987
n,38,-0.119,3943,3988
c,22,-0.119,3943,3989
h,3,0.137,3943,3992
c,29,0.002,3943,3995
o,40,-0.11,4033,3996
h,3,0.149,4033,3997
c,27,0.012,4033,3998
c,29,0.012,4033,3999
h,3,0.147,4033,4000
c,27,0.017,4033,4001
c,22,-0.108,4033,4002
o,40,-0.108,4033,4003
c,22,-0.119,4033,4004
h,3,0.136,4033,4005
c,22,0.332,4033,4027
c,22,-0.115,4033,4028
c,22,0.332,4033,4029
c,22,-0.122,4033,4030
h,3,0.118,4033,4031
c,22,-0.109,4033,4032
c,22,-0.105,4033,4034
n,32,-0.097,4033,4035
h,3,0.134,4033,4036
h,3,0.135,4033,4037
c,22,-0.122,4079,4038
c,22,-0.384,4079,4039
h,1,0.149,4079,4040
c,22,0.055,4079,4041
c,27,-0.092,4079,4075
o,40,-0.382,4079,4076
h,3,0.147,4079,4077
c,22,-0.116,4079,4078
h,3,0.138,4079,4080
c,27,0.015,4079,4081
c,29,0.163,4079,4082
c,22,-0.116,4079,4083
h,3,0.14,4079,4084
h,3,0.142,4079,4085
h,3,0.059,4079,4086
c,22,0.332,4079,4087
c,10,-0.107,4079,4088
n,22,-0.119,4079,4089
c,22,-0.13,4079,4090
o,40,-0.384,4079,4091
c,22,-0.111,4079,4092
h,3,0.146,4079,4093
h,3,0.138,4079,4094
h,3,0.149,4079,4095
o,40,-0.094,4079,4096
o,40,-0.388,4079,4097
h,3,0.129,4079,4098
o,40,-0.398,4079,4099
c,27,0.007,4079,4100
n,34,-0.412,4079,4101
o,40,-0.384,4079,4102
c,29,-0.093,4079,4103
c,22,-0.121,4079,4104
c,27,0.009,4079,4105
c,22,0.118,4112,4110
h,3,0.141,4112,4111
c,22,-0.109,4112,4131
h,3,0.141,4112,4132
h,3,0.153,4112,4133
o,40,-0.108,4112,4134
h,1,0.15,4112,4135
c,22,-0.114,4112,4136
h,3,-0.132,4112,4137
c,27,0.012,4112,4138
c,22,0.118,4112,4139
h,3,0.129,4112,4140
o,40,-0.11,4112,4141
o,40,-0.4,4112,4142
c,22,-0.118,4112,4143
c,22,-0.119,4112,4144
c,22,0.004,4112,4145
n,32,0.814,4112,4146
h,3,0.142,4205,4147
h,3,0.146,4205,4148
c,22,-0.128,4205,4149
n,35,0.006,4205,4150
c,27,0.018,4205,4151
h,3,0.145,4205,4152
c,22,-0.119,4205,4153
c,28,0.012,4205,4154
c,22,0.188,4205,4155
c,22,-0.119,4205,4156
c,22,-0.113,4205,4157
c,22,0.012,4205,4158
c,29,0.002,4205,4159
c,22,-0.128,4205,4160
c,22,-0.109,4205,4161
h,3,0.147,4205,4162
c,22,-0.115,4205,4163
h,3,0.138,4205,4164
o,40,-0.388,4205,4165
c,22,0.142,4205,4166
o,40,-0.386,4205,4167
c,22,-0.128,4205,4168
o,40,-0.378,4205,4169
c,10,-0.094,4205,4170
c,22,-0.109,4205,4171
