atom1_id,atom2_id,type,bond_id
d131_3,d131_8,1,997
d131_4,d131_5,7,998
d131_4,d131_9,1,999
d131_5,d131_11,1,1000
d131_5,d131_6,7,1001
d131_6,d131_1,7,1002
d131_6,d131_10,1,1003
d132_1,d132_2,7,1004
d132_1,d132_7,1,1005
d132_11,d132_12,2,1006
d132_11,d132_13,1,1007
d132_14,d132_15,2,1008
d132_14,d132_16,2,1009
d132_2,d132_3,7,1010
d132_2,d132_8,1,1011
d132_3,d132_4,7,1012
d132_3,d132_9,1,1013
d132_4,d132_14,1,1014
d132_4,d132_5,7,1015
d132_5,d132_11,1,1016
d132_5,d132_6,7,1017
d132_6,d132_1,7,1018
d132_6,d132_10,1,1019
d133_1,d133_2,7,1020
d133_1,d133_21,1,1021
d133_10,d133_11,7,1022
d133_10,d133_13,7,1023
d133_11,d133_12,1,1024
d133_12,d133_4,1,1025
d133_13,d133_14,7,1026
d133_13,d133_17,1,1027
d133_14,d133_15,7,1028
d133_14,d133_20,1,1029
d133_15,d133_16,7,1030
d133_15,d133_18,1,1031
d133_16,d133_11,7,1032
d133_16,d133_19,1,1033
d133_18,d133_23,2,1034
d133_18,d133_24,2,1035
d133_2,d133_3,7,1036
d133_2,d133_7,1,1037
d133_3,d133_4,7,1038
d133_3,d133_9,1,1039
d133_4,d133_5,7,1040
d133_5,d133_6,7,1041
d133_5,d133_8,1,1042
d133_6,d133_1,7,1043
d133_6,d133_22,1,1044
d133_9,d133_10,1,1045
d134_1,d134_2,7,1046
d134_1,d134_28,1,1047
d134_10,d134_11,7,1048
d134_10,d134_4,7,1049
d134_11,d134_12,7,1050
d134_12,d134_13,7,1051
d134_12,d134_19,1,1052
d134_13,d134_20,1,1053
d134_13,d134_5,7,1054
d134_14,d134_15,7,1055
d134_14,d134_21,1,1056
d134_15,d134_16,7,1057
d134_16,d134_11,7,1058
d134_16,d134_22,1,1059
d134_2,d134_17,1,1060
d134_2,d134_3,7,1061
d134_27,d134_15,1,1062
d134_27,d134_29,2,1063
d134_27,d134_30,2,1064
d134_28,d134_31,2,1065
d134_28,d134_32,2,1066
d134_3,d134_4,7,1067
d134_3,d134_7,1,1068
d134_4,d134_5,7,1069
d134_5,d134_6,7,1070
d134_6,d134_1,7,1071
d134_6,d134_18,1,1072
d134_7,d134_23,1,1073
d134_7,d134_24,1,1074
d134_7,d134_8,1,1075
d134_8,d134_25,1,1076
d134_8,d134_26,1,1077
d134_8,d134_9,1,1078
d134_9,d134_10,7,1079
d134_9,d134_14,7,1080
d135_1,d135_2,7,1081
d135_1,d135_7,1,1082
d135_10,d135_11,2,1083
d135_10,d135_12,2,1084
d135_2,d135_14,1,1085
d135_2,d135_3,7,1086
d135_3,d135_13,1,1087
d135_3,d135_4,7,1088
d135_4,d135_5,7,1089
d135_4,d135_8,1,1090
d135_5,d135_10,1,1091
d135_5,d135_6,7,1092
d135_6,d135_1,7,1093
d135_6,d135_9,1,1094
d136_1,d136_2,7,1095
d136_1,d136_7,1,1096
d136_10,d136_11,7,1097
d136_10,d136_14,1,1098
d136_11,d136_12,7,1099
d136_11,d136_15,1,1100
d136_12,d136_13,7,1101
d136_12,d136_21,7,1102
d136_13,d136_16,7,1103
d136_13,d136_4,7,1104
d136_16,d136_17,7,1105
d136_17,d136_18,7,1106
d136_17,d136_19,1,1107
d136_18,d136_20,1,1108
d136_18,d136_5,7,1109
d136_2,d136_3,7,1110
d136_2,d136_8,1,1111
d136_21,d136_22,7,1112
d136_21,d136_26,1,1113
d136_22,d136_23,7,1114
d136_22,d136_24,1,1115
d136_23,d136_16,7,1116
d136_23,d136_25,1,1117
d136_25,d136_29,1,1118
d136_26,d136_27,2,1119
d136_26,d136_28,2,1120
d136_3,d136_10,7,1121
d136_3,d136_4,7,1122
d136_4,d136_5,7,1123
d136_5,d136_6,7,1124
d136_6,d136_1,7,1125
d136_6,d136_9,1,1126
d137_1,d137_2,7,1127
d137_1,d137_7,1,1128
d137_10,d137_11,7,1129
d137_10,d137_26,1,1130
d137_11,d137_12,7,1131
d137_11,d137_25,1,1132
d137_12,d137_13,7,1133
d137_12,d137_14,1,1134
d137_13,d137_4,7,1135
d137_15,d137_16,7,1136
d137_15,d137_5,1,1137
d137_16,d137_13,1,1138
d137_16,d137_17,7,1139
d137_17,d137_18,7,1140
d137_17,d137_21,1,1141
d137_18,d137_19,7,1142
d137_18,d137_22,1,1143
d137_19,d137_20,7,1144
d137_19,d137_23,1,1145
d137_2,d137_3,7,1146
d137_2,d137_8,1,1147
d137_20,d137_15,7,1148
d137_20,d137_24,1,1149
d137_25,d137_27,2,1150
d137_25,d137_28,2,1151
d137_26,d137_29,2,1152
d137_26,d137_30,2,1153
d137_3,d137_10,7,1154
d137_3,d137_4,7,1155
d137_4,d137_5,7,1156
d137_5,d137_6,7,1157
d137_6,d137_1,7,1158
d137_6,d137_9,1,1159
d138_1,d138_11,1,1160
d138_1,d138_2,7,1161
d138_10,d138_18,1,1162
d138_10,d138_19,1,1163
d138_10,d138_20,1,1164
d138_11,d138_12,2,1165
d138_11,d138_13,2,1166
d138_2,d138_14,1,1167
d138_2,d138_3,7,1168
d138_3,d138_4,7,1169
d138_3,d138_7,7,1170
d138_4,d138_5,7,1171
d138_4,d138_9,7,1172
d138_5,d138_15,1,1173
d138_5,d138_6,7,1174
d138_6,d138_1,7,1175
d138_6,d138_16,1,1176
d138_7,d138_21,1,1177
d138_7,d138_8,7,1178
d138_8,d138_10,1,1179
d138_9,d138_17,1,1180
d138_9,d138_8,7,1181
d139_1,d139_2,7,1182
d139_1,d139_7,1,1183
d139_10,d139_11,1,1184
d139_10,d139_12,1,1185
d139_13,d139_15,2,1186
d139_13,d139_16,2,1187
d139_2,d139_14,1,1188
d139_2,d139_3,7,1189
d139_3,d139_4,7,1190
d139_3,d139_8,1,1191
d139_4,d139_13,1,1192
d139_4,d139_5,7,1193
d139_5,d139_10,1,1194
d139_5,d139_6,7,1195
d139_6,d139_1,7,1196
d139_6,d139_9,1,1197
d13_1,d13_2,7,1198
d13_1,d13_23,1,1199
d13_10,d13_4,7,1200
d13_11,d13_12,7,1201
d13_11,d13_27,1,1202
d13_12,d13_13,7,1203
d13_12,d13_5,1,1204
d13_13,d13_10,1,1205
d13_13,d13_14,7,1206
d13_14,d13_15,7,1207
d13_14,d13_28,1,1208
d13_15,d13_16,7,1209
d13_15,d13_29,1,1210
d13_16,d13_11,7,1211
d13_16,d13_30,1,1212
d13_17,d13_19,2,1213
d13_17,d13_20,2,1214
d13_18,d13_21,2,1215
d13_18,d13_22,2,1216
d13_2,d13_18,1,1217
d13_2,d13_3,7,1218
d13_3,d13_4,7,1219
d13_3,d13_7,7,1220
d13_4,d13_5,7,1221
d13_5,d13_6,7,1222
d13_6,d13_1,7,1223
d13_6,d13_24,1,1224
d13_7,d13_25,1,1225
d13_7,d13_8,7,1226
d13_8,d13_17,1,1227
d13_8,d13_9,7,1228
d13_9,d13_10,7,1229
d13_9,d13_26,1,1230
d140_1,d140_2,7,1231
d140_1,d140_7,1,1232
d140_10,d140_11,7,1233
d140_10,d140_14,1,1234
d140_11,d140_12,7,1235
d140_11,d140_15,1,1236
d140_12,d140_13,7,1237
d140_12,d140_16,1,1238
d140_13,d140_17,1,1239
d140_13,d140_4,7,1240
d140_17,d140_21,2,1241
d140_17,d140_22,2,1242
d140_18,d140_19,2,1243
d140_18,d140_20,2,1244
d140_2,d140_3,7,1245
d140_2,d140_8,1,1246
d140_3,d140_10,7,1247
d140_3,d140_4,7,1248
d140_4,d140_5,7,1249
d140_5,d140_18,1,1250
d140_5,d140_6,7,1251
d140_6,d140_1,7,1252
d140_6,d140_9,1,1253
d141_1,d141_2,7,1254
d141_1,d141_7,1,1255
d141_10,d141_13,2,1256
d141_10,d141_14,2,1257
d141_2,d141_3,7,1258
d141_2,d141_8,1,1259
d141_3,d141_12,1,1260
d141_3,d141_4,7,1261
d141_4,d141_11,1,1262
d141_4,d141_5,7,1263
d141_5,d141_10,1,1264
d141_5,d141_6,7,1265
d141_6,d141_1,7,1266
d141_6,d141_9,1,1267
d142_1,d142_2,7,1268
d142_1,d142_24,1,1269
d142_10,d142_11,7,1270
d142_10,d142_13,7,1271
d142_11,d142_12,1,1272
d142_12,d142_4,1,1273
d142_13,d142_14,7,1274
d142_13,d142_17,1,1275
d142_14,d142_15,7,1276
d142_14,d142_23,1,1277
d142_15,d142_16,7,1278
d142_15,d142_22,1,1279
d142_16,d142_11,7,1280
d142_16,d142_18,1,1281
d142_19,d142_20,2,1282
d142_19,d142_21,2,1283
d142_2,d142_3,7,1284
d142_2,d142_7,1,1285
d142_3,d142_4,7,1286
d142_3,d142_9,1,1287
d142_4,d142_5,7,1288
d142_5,d142_6,7,1289
d142_5,d142_8,1,1290
d142_6,d142_1,7,1291
d142_6,d142_19,1,1292
d142_9,d142_10,1,1293
d143_1,d143_2,7,1294
d143_1,d143_7,1,1295
d143_11,d143_12,1,1296
d143_12,d143_13,7,1297
d143_13,d143_14,7,1298
d143_13,d143_18,1,1299
d143_14,d143_15,7,1300
d143_14,d143_19,1,1301
d143_15,d143_16,7,1302
d143_15,d143_20,1,1303
d143_16,d143_17,7,1304
d143_16,d143_21,1,1305
d143_17,d143_12,7,1306
d143_17,d143_22,1,1307
d143_2,d143_3,7,1308
d143_2,d143_8,1,1309
d143_23,d143_24,2,1310
d143_23,d143_25,2,1311
d143_3,d143_4,7,1312
d143_3,d143_9,1,1313
d143_4,d143_23,1,1314
d143_4,d143_5,7,1315
d143_5,d143_11,1,1316
d143_5,d143_6,7,1317
d143_6,d143_1,7,1318
d143_6,d143_10,1,1319
d144_1,d144_12,1,1320
d144_1,d144_2,7,1321
d144_10,d144_13,2,1322
d144_10,d144_14,2,1323
d144_2,d144_3,7,1324
d144_2,d144_7,1,1325
d144_3,d144_4,7,1326
d144_3,d144_8,1,1327
d144_4,d144_11,1,1328
d144_4,d144_5,7,1329
d144_5,d144_10,1,1330
d144_5,d144_6,7,1331
d144_6,d144_1,7,1332
d144_6,d144_9,1,1333
d145_1,d145_2,7,1334
d145_1,d145_22,1,1335
d145_11,d145_12,7,1336
d145_12,d145_13,7,1337
d145_12,d145_17,1,1338
d145_13,d145_14,7,1339
d145_13,d145_18,1,1340
d145_14,d145_15,7,1341
d145_14,d145_19,1,1342
d145_15,d145_16,7,1343
d145_15,d145_21,1,1344
d145_16,d145_11,7,1345
d145_16,d145_20,1,1346
d145_2,d145_3,7,1347
d145_2,d145_7,1,1348
d145_21,d145_25,1,1349
d145_21,d145_26,1,1350
d145_22,d145_23,2,1351
d145_22,d145_24,2,1352
d145_3,d145_4,7,1353
d145_3,d145_8,1,1354
d145_4,d145_11,1,1355
d145_4,d145_5,7,1356
d145_5,d145_6,7,1357
d145_5,d145_9,1,1358
d145_6,d145_1,7,1359
d145_6,d145_10,1,1360
d146_1,d146_2,7,1361
d146_1,d146_20,1,1362
d146_11,d146_12,7,1363
d146_12,d146_13,7,1364
d146_12,d146_17,1,1365
d146_13,d146_14,7,1366
d146_13,d146_18,1,1367
d146_14,d146_15,7,1368
d146_14,d146_24,1,1369
d146_15,d146_16,7,1370
d146_15,d146_23,1,1371
d146_16,d146_11,7,1372
d146_16,d146_19,1,1373
d146_2,d146_3,7,1374
d146_2,d146_7,1,1375
d146_20,d146_21,2,1376
d146_20,d146_22,2,1377
d146_24,d146_25,1,1378
d146_24,d146_26,1,1379
d146_3,d146_4,7,1380
d146_3,d146_8,1,1381
d146_4,d146_11,1,1382
d146_4,d146_5,7,1383
d146_5,d146_6,7,1384
d146_5,d146_9,1,1385
d146_6,d146_1,7,1386
d146_6,d146_10,1,1387
d147_1,d147_14,1,1388
d147_1,d147_2,7,1389
d147_10,d147_17,1,1390
d147_10,d147_18,1,1391
d147_10,d147_19,1,1392
d147_11,d147_12,2,1393
d147_11,d147_13,2,1394
d147_2,d147_15,1,1395
d147_2,d147_3,7,1396
d147_3,d147_4,7,1397
d147_3,d147_7,7,1398
d147_4,d147_5,7,1399
d147_4,d147_9,7,1400
d147_5,d147_16,1,1401
d147_5,d147_6,7,1402
d147_6,d147_1,7,1403
d147_6,d147_11,1,1404
d147_7,d147_8,7,1405
d147_8,d147_10,1,1406
d147_9,d147_8,7,1407
d148_1,d148_13,1,1408
d148_1,d148_2,7,1409
d148_10,d148_12,7,1410
d148_10,d148_4,7,1411
d148_11,d148_12,7,1412
d148_11,d148_18,1,1413
d148_12,d148_19,1,1414
d148_2,d148_14,1,1415
d148_2,d148_3,7,1416
d148_20,d148_21,2,1417
d148_20,d148_22,2,1418
d148_3,d148_4,7,1419
d148_3,d148_7,7,1420
d148_4,d148_5,7,1421
d148_5,d148_11,7,1422
d148_5,d148_6,7,1423
d148_6,d148_1,7,1424
d148_6,d148_15,1,1425
d148_7,d148_16,1,1426
d148_7,d148_8,7,1427
d148_8,d148_17,1,1428
d148_8,d148_9,7,1429
d148_9,d148_10,7,1430
d148_9,d148_20,1,1431
d149_1,d149_2,7,1432
d149_1,d149_24,1,1433
d149_10,d149_11,1,1434
d149_10,d149_22,1,1435
d149_11,d149_12,7,1436
d149_11,d149_14,7,1437
d149_12,d149_13,1,1438
d149_13,d149_21,1,1439
d149_13,d149_4,1,1440
d149_14,d149_15,7,1441
d149_14,d149_18,1,1442
d149_15,d149_16,7,1443
d149_15,d149_19,1,1444
d149_16,d149_17,7,1445
d149_16,d149_23,1,1446
d149_17,d149_12,7,1447
d149_17,d149_20,1,1448
d149_2,d149_3,7,1449
d149_2,d149_7,1,1450
d149_23,d149_25,2,1451
d149_23,d149_26,2,1452
d149_24,d149_27,2,1453
d149_24,d149_28,2,1454
d149_3,d149_10,1,1455
d149_3,d149_4,7,1456
d149_4,d149_5,7,1457
d149_5,d149_6,7,1458
d149_5,d149_8,1,1459
d149_6,d149_1,7,1460
d149_6,d149_9,1,1461
d14_1,d14_11,1,1462
d14_1,d14_2,7,1463
d14_10,d14_18,1,1464
d14_10,d14_19,1,1465
d14_10,d14_20,1,1466
d14_11,d14_13,2,1467
d14_12,d14_11,2,1468
d14_2,d14_14,1,1469
d14_2,d14_3,7,1470
d14_3,d14_4,7,1471
d14_4,d14_5,7,1472
d14_4,d14_7,7,1473
d14_5,d14_15,1,1474
d14_5,d14_6,7,1475
d14_6,d14_1,7,1476
d14_6,d14_16,1,1477
d14_7,d14_17,1,1478
d14_7,d14_8,7,1479
d14_8,d14_9,7,1480
d14_9,d14_10,1,1481
d14_9,d14_3,7,1482
d150_1,d150_2,7,1483
d150_1,d150_6,1,1484
d150_10,d150_11,1,1485
d150_10,d150_16,1,1486
d150_10,d150_17,1,1487
d150_11,d150_18,1,1488
d150_12,d150_19,1,1489
d150_12,d150_20,1,1490
d150_12,d150_21,1,1491
d150_2,d150_13,1,1492
d150_2,d150_3,7,1493
d150_3,d150_4,7,1494
d150_4,d150_12,1,1495
d150_4,d150_5,7,1496
d150_5,d150_1,7,1497
d150_5,d150_9,1,1498
d150_6,d150_7,2,1499
d150_6,d150_8,2,1500
d150_9,d150_10,1,1501
d150_9,d150_14,1,1502
d150_9,d150_15,1,1503
d151_1,d151_13,1,1504
d151_1,d151_2,7,1505
d151_10,d151_11,2,1506
d151_10,d151_12,2,1507
d151_2,d151_10,1,1508
d151_2,d151_3,7,1509
d151_3,d151_4,7,1510
d151_3,d151_7,7,1511
d151_4,d151_5,7,1512
d151_4,d151_9,7,1513
d151_5,d151_14,1,1514
d151_5,d151_6,7,1515
d151_6,d151_1,7,1516
d151_6,d151_15,1,1517
d151_7,d151_17,1,1518
d151_7,d151_8,7,1519
d151_9,d151_16,1,1520
d151_9,d151_8,7,1521
d152_1,d152_2,7,1522
d152_1,d152_26,1,1523
d152_10,d152_11,7,1524
d152_10,d152_25,1,1525
d152_11,d152_12,7,1526
d152_11,d152_14,1,1527
d152_12,d152_4,7,1528
d152_15,d152_16,7,1529
d152_15,d152_5,1,1530
d152_16,d152_12,1,1531
d152_16,d152_17,7,1532
d152_17,d152_18,7,1533
d152_17,d152_21,1,1534
d152_18,d152_19,7,1535
d152_18,d152_22,1,1536
d152_19,d152_20,7,1537
d152_19,d152_23,1,1538
d152_2,d152_3,7,1539
d152_2,d152_7,1,1540
d152_20,d152_15,7,1541
d152_20,d152_24,1,1542
d152_25,d152_29,2,1543
d152_25,d152_30,2,1544
d152_26,d152_27,2,1545
d152_26,d152_28,2,1546
d152_3,d152_4,7,1547
d152_3,d152_9,7,1548
d152_4,d152_5,7,1549
d152_5,d152_6,7,1550
d152_6,d152_1,7,1551
d152_6,d152_8,1,1552
d152_9,d152_10,7,1553
d152_9,d152_13,1,1554
d153_1,d153_2,7,1555
d153_1,d153_7,1,1556
d153_10,d153_11,7,1557
d153_10,d153_22,1,1558
d153_11,d153_12,7,1559
d153_11,d153_14,1,1560
d153_12,d153_13,7,1561
d153_12,d153_15,1,1562
d153_13,d153_17,1,1563
d153_13,d153_4,7,1564
d153_16,d153_17,1,1565
d153_16,d153_18,1,1566
d153_16,d153_19,1,1567
d153_17,d153_20,1,1568
d153_17,d153_21,1,1569
d153_2,d153_3,7,1570
d153_2,d153_8,1,1571
d153_22,d153_23,2,1572
d153_22,d153_24,2,1573
d153_3,d153_10,7,1574
d153_3,d153_4,7,1575
d153_4,d153_5,7,1576
d153_5,d153_16,1,1577
d153_5,d153_6,7,1578
d153_6,d153_1,7,1579
d153_6,d153_9,1,1580
d154_1,d154_13,1,1581
d154_1,d154_2,7,1582
d154_10,d154_11,2,1583
d154_10,d154_12,2,1584
d154_2,d154_14,1,1585
d154_2,d154_3,7,1586
d154_3,d154_4,7,1587
d154_3,d154_7,7,1588
d154_4,d154_5,7,1589
d154_4,d154_9,7,1590
d154_5,d154_15,1,1591
d154_5,d154_6,7,1592
d154_6,d154_1,7,1593
d154_6,d154_16,1,1594
d154_7,d154_17,1,1595
d154_7,d154_8,7,1596
d154_8,d154_10,1,1597
d154_9,d154_8,7,1598
d155_1,d155_2,7,1599
d155_1,d155_7,1,1600
d155_10,d155_11,1,1601
d155_11,d155_12,1,1602
d155_11,d155_13,1,1603
d155_11,d155_14,1,1604
d155_15,d155_17,2,1605
d155_15,d155_18,2,1606
d155_16,d155_19,2,1607
d155_16,d155_20,2,1608
d155_2,d155_16,1,1609
d155_2,d155_3,7,1610
d155_3,d155_4,7,1611
d155_3,d155_8,1,1612
d155_4,d155_15,1,1613
d155_4,d155_5,7,1614
d155_5,d155_10,1,1615
d155_5,d155_6,7,1616
d155_6,d155_1,7,1617
d155_6,d155_9,1,1618
d156_1,d156_18,1,1619
d156_1,d156_2,7,1620
d156_10,d156_11,1,1621
d156_10,d156_13,1,1622
d156_11,d156_16,1,1623
d156_11,d156_17,1,1624
d156_12,d156_11,1,1625
d156_12,d156_14,1,1626
d156_12,d156_15,1,1627
d156_18,d156_19,2,1628
d156_18,d156_20,2,1629
d156_2,d156_3,7,1630
d156_2,d156_7,1,1631
d156_3,d156_10,1,1632
d156_3,d156_4,7,1633
d156_4,d156_12,1,1634
d156_4,d156_5,7,1635
d156_5,d156_6,7,1636
d156_5,d156_8,1,1637
d156_6,d156_1,7,1638
d156_6,d156_9,1,1639
d157_1,d157_2,1,1640
d157_1,d157_26,1,1641
d157_10,d157_11,7,1642
d157_10,d157_4,7,1643
d157_11,d157_12,7,1644
d157_12,d157_13,7,1645
d157_12,d157_19,1,1646
d157_13,d157_20,1,1647
d157_13,d157_5,7,1648
d157_14,d157_15,7,1649
d157_14,d157_21,1,1650
d157_15,d157_16,7,1651
d157_15,d157_22,1,1652
d157_16,d157_11,7,1653
d157_16,d157_27,1,1654
d157_2,d157_23,1,1655
d157_2,d157_24,1,1656
d157_2,d157_3,1,1657
d157_27,d157_28,2,1658
d157_27,d157_29,2,1659
d157_3,d157_4,7,1660
d157_3,d157_7,7,1661
d157_4,d157_5,7,1662
d157_5,d157_6,1,1663
d157_6,d157_1,2,1664
d157_6,d157_25,1,1665
d157_7,d157_17,1,1666
d157_7,d157_8,7,1667
d157_8,d157_18,1,1668
d157_8,d157_9,7,1669
d157_9,d157_10,7,1670
d157_9,d157_14,7,1671
d158_1,d158_2,7,1672
d158_1,d158_22,1,1673
d158_10,d158_11,7,1674
d158_11,d158_12,7,1675
d158_11,d158_16,1,1676
d158_12,d158_13,7,1677
d158_12,d158_25,1,1678
d158_13,d158_14,7,1679
d158_13,d158_17,1,1680
d158_14,d158_15,7,1681
d158_14,d158_18,1,1682
d158_15,d158_10,7,1683
d158_19,d158_10,1,1684
d158_19,d158_20,1,1685
d158_19,d158_21,1,1686
d158_2,d158_3,7,1687
d158_2,d158_7,1,1688
d158_22,d158_24,2,1689
d158_23,d158_22,2,1690
d158_25,d158_26,1,1691
d158_25,d158_28,1,1692
d158_26,d158_27,1,1693
d158_26,d158_29,2,1694
d158_27,d158_30,1,1695
d158_27,d158_31,1,1696
d158_27,d158_32,1,1697
d158_3,d158_19,1,1698
d158_3,d158_4,7,1699
d158_4,d158_15,1,1700
d158_4,d158_5,7,1701
d158_5,d158_6,7,1702
d158_5,d158_8,1,1703
d158_6,d158_1,7,1704
d158_6,d158_9,1,1705
d159_1,d159_2,2,1706
d159_1,d159_25,1,1707
d159_10,d159_11,7,1708
d159_10,d159_4,7,1709
d159_11,d159_12,7,1710
d159_12,d159_13,7,1711
d159_12,d159_19,1,1712
d159_13,d159_20,1,1713
d159_13,d159_5,7,1714
d159_14,d159_15,7,1715
d159_14,d159_21,1,1716
d159_15,d159_16,7,1717
d159_15,d159_22,1,1718
d159_16,d159_11,7,1719
d159_16,d159_27,1,1720
d159_2,d159_26,1,1721
d159_2,d159_3,1,1722
d159_27,d159_28,2,1723
d159_27,d159_29,2,1724
d159_3,d159_4,7,1725
d159_3,d159_7,7,1726
d159_4,d159_5,7,1727
d159_5,d159_6,1,1728
d159_6,d159_1,1,1729
d159_6,d159_23,1,1730
d159_6,d159_24,1,1731
d159_7,d159_17,1,1732
d159_7,d159_8,7,1733
d159_8,d159_18,1,1734
d159_8,d159_9,7,1735
d159_9,d159_10,7,1736
d159_9,d159_14,7,1737
d15_1,d15_2,7,1738
d15_1,d15_7,1,1739
d15_10,d15_11,7,1740
d15_11,d15_12,7,1741
d15_12,d15_13,7,1742
d15_12,d15_14,1,1743
d15_13,d15_15,1,1744
d15_13,d15_5,7,1745
d15_16,d15_17,7,1746
d15_16,d15_19,1,1747
d15_17,d15_18,7,1748
d15_17,d15_20,1,1749
d15_18,d15_10,7,1750
d15_18,d15_21,7,1751
d15_2,d15_3,7,1752
d15_2,d15_8,1,1753
d15_21,d15_22,7,1754
d15_21,d15_24,1,1755
d15_22,d15_23,7,1756
d15_22,d15_25,1,1757
d15_23,d15_11,7,1758
d15_26,d15_23,1,1759
d15_26,d15_27,2,1760
d15_26,d15_28,2,1761
d15_3,d15_16,7,1762
d15_3,d15_4,7,1763
d15_4,d15_10,7,1764
d15_4,d15_5,7,1765
d15_5,d15_6,7,1766
d15_6,d15_1,7,1767
d15_6,d15_9,1,1768
d160_1,d160_2,7,1769
d160_1,d160_7,1,1770
d160_13,d160_17,2,1771
d160_13,d160_18,2,1772
d160_14,d160_15,2,1773
d160_14,d160_16,2,1774
d160_2,d160_13,1,1775
d160_2,d160_3,7,1776
d160_3,d160_4,7,1777
d160_3,d160_8,1,1778
d160_4,d160_12,1,1779
d160_4,d160_5,7,1780
d160_5,d160_6,7,1781
d160_5,d160_9,1,1782
d160_6,d160_1,7,1783
d160_6,d160_14,1,1784
d160_9,d160_10,1,1785
d160_9,d160_11,1,1786
d161_1,d161_2,7,1787
d161_1,d161_7,1,1788
d161_10,d161_11,7,1789
d161_10,d161_14,1,1790
d161_11,d161_12,7,1791
d161_11,d161_18,7,1792
d161_12,d161_15,7,1793
d161_12,d161_4,7,1794
d161_15,d161_16,7,1795
d161_16,d161_17,7,1796
d161_16,d161_23,7,1797
d161_17,d161_5,7,1798
d161_18,d161_19,7,1799
d161_18,d161_21,1,1800
d161_19,d161_20,7,1801
d161_19,d161_22,1,1802
d161_2,d161_3,7,1803
d161_2,d161_32,1,1804
d161_20,d161_15,7,1805
d161_20,d161_31,1,1806
d161_23,d161_24,7,1807
d161_23,d161_27,1,1808
d161_24,d161_25,7,1809
d161_24,d161_28,1,1810
d161_25,d161_26,7,1811
d161_25,d161_29,1,1812
d161_26,d161_17,7,1813
d161_26,d161_30,1,1814
d161_3,d161_4,7,1815
d161_3,d161_9,7,1816
d161_31,d161_33,2,1817
d161_31,d161_34,2,1818
d161_32,d161_35,2,1819
d161_32,d161_36,2,1820
d161_4,d161_5,7,1821
d161_5,d161_6,7,1822
d161_6,d161_1,7,1823
d161_6,d161_8,1,1824
d161_9,d161_10,7,1825
d161_9,d161_13,1,1826
d162_1,d162_2,7,1827
d162_1,d162_22,1,1828
d162_10,d162_11,7,1829
d162_11,d162_12,7,1830
d162_11,d162_16,1,1831
d162_12,d162_13,7,1832
d162_12,d162_17,1,1833
d162_13,d162_14,7,1834
d162_13,d162_20,1,1835
d162_14,d162_15,7,1836
d162_14,d162_19,1,1837
d162_15,d162_10,7,1838
d162_15,d162_18,1,1839
d162_19,d162_27,2,1840
d162_19,d162_28,2,1841
d162_2,d162_3,7,1842
d162_2,d162_7,1,1843
d162_20,d162_29,2,1844
d162_20,d162_30,2,1845
d162_21,d162_25,2,1846
d162_21,d162_26,2,1847
d162_22,d162_23,2,1848
d162_22,d162_24,2,1849
d162_3,d162_4,7,1850
d162_3,d162_8,1,1851
d162_4,d162_10,1,1852
d162_4,d162_5,7,1853
d162_5,d162_6,7,1854
d162_5,d162_9,1,1855
d162_6,d162_1,7,1856
d162_6,d162_21,1,1857
d163_1,d163_2,7,1858
d163_1,d163_26,1,1859
d163_10,d163_11,7,1860
d163_10,d163_14,1,1861
d163_11,d163_12,7,1862
d163_11,d163_20,7,1863
d163_12,d163_15,7,1864
d163_12,d163_4,7,1865
d163_15,d163_16,7,1866
d163_16,d163_17,7,1867
d163_16,d163_18,1,1868
d163_17,d163_19,1,1869
d163_17,d163_5,7,1870
d163_2,d163_3,7,1871
d163_2,d163_7,1,1872
d163_20,d163_21,7,1873
d163_20,d163_23,1,1874
d163_21,d163_22,7,1875
d163_21,d163_25,1,1876
d163_22,d163_15,7,1877
d163_22,d163_24,1,1878
d163_25,d163_27,2,1879
d163_25,d163_28,2,1880
d163_26,d163_29,2,1881
d163_26,d163_30,2,1882
d163_3,d163_4,7,1883
d163_3,d163_9,7,1884
d163_4,d163_5,7,1885
d163_5,d163_6,7,1886
d163_6,d163_1,7,1887
d163_6,d163_8,1,1888
d163_9,d163_10,7,1889
d163_9,d163_13,1,1890
d164_1,d164_2,7,1891
d164_1,d164_24,1,1892
d164_10,d164_11,7,1893
d164_10,d164_14,1,1894
d164_11,d164_12,7,1895
d164_11,d164_20,7,1896
d164_12,d164_15,7,1897
d164_12,d164_4,7,1898
d164_15,d164_16,7,1899
d164_16,d164_17,7,1900
d164_16,d164_18,1,1901
d164_17,d164_19,1,1902
d164_17,d164_5,7,1903
d164_2,d164_3,7,1904
d164_2,d164_7,1,1905
d164_20,d164_21,7,1906
d164_20,d164_26,1,1907
d164_21,d164_22,7,1908
d164_21,d164_23,1,1909
d164_22,d164_15,7,1910
d164_22,d164_25,1,1911
d164_25,d164_27,2,1912
d164_25,d164_28,2,1913
d164_26,d164_29,2,1914
d164_26,d164_30,2,1915
d164_3,d164_4,7,1916
d164_3,d164_9,7,1917
d164_4,d164_5,7,1918
d164_5,d164_6,7,1919
d164_6,d164_1,7,1920
d164_6,d164_8,1,1921
d164_9,d164_10,7,1922
d164_9,d164_13,1,1923
d165_1,d165_2,7,1924
d165_1,d165_7,1,1925
d165_10,d165_11,7,1926
d165_10,d165_14,1,1927
d165_11,d165_12,7,1928
