element,type,charge,molecule_id,atom_id
h,3,0.058,2164,2167
c,10,-0.091,2164,2168
c,10,-0.091,2164,2169
c,10,-0.291,2164,2170
c,10,-0.384,2164,2171
h,3,0.13,2164,2172
o,40,-0.11,2164,2173
c,10,-0.091,2164,2174
o,40,-0.082,2164,2175
c,10,-0.384,2164,2176
c,10,-0.091,2164,2177
c,10,-0.091,2164,2178
h,3,0.154,2164,2179
h,3,0.13,2164,2180
c,36,-0.4,2164,2181
h,3,-0.12,2183,2182
h,3,0.141,2183,2184
c,10,0.005,2183,2185
c,10,-0.11,2183,2187
h,3,0.152,2183,2189
h,3,0.141,2183,2190
o,40,-0.391,2183,2193
c,10,0.005,2183,2197
c,10,-0.393,2183,2200
c,10,-0.393,2183,2201
c,10,-0.404,2183,2202
c,10,-0.079,2183,2203
c,10,-0.094,2183,2204
c,10,-0.091,2183,2205
c,10,-0.418,2183,2206
h,3,0.329,2183,2208
h,3,0.141,2183,2209
h,3,0.139,2183,2210
c,10,-0.392,2183,2211
c,10,-0.088,2183,2212
h,3,0.139,2183,2224
c,10,0.005,2183,2225
n,22,0.126,2183,2226
c,10,-0.392,2183,2229
c,10,-0.377,2183,2230
c,10,0.005,2183,2231
o,40,-0.384,2183,2236
h,3,0.139,2183,2238
c,10,-0.091,2258,2241
c,10,-0.091,2258,2242
c,10,-0.091,2258,2243
h,3,0.134,2258,2244
o,40,-0.11,2258,2245
c,10,-0.091,2258,2246
c,22,0.145,2258,2247
c,25,-0.084,2258,2248
h,3,0.149,2258,2249
h,3,0.127,2258,2250
c,10,-0.091,2258,2251
c,10,-0.091,2258,2252
c,10,-0.091,2258,2253
c,10,-0.091,2258,2254
h,3,0.149,2258,2255
h,3,0.134,2258,2256
h,3,-0.128,2258,2257
c,10,-0.091,2258,2291
c,10,-0.091,2258,2292
c,10,-0.091,2258,2293
c,10,-0.099,2258,2294
c,10,-0.091,2258,2295
h,3,0.133,2258,2296
o,40,-0.11,2258,2297
c,10,-0.091,2258,2298
c,10,-0.091,2258,2299
c,10,-0.076,2258,2300
o,40,0.024,2258,2301
c,10,-0.091,2258,2302
c,51,0.055,2304,2303
c,10,-0.395,2304,2338
c,10,-0.091,2304,2339
c,10,-0.083,2304,2340
c,10,-0.091,2304,2341
c,10,-0.395,2304,2342
h,3,0.145,2304,2343
c,10,-0.091,2304,2344
c,10,-0.091,2304,2345
c,10,-0.393,2304,2346
c,10,-0.091,2304,2347
c,10,-0.089,2304,2348
c,10,-0.083,2304,2349
c,10,0.021,2304,2350
c,16,0.055,2304,2351
o,40,0.046,2304,2352
h,3,0.149,2304,2353
h,3,0.822,2304,2354
c,10,-0.083,2304,2355
c,10,-0.083,2304,2356
h,3,0.145,2304,2357
h,3,0.008,2304,2358
h,3,0.149,2304,2359
c,10,-0.083,2304,2360
h,3,0.162,2304,2361
c,10,-0.083,2304,2362
c,10,-0.395,2304,2363
c,10,-0.081,2304,2364
h,3,0.154,2304,2365
o,40,-0.394,2304,2366
c,10,-0.369,2372,2367
c,10,-0.389,2372,2368
c,10,0.006,2372,2369
c,10,-0.369,2372,2370
c,10,-0.381,2372,2371
c,10,-0.137,2372,2396
c,10,-0.393,2372,2398
c,10,-0.129,2372,2399
h,3,0.166,2372,2400
h,3,0.149,2372,2401
c,21,-0.084,2372,2402
o,16,-0.379,2372,2403
h,3,0.148,2372,2404
c,42,0.017,2372,2405
o,16,-0.099,2372,2406
c,10,0.03,2372,2407
c,10,-0.379,2372,2408
o,40,-0.089,2372,2409
c,25,-0.15,2372,2410
c,10,-0.393,2372,2411
c,10,-0.379,2372,2412
c,10,-0.135,2372,2413
c,10,0.006,2435,2436
c,10,-0.381,2435,2437
c,10,0.006,2435,2438
c,10,0.006,2435,2439
c,10,0.006,2435,2440
o,40,0.024,2435,2441
c,34,0.006,2435,2442
c,10,0.006,2435,2443
c,10,0.006,2435,2444
o,16,-0.394,2435,2445
h,3,0.816,2435,2446
c,10,-0.094,2435,2447
h,3,0.133,2435,2448
c,93,-0.191,2435,2449
c,10,0.006,2435,2450
c,93,-0.396,2435,2451
o,40,-0.385,2435,2452
c,10,-0.137,2435,2453
c,10,-0.091,2435,2454
c,10,-0.091,2435,2455
c,10,-0.091,2435,2456
o,40,-0.394,2435,2457
c,34,-0.137,2435,2458
o,40,-0.385,2435,2459
h,3,0.148,2478,2465
o,40,-0.099,2478,2466
o,16,-0.379,2478,2467
c,10,0.008,2478,2468
c,93,0.017,2478,2469
o,40,-0.082,2478,2470
c,10,-0.148,2478,2471
c,10,-0.392,2478,2472
c,10,-0.389,2478,2473
c,10,-0.389,2478,2474
c,10,0.059,2478,2475
c,26,0.147,2478,2476
c,10,-0.082,2478,2477
c,10,-0.107,2478,2501
c,10,-0.376,2478,2502
c,10,0.315,2478,2503
h,3,0.148,2478,2504
o,40,-0.393,2478,2505
h,3,0.148,2478,2506
o,16,-0.099,2478,2507
h,3,0.148,2478,2508
c,10,-0.137,2528,2509
c,10,-0.376,2528,2510
c,10,-0.413,2528,2511
o,40,-0.385,2528,2512
c,38,-0.191,2528,2513
c,10,-0.137,2528,2514
o,52,-0.074,2528,2515
o,16,-0.107,2528,2516
c,10,-0.137,2528,2517
o,16,-0.076,2528,2518
o,16,-0.389,2528,2519
c,194,0.021,2528,2520
c,10,-0.097,2528,2521
c,10,-0.137,2528,2522
c,10,-0.137,2528,2523
c,10,-0.376,2528,2524
o,40,-0.385,2528,2525
o,34,-0.394,2528,2526
o,40,-0.107,2528,2527
c,10,-0.395,2559,2564
h,1,-0.106,2559,2565
c,10,-0.191,2559,2566
c,10,-0.083,2559,2567
c,10,-0.083,2559,2568
c,10,-0.395,2559,2576
c,10,-0.4,2559,2577
c,10,-0.091,2559,2578
o,40,-0.082,2559,2579
o,40,0.805,2559,2580
h,3,0.132,2559,2581
c,10,-0.4,2559,2582
c,10,-0.4,2559,2583
h,3,0.146,2559,2584
h,3,0.132,2559,2585
b,1,0.138,2559,2586
c,10,-0.395,2559,2587
h,3,0.146,2559,2588
o,40,0.805,2559,2589
c,10,-0.076,2559,2590
c,10,-0.395,2559,2591
c,10,-0.395,2559,2592
c,10,0.006,2559,2593
o,40,-0.085,2559,2594
o,40,-0.383,2559,2595
o,40,-0.086,2559,2596
c,10,-0.395,2659,2614
o,40,-0.085,2659,2615
c,10,0.006,2659,2616
c,10,-0.395,2659,2617
o,40,0.805,2659,2618
o,40,-0.086,2659,2619
c,10,-0.091,2659,2620
o,40,-0.085,2659,2621
o,40,0.818,2659,2622
c,10,-0.395,2659,2623
c,10,-0.395,2659,2624
c,10,-0.137,2659,2625
c,10,-0.091,2659,2626
c,10,-0.083,2659,2627
c,10,-0.395,2659,2630
o,40,-0.085,2659,2631
h,3,-0.128,2659,2632
o,40,-0.085,2659,2633
o,40,-0.082,2659,2634
h,3,0.132,2659,2635
c,10,-0.4,2659,2636
h,3,0.132,2659,2637
c,10,-0.4,2659,2638
h,3,0.132,2659,2639
c,10,0.016,2659,2640
c,10,-0.395,2659,2641
c,10,-0.137,2659,2642
o,40,-0.086,2659,2643
h,3,0.132,2659,2644
o,40,0.805,2659,2645
c,10,-0.137,2699,2665
n,1,-0.12,2699,2666
h,3,-0.106,2699,2667
c,16,-0.084,2699,2668
c,10,-0.393,2699,2669
c,10,0.016,2699,2670
b,40,0.412,2699,2671
h,3,0.145,2699,2672
h,3,0.806,2699,2673
o,41,-0.389,2699,2674
c,10,-0.11,2699,2675
c,10,0.016,2699,2676
c,10,-0.393,2699,2677
c,10,-0.083,2699,2678
c,10,0.03,2699,2679
h,3,-0.397,2699,2680
h,3,0.138,2699,2681
c,10,-0.083,2699,2682
c,10,-0.091,2702,2743
c,10,-0.091,2702,2744
c,10,-0.091,2702,2745
c,10,-0.091,2702,2746
o,40,-0.395,2702,2747
h,3,0.187,2702,2748
c,10,-0.091,2702,2749
c,10,-0.393,2702,2750
c,10,-0.091,2702,2751
c,10,-0.11,2702,2752
c,10,-0.091,2702,2753
c,10,0.015,2702,2754
c,10,-0.091,2702,2755
h,3,0.134,2702,2756
h,3,0.142,2702,2757
c,10,-0.091,2702,2758
c,10,-0.091,2702,2759
c,10,-0.091,2702,2760
c,10,-0.091,2702,2761
h,3,0.147,2702,2762
h,3,0.147,2702,2763
h,3,0.134,2702,2764
c,10,-0.091,2702,2765
h,3,0.054,2702,2766
c,10,-0.379,2702,2767
c,10,-0.393,2702,2768
h,3,-0.067,2702,2769
h,3,0.134,2702,2770
h,3,0.147,2702,2771
h,3,0.152,2702,2772
c,10,-0.091,2702,2773
c,10,-0.091,2702,2774
c,10,-0.091,2702,2775
h,3,0.134,2702,2776
h,3,0.147,2702,2777
c,10,-0.091,2702,2778
c,50,-0.137,2826,2794
c,10,-0.091,2826,2795
c,10,-0.091,2826,2796
c,10,0.006,2826,2797
c,10,-0.091,2826,2798
c,10,0.006,2826,2799
c,10,0.006,2826,2800
c,10,-0.091,2826,2801
c,93,0.006,2826,2802
o,40,-0.11,2826,2803
o,40,0.015,2826,2804
c,10,-0.091,2826,2805
h,3,0.126,2826,2806
c,93,-0.137,2826,2807
o,40,-0.11,2826,2808
c,34,-0.191,2826,2809
h,3,0.126,2826,2810
o,40,0.009,2826,2811
o,40,0.015,2826,2812
c,10,-0.108,2826,2813
c,95,-0.079,2826,2814
h,3,0.019,2826,2815
c,194,0.143,2826,2816
o,40,-0.393,2826,2817
o,40,-0.11,2826,2818
h,3,0.154,2826,2819
c,10,-0.091,2826,2820
c,10,-0.091,2826,2821
c,10,-0.089,2826,2822
c,10,0.006,2826,2823
c,10,-0.091,2826,2824
c,10,-0.291,2826,2825
c,10,0.006,2875,2861
c,10,-0.781,2875,2862
n,3,0.13,2875,2863
c,45,0.012,2875,2864
c,22,0.188,2875,2865
c,22,0.138,2875,2866
c,10,0.006,2875,2867
c,10,-0.083,2875,2868
c,10,-0.376,2875,2869
c,10,-0.076,2875,2870
c,10,-0.083,2875,2871
o,52,-0.191,2875,2872
n,38,-0.412,2875,2873
c,22,0.138,2875,2874
c,10,-0.137,2880,2876
c,10,-0.137,2880,2877
c,22,-0.08,2880,2878
c,10,-0.137,2880,2879
c,194,0.021,2880,2902
c,10,-0.137,2880,2903
c,194,-0.08,2880,2904
o,49,0.818,2880,2905
o,25,0.09,2880,2906
o,52,-0.191,2880,2907
o,35,-0.076,2880,2908
o,49,0.818,2880,2909
c,22,-0.08,2880,2910
o,19,-0.191,2880,2911
o,19,0.006,2880,2912
c,10,-0.137,2880,2913
o,52,-0.393,2880,2914
c,10,-0.097,2880,2915
c,10,0.006,2880,2916
c,10,-0.086,2880,2917
c,10,-0.389,2964,2932
c,10,-0.379,2964,2933
c,10,-0.393,2964,2934
c,10,-0.089,2964,2935
c,34,-0.089,2964,2936
o,16,-0.393,2964,2937
o,16,-0.379,2964,2938
c,10,-0.092,2964,2939
o,16,-0.404,2964,2940
n,3,0.148,2964,2941
c,10,0.147,2964,2942
c,10,-0.379,2964,2943
c,10,-0.379,2964,2944
c,93,-0.084,2964,2945
o,16,-0.404,2964,2946
o,40,0.015,2964,2947
c,10,-0.393,2964,2948
c,10,0.03,2964,2949
c,10,-0.125,2964,2950
c,10,-0.137,2964,2951
c,25,0.017,2964,2952
h,3,0.148,2964,2953
c,22,-0.377,2964,2954
c,10,-0.395,3014,2973
c,10,-0.083,3014,2974
c,10,-0.083,3014,2975
c,10,-0.395,3014,2976
c,10,-0.395,3014,2977
c,10,-0.083,3014,2978
c,10,-0.083,3014,2979
h,3,0.062,3014,2980
h,3,0.132,3014,2981
h,22,0.137,3014,2982
c,10,-0.363,3014,2983
c,10,-0.093,3014,2984
c,10,-0.391,3014,2985
c,10,-0.395,3014,2986
c,10,-0.083,3014,2987
h,3,0.132,3014,2988
h,3,0.146,3014,2989
h,3,-0.125,3014,2990
o,40,-0.385,3014,2991
o,40,0.805,3014,2992
o,40,0.818,3014,2993
o,40,-0.085,3014,2994
c,10,-0.091,3014,2995
o,40,0.818,3014,2996
c,10,-0.395,3014,2997
c,10,-0.083,3014,2998
c,10,-0.395,3014,2999
o,40,-0.086,3014,3000
h,3,0.118,3014,3001
o,40,-0.389,3014,3002
c,10,0.006,3034,3028
c,10,-0.085,3034,3029
c,22,-0.128,3034,3030
c,10,0.146,3034,3031
c,194,-0.124,3034,3032
c,26,-0.124,3034,3033
c,95,-0.109,3034,3059
c,10,-0.137,3034,3060
c,10,0.202,3034,3061
c,194,0.142,3034,3062
o,35,-0.191,3034,3063
o,19,-0.396,3034,3064
c,19,-0.137,3034,3065
o,19,-0.191,3034,3066
c,93,-0.191,3034,3067
o,19,-0.396,3034,3068
c,25,-0.137,3034,3069
c,10,-0.109,3034,3070
c,26,-0.085,3034,3071
c,25,-0.191,3034,3072
o,49,-0.11,3034,3073
c,10,0.142,3034,3074
c,10,-0.137,3120,3075
o,16,-0.379,3120,3076
c,93,-0.137,3120,3077
c,10,-0.137,3120,3078
c,10,-0.137,3120,3079
h,3,0.134,3120,3080
c,25,-0.137,3120,3081
c,25,-0.137,3120,3082
c,93,-0.137,3120,3083
c,10,-0.137,3120,3084
c,10,-0.137,3120,3085
c,10,0.006,3120,3086
c,10,0.006,3120,3087
o,16,-0.393,3120,3088
h,3,0.058,3120,3089
o,51,0.021,3120,3090
c,10,0.021,3120,3121
c,10,0.006,3120,3122
c,10,-0.137,3120,3123
c,10,-0.137,3120,3124
c,10,-0.137,3120,3125
c,10,-0.137,3120,3126
c,10,0.006,3120,3127
o,16,0.03,3120,3128
o,40,-0.365,3120,3129
o,16,-0.393,3120,3130
c,10,0.006,3120,3131
c,10,-0.4,3190,3162
c,10,-0.083,3190,3163
c,10,-0.093,3190,3164
c,10,0.059,3190,3165
c,10,-0.083,3190,3166
c,10,-0.091,3190,3167
c,10,-0.083,3190,3168
c,10,-0.4,3190,3169
c,10,0.113,3190,3170
h,3,0.15,3190,3171
h,3,0.152,3190,3172
c,10,-0.076,3190,3173
o,40,-0.107,3190,3174
h,3,0.162,3190,3175
o,40,-0.379,3190,3176
c,10,-0.091,3190,3177
c,10,-0.091,3190,3178
h,3,0.104,3190,3179
o,40,-0.394,3190,3180
o,40,-0.418,3190,3181
h,3,0.147,3190,3182
c,10,0.018,3190,3183
c,10,-0.081,3190,3184
c,10,-0.395,3190,3185
c,10,-0.088,3190,3186
h,3,0.145,3190,3187
h,3,0.143,3190,3188
h,3,0.08,3190,3189
c,10,-0.392,3247,3191
c,10,-0.404,3247,3192
c,10,-0.11,3247,3193
c,10,-0.088,3247,3194
o,40,0.015,3247,3195
o,40,-0.388,3247,3196
c,10,-0.404,3247,3197
c,10,-0.082,3247,3198
c,10,0.015,3247,3199
h,3,0.061,3247,3200
h,3,0.134,3247,3201
c,10,-0.089,3247,3202
c,10,-0.392,3247,3203
c,10,-0.392,3247,3204
c,10,-0.385,3247,3205
h,3,0.142,3247,3206
b,1,0.137,3247,3207
c,10,-0.404,3247,3208
c,10,0.006,3247,3209
o,40,0.015,3247,3210
h,3,0.139,3247,3211
o,40,-0.396,3247,3212
c,10,0.015,3247,3213
h,3,0.073,3247,3214
c,10,-0.081,3247,3215
c,10,-0.082,3247,3216
c,10,0.031,3247,3217
h,3,0.061,3247,3218
h,3,0.134,3247,3219
c,10,-0.404,3247,3220
c,10,0.002,3287,3265
c,10,-0.097,3287,3266
c,22,-0.137,3287,3267
c,10,-0.413,3287,3268
c,10,-0.137,3287,3269
h,3,0.133,3287,3270
o,40,-0.079,3287,3271
o,40,-0.385,3287,3275
c,10,-0.086,3287,3276
c,22,-0.137,3287,3277
h,3,0.149,3287,3278
c,10,-0.137,3287,3279
c,10,-0.083,3287,3280
c,10,-0.083,3287,3281
c,10,-0.391,3287,3282
c,10,-0.097,3287,3283
n,92,0.814,3287,3284
o,40,0.024,3287,3285
h,3,0.069,3287,3286
c,10,-0.137,3343,3309
o,40,-0.092,3343,3310
h,3,0.145,3343,3311
c,10,-0.379,3343,3312
c,10,0.016,3343,3313
c,10,-0.379,3343,3314
c,10,-0.137,3343,3315
c,10,-0.081,3343,3316
c,10,-0.137,3343,3317
o,40,-0.398,3343,3320
h,1,-0.134,3343,3321
c,10,-0.137,3343,3322
h,3,0.059,3343,3323
h,3,-0.122,3343,3324
c,10,-0.393,3343,3325
o,40,-0.398,3343,3326
h,3,0.282,3343,3327
c,10,-0.137,3343,3328
c,10,-0.094,3343,3329
c,10,-0.137,3343,3330
c,10,-0.129,3343,3331
h,3,0.147,3343,3332
h,3,0.147,3343,3333
h,3,0.147,3343,3334
c,10,-0.091,3395,3345
h,3,-0.106,3395,3346
o,40,-0.396,3395,3347
c,10,-0.091,3395,3348
h,3,0.154,3395,3349
h,3,0.154,3395,3350
c,10,-0.091,3395,3351
c,10,-0.091,3395,3352
c,10,-0.393,3395,3353
c,10,0.006,3395,3354
c,10,-0.091,3395,3355
c,10,-0.091,3395,3356
c,10,-0.091,3395,3396
c,10,-0.091,3395,3397
c,10,-0.091,3395,3398
c,10,-0.091,3395,3399
c,10,-0.091,3395,3400
c,10,-0.091,3395,3401
c,10,-0.091,3395,3402
c,10,-0.091,3395,3403
c,10,-0.091,3395,3404
c,10,-0.091,3395,3405
c,10,-0.091,3395,3406
c,10,-0.091,3395,3407
c,10,-0.404,3395,3408
h,3,0.154,3395,3409
h,3,0.073,3395,3410
h,3,0.134,3395,3411
o,40,-0.395,3395,3412
h,3,-0.12,3395,3413
h,3,0.152,3395,3414
h,3,-0.12,3395,3415
h,3,0.154,3395,3416
h,3,-0.106,3395,3417
c,10,0.015,3418,3435
c,51,0.055,3418,3436
c,10,-0.089,3418,3437
c,10,0.113,3418,3438
o,16,-0.388,3418,3439
n,21,0.011,3418,3440
n,21,0.162,3418,3441
f,92,0.158,3418,3442
c,10,-0.099,3418,3443
c,10,-0.144,3418,3444
c,10,0.005,3418,3445
c,10,-0.393,3418,3446
c,10,-0.393,3418,3447
o,40,0.017,3418,3448
o,16,-0.396,3418,3449
o,40,-0.398,3418,3450
c,10,-0.091,3451,3452
c,93,-0.15,3451,3453
c,10,-0.085,3451,3454
c,10,0.006,3451,3455
c,10,-0.137,3451,3456
c,10,0.017,3451,3457
c,26,-0.126,3451,3458
c,10,0.136,3451,3459
c,93,0.09,3451,3460
o,40,-0.385,3451,3461
c,34,-0.191,3451,3462
c,10,-0.137,3451,3463
c,10,0.006,3451,3464
c,93,-0.137,3451,3465
c,93,-0.137,3451,3466
c,10,-0.091,3451,3467
c,93,0.09,3451,3468
c,93,-0.137,3451,3469
c,10,-0.087,3451,3470
c,10,-0.137,3451,3471
c,10,-0.389,3451,3472
c,194,-0.095,3451,3473
c,93,-0.191,3451,3474
c,93,-0.137,3451,3475
o,40,0.024,3451,3476
c,10,0.008,3506,3507
c,10,-0.107,3506,3508
c,10,-0.385,3506,3509
c,10,-0.107,3506,3510
c,10,0.024,3506,3511
h,3,0.145,3506,3512
h,3,0.153,3506,3513
c,10,-0.107,3506,3514
c,10,0.015,3506,3515
c,10,-0.385,3506,3516
h,3,-0.106,3506,3517
c,10,-0.104,3506,3518
h,3,0.332,3506,3519
h,3,0.141,3506,3520
o,16,0.059,3506,3521
h,1,0.13,3506,3522
h,3,0.332,3506,3523
c,10,-0.351,3506,3524
c,10,-0.095,3506,3525
c,10,-0.404,3506,3526
c,10,-0.385,3506,3527
o,40,-0.388,3506,3528
h,3,-0.106,3506,3529
o,40,-0.388,3506,3530
o,40,-0.089,3567,3554
h,3,0.145,3567,3555
o,40,-0.086,3567,3556
c,10,-0.381,3567,3557
h,3,-0.122,3567,3558
c,34,-0.108,3567,3559
c,10,0.016,3567,3560
c,10,-0.107,3567,3561
c,10,-0.391,3567,3562
c,10,-0.125,3567,3563
c,10,-0.376,3567,3564
c,10,-0.369,3567,3565
c,10,-0.137,3567,3566
c,10,-0.137,3567,3590
c,10,-0.393,3567,3591
c,10,-0.137,3567,3592
o,16,-0.191,3567,3593
o,16,-0.393,3567,3594
o,40,-0.11,3567,3595
h,3,-0.122,3567,3596
c,22,-0.074,3567,3597
c,10,-0.092,3598,3641
c,10,-0.389,3598,3642
c,10,-0.091,3598,3643
c,10,-0.091,3598,3644
c,10,-0.389,3598,3645
c,10,-0.092,3598,3646
c,10,0.018,3598,3647
c,10,-0.394,3598,3648
c,10,-0.091,3598,3649
c,10,-0.091,3598,3650
c,10,-0.129,3598,3651
c,10,0.004,3598,3652
c,10,-0.091,3598,3653
c,10,0.814,3598,3654
h,3,0.144,3598,3655
o,40,-0.135,3598,3656
o,40,-0.363,3598,3657
h,3,0.011,3598,3658
h,3,0.142,3598,3659
h,1,0.054,3598,3660
h,3,-0.412,3598,3661
h,3,0.14,3598,3662
c,10,-0.092,3598,3663
h,3,-0.125,3598,3664
h,3,0.144,3598,3665
h,3,0.818,3598,3666
h,3,-0.124,3598,3667
h,1,0.138,3598,3668
h,3,-0.394,3598,3669
h,3,0.144,3598,3670
h,3,0.008,3598,3671
o,40,-0.401,3598,3672
c,10,-0.097,3598,3673
c,10,-0.091,3598,3674
c,10,-0.092,3598,3675
c,10,-0.096,3598,3676
c,10,0.015,3598,3677
c,10,-0.091,3598,3678
c,10,0.046,3690,3680
o,40,-0.11,3690,3681
o,40,-0.11,3690,3683
o,40,-0.11,3690,3684
o,40,-0.079,3690,3685
c,10,-0.191,3690,3687
c,10,0.09,3690,3689
c,10,-0.404,3690,3698
c,10,-0.108,3690,3699
c,10,0.006,3690,3700
c,10,-0.076,3690,3701
h,3,0.134,3690,3702
h,3,0.143,3690,3703
c,10,-0.191,3690,3721
o,40,-0.11,3690,3723
c,50,0.021,3690,3724
c,10,0.006,3690,3725
h,3,0.126,3690,3726
o,40,-0.11,3690,3727
o,40,-0.343,3690,3728
c,10,-0.191,3690,3729
o,40,-0.11,3690,3730
c,10,-0.291,3690,3731
c,10,0.021,3690,3732
c,10,-0.108,3690,3733
c,10,0.09,3690,3734
o,40,-0.385,3690,3735
c,10,0.021,3690,3736
c,10,0.006,3690,3739
c,10,0.021,3690,3742
c,10,-0.191,3771,3757
c,10,-0.137,3771,3758
c,45,-0.167,3771,3759
c,22,0.138,3771,3760
c,22,0.012,3771,3761
n,3,-0.085,3771,3762
c,10,-0.083,3771,3763
c,10,-0.137,3771,3764
c,10,-0.391,3771,3765
c,10,0.113,3771,3766
c,10,-0.395,3771,3767
c,22,0.012,3771,3768
c,34,-0.084,3771,3769
c,34,-0.084,3771,3770
c,10,-0.081,3819,3787
c,10,-0.089,3819,3788
c,10,-0.404,3819,3789
c,10,-0.091,3819,3790
c,10,-0.404,3819,3791
c,10,-0.379,3819,3792
c,10,-0.392,3819,3793
c,10,-0.404,3819,3794
h,3,0.152,3819,3795
h,3,-0.12,3819,3796
h,3,0.134,3819,3797
c,10,-0.404,3819,3798
o,40,0.017,3819,3799
h,3,0.061,3819,3800
o,40,-0.088,3819,3801
h,3,0.134,3819,3802
h,3,0.134,3819,3803
o,40,-0.089,3819,3804
h,3,0.822,3819,3805
c,10,-0.082,3819,3806
c,10,-0.173,3819,3807
h,3,0.134,3819,3808
c,10,-0.404,3819,3809
h,3,0.134,3819,3810
h,3,0.134,3819,3811
h,3,0.061,3819,3812
c,10,-0.392,3819,3813
c,10,-0.404,3819,3814
c,10,0.031,3819,3815
c,10,-0.081,3819,3816
c,10,-0.081,3819,3817
c,10,-0.392,3819,3818
c,10,-0.137,3841,3854
c,10,-0.084,3841,3856
n,38,-0.137,3841,3857
o,19,-0.381,3841,3858
c,22,0.055,3841,3859
c,22,-0.167,3841,3860
c,22,0.055,3841,3861
c,22,-0.084,3841,3862
c,1,-0.126,3841,3863
c,10,-0.15,3841,3864
c,10,-0.395,3841,3865
c,10,0.017,3841,3866
c,10,0.182,3841,3867
c,10,-0.396,3841,3868
c,22,-0.084,3841,3869
c,10,-0.137,3841,3870
c,10,-0.137,3841,3871
c,10,-0.191,3904,3905
h,3,0.012,3904,3906
c,10,-0.191,3904,3907
c,10,0.03,3904,3908
c,10,-0.379,3904,3909
c,10,-0.083,3904,3910
c,10,-0.076,3904,3911
c,10,-0.363,3904,3912
o,40,0.805,3904,3913
h,1,-0.137,3904,3914
h,1,-0.074,3904,3915
c,10,-0.191,3904,3916
h,3,0.136,3904,3917
c,10,0.016,3904,3918
h,3,0.069,3904,3919
o,40,-0.394,3904,3920
h,3,0.134,3904,3921
c,10,0.015,3904,3922
h,3,0.146,3904,3923
o,40,-0.388,3904,3924
c,10,-0.076,3904,3925
c,10,-0.083,3904,3926
c,10,-0.779,3904,3927
c,10,-0.137,3904,3928
h,3,0.137,3904,3929
h,3,0.073,3904,3930
o,40,-0.376,3904,3931
c,10,-0.144,3943,3933
h,3,0.152,3943,3934
o,40,-0.395,3943,3936
c,16,0.016,3943,3937
h,3,0.134,3943,3938
c,10,-0.404,3943,3940
c,10,-0.091,3943,3942
c,10,-0.404,3943,3951
c,10,-0.404,3943,3952
c,10,0.031,3943,3953
c,10,-0.082,3943,3954
o,40,-0.395,3943,3955
h,3,0.134,3943,3956
c,10,-0.091,3943,3974
h,3,0.132,3943,3976
c,10,-0.392,3943,3977
c,10,-0.081,3943,3978
h,3,0.134,3943,3979
h,3,0.066,3943,3980
h,3,0.127,3943,3981
c,10,-0.091,3943,3982
h,3,0.152,3943,3983
c,10,-0.091,3943,3984
c,10,-0.392,3943,3985
c,10,-0.089,3943,3986
c,10,-0.091,3943,3987
h,3,0.139,3943,3988
c,10,-0.404,3943,3989
c,10,-0.404,3943,3992
c,10,-0.404,3943,3995
h,3,0.148,4033,3996
c,10,-0.398,4033,3997
o,52,-0.396,4033,3998
c,10,-0.393,4033,3999
c,10,-0.137,4033,4000
c,10,-0.391,4033,4001
c,10,0.808,4033,4002
o,40,-0.107,4033,4003
h,3,0.148,4033,4004
o,25,-0.15,4033,4005
o,52,-0.191,4033,4027
c,10,0.017,4033,4028
c,10,-0.137,4033,4029
c,26,0.142,4033,4030
c,10,0.062,4033,4031
o,52,-0.381,4033,4032
c,25,-0.074,4033,4034
c,10,0.021,4033,4035
o,40,-0.404,4033,4036
c,10,-0.391,4033,4037
c,10,-0.083,4079,4038
o,40,-0.385,4079,4039
h,3,0.13,4079,4040
h,3,0.132,4079,4041
h,1,-0.084,4079,4075
h,1,-0.12,4079,4076
c,10,-0.079,4079,4077
c,10,-0.083,4079,4078
c,10,-0.386,4079,4080
c,10,-0.083,4079,4081
c,10,-0.108,4079,4082
c,10,-0.083,4079,4083
c,10,-0.083,4079,4084
o,40,0.147,4079,4085
o,40,-0.394,4079,4086
c,10,-0.083,4079,4087
c,10,-0.384,4079,4088
c,10,-0.083,4079,4089
h,3,0.154,4079,4090
c,10,-0.083,4079,4091
h,8,0.059,4079,4092
c,10,-0.083,4079,4093
c,10,-0.377,4079,4094
c,10,-0.392,4079,4095
h,3,0.154,4079,4096
c,10,-0.083,4079,4097
o,40,-0.385,4079,4098
o,40,-0.389,4079,4099
c,22,0.112,4079,4100
c,10,-0.377,4079,4101
c,10,-0.384,4079,4102
h,3,-0.084,4079,4103
c,10,-0.083,4079,4104
h,3,0.125,4079,4105
h,1,0.017,4112,4110
h,1,-0.134,4112,4111
c,10,-0.396,4112,4131
o,16,-0.383,4112,4132
c,10,-0.089,4112,4133
c,10,-0.144,4112,4134
o,36,-0.11,4112,4135
h,3,-0.106,4112,4136
h,3,0.133,4112,4137
c,10,-0.779,4112,4138
h,1,0.188,4112,4139
n,21,-0.191,4112,4140
c,10,0.03,4112,4141
c,10,-0.144,4112,4142
c,10,-0.089,4112,4143
c,10,-0.083,4112,4144
c,10,-0.779,4112,4145
o,40,0.031,4112,4146
c,10,-0.137,4205,4147
c,10,-0.137,4205,4148
c,10,0.017,4205,4149
c,10,-0.137,4205,4150
c,10,-0.137,4205,4151
c,10,0.823,4205,4152
