CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2SinceWeek,Promo2SinceYear,StoreType,Assortment,Promo2,PromoInterval,Store,node_type
238,0,0,14,2011,c,c,1,"Feb,May,Aug,Nov",460,store
1344,0,0,30,2011,a,a,1,"Jan,Apr,Jul,Oct",461,store
108,0,0,40,2011,d,c,1,"Jan,Apr,Jul,Oct",462,store
6117,5,2014,14,2014,a,c,1,"Feb,May,Aug,Nov",463,store
1634,3,2007,43,2014,a,a,1,"Feb,May,Aug,Nov",464,store
696,11,2010,48,2009,a,a,1,"Mar,Jun,Sept,Dec",465,store
2898,11,2012,14,2011,a,a,1,"Jan,Apr,Jul,Oct",466,store
3253,11,2007,14,2013,d,a,1,"Mar,Jun,Sept,Dec",467,store
2505,0,0,38,2009,d,a,1,"Feb,May,Aug,Nov",468,store
1126,9,2014,0,0,a,c,0,,469,store
7448,10,2009,0,0,c,c,0,,470,store
1488,12,2013,38,2012,a,a,1,"Mar,Jun,Sept,Dec",471,store
1882,0,0,35,2013,d,c,1,"Mar,Jun,Sept,Dec",472,store
6,3,2004,0,0,a,a,0,,473,store
18,0,0,0,0,a,a,0,,474,store
886,9,2010,0,0,a,c,0,,475,store
5379,9,2010,13,2013,d,a,1,"Jan,Apr,Jul,Oct",476,store
2297,0,0,0,0,a,c,0,,477,store
5228,0,0,10,2015,c,c,1,"Mar,Jun,Sept,Dec",478,store
15006,4,2013,0,0,d,c,0,,479,store
46031,0,0,0,0,a,c,0,,480,store
15068,4,2010,0,0,a,c,0,,481,store
2039,0,0,13,2013,d,c,1,"Mar,Jun,Sept,Dec",482,store
13402,0,0,14,2011,a,a,1,"Jan,Apr,Jul,Oct",483,store
1612,0,0,0,0,d,a,0,,484,store
2935,4,2007,0,0,a,a,0,,485,store
3262,6,2011,0,0,a,c,0,,486,store
7887,0,0,0,0,d,c,0,,487,store
7867,0,0,47,2012,c,a,1,"Jan,Apr,Jul,Oct",488,store
4346,3,2002,0,0,d,c,0,,489,store
205,4,2014,0,0,a,c,0,,490,store
6368,0,0,30,2012,c,c,1,"Mar,Jun,Sept,Dec",491,store
4527,4,2009,25,2011,a,a,1,"Mar,Jun,Sept,Dec",492,store
416,10,2007,0,0,d,c,0,,493,store
1123,11,2010,0,0,c,a,0,,494,store
1326,4,2007,14,2011,a,c,1,"Jan,Apr,Jul,Oct",495,store
1090,0,0,0,0,a,c,0,,496,store
4469,11,2010,33,2009,a,a,1,"Jan,Apr,Jul,Oct",497,store
9157,0,0,0,0,a,a,0,,498,store
12541,4,1793,40,2009,a,c,1,"Mar,Jun,Sept,Dec",499,store
19369,9,2012,0,0,d,c,0,,500,store
1852,0,0,0,0,c,c,0,,501,store
19507,0,0,0,0,d,c,0,,502,store
809,5,2010,36,2014,a,a,1,"Feb,May,Aug,Nov",503,store
1498,9,2011,0,0,a,a,0,,504,store
9627,0,0,0,0,a,c,0,,505,store
622,9,2007,7,2013,d,c,1,"Feb,May,Aug,Nov",506,store
909,4,2013,35,2014,a,a,1,"Feb,May,Aug,Nov",507,store
2378,6,2010,45,2009,d,a,1,"Feb,May,Aug,Nov",508,store
1639,12,2011,0,0,a,a,0,,509,store
22410,11,1436,0,0,d,a,0,,510,store
143,0,0,13,2013,a,c,1,"Jan,Apr,Jul,Oct",511,store
5158,12,2008,0,0,d,a,0,,512,store
557,0,0,45,2011,a,a,1,"Mar,Jun,Sept,Dec",513,store
3712,0,0,0,0,d,a,0,,514,store
19613,10,0,0,0,a,a,0,,515,store
5960,0,0,40,2009,a,c,1,"Feb,May,Aug,Nov",516,store
398,5,2011,23,2014,a,c,1,"Jan,Apr,Jul,Oct",517,store
312,9,0,0,2015,d,a,1,"Feb,May,Aug,Nov",518,store
327,0,0,14,2012,a,c,1,"Jan,Apr,Jul,Oct",519,store
17745,10,2003,12,2015,a,a,1,"Mar,Jun,Sept,Dec",520,store
1927,11,2011,35,2013,a,a,1,"Jan,Apr,Jul,Oct",521,store
23702,2,2010,13,2011,a,a,1,"Mar,Jun,Sept,Dec",522,store
15447,4,2004,0,0,a,a,0,,523,store
757,11,2010,0,0,d,c,0,,524,store
530,6,2005,0,0,a,a,0,,525,store
8641,5,2007,40,2014,d,a,1,"Jan,Apr,Jul,Oct",526,store
7701,0,0,11,2011,a,a,1,"Jan,Apr,Jul,Oct",527,store
5693,8,2013,0,0,a,a,0,,528,store
2641,0,0,9,2015,d,c,1,"Jan,Apr,Jul,Oct",529,store
10214,4,2007,0,0,d,c,0,,530,store
2478,3,2005,40,2014,d,c,1,"Feb,May,Aug,Nov",531,store
5533,0,0,0,0,a,c,0,,532,store
4400,3,2010,36,2014,a,a,1,"Jan,Apr,Jul,Oct",533,store
1653,0,0,14,2010,d,c,1,"Jan,Apr,Jul,Oct",534,store
18,8,2006,0,2013,a,a,1,"Feb,May,Aug,Nov",535,store
3985,0,0,35,2009,d,a,1,"Feb,May,Aug,Nov",536,store
3201,7,2011,0,0,d,c,0,,537,store
3646,0,0,0,0,d,a,0,,538,store
4932,10,2005,40,2010,a,a,1,"Feb,May,Aug,Nov",539,store
145,0,0,0,0,c,c,0,,540,store
691,0,0,14,2011,b,c,1,"Feb,May,Aug,Nov",541,store
16908,7,2007,24,2010,d,a,1,"Jan,Apr,Jul,Oct",542,store
2395,0,0,0,0,a,a,0,,543,store
1637,0,0,0,0,c,c,0,,544,store
3471,10,2009,32,2009,a,a,1,"Jan,Apr,Jul,Oct",545,store
637,12,2004,14,2011,a,a,1,"Jan,Apr,Jul,Oct",546,store
3888,0,0,40,2012,d,c,1,"Jan,Apr,Jul,Oct",547,store
2429,4,2011,0,0,d,a,0,,548,store
2937,10,2010,25,2011,a,a,1,"Feb,May,Aug,Nov",549,store
516,6,1999,0,0,c,c,0,,550,store
6165,3,2003,13,2010,d,a,1,"Jan,Apr,Jul,Oct",551,store
9800,11,2006,0,0,d,c,0,,552,store
1316,12,2004,0,0,a,a,0,,553,store
108,4,1667,0,0,a,a,0,,554,store
1641,7,2006,7,2013,a,a,1,"Feb,May,Aug,Nov",555,store
412,7,2009,42,2009,a,a,1,"Feb,May,Aug,Nov",556,store
229,9,2010,0,0,a,a,0,,557,store
2839,0,0,40,2012,d,c,1,"Jan,Apr,Jul,Oct",558,store
655,12,2005,19,2010,a,a,1,"Jan,Apr,Jul,Oct",559,store
845,0,0,32,2011,d,a,1,"Jan,Apr,Jul,Oct",560,store
4555,11,2004,16,2011,d,a,1,"Jan,Apr,Jul,Oct",561,store
293,9,2011,0,0,a,c,0,,562,store
1066,8,2007,0,0,c,a,0,,563,store
19,5,2013,25,2014,a,c,1,"Jan,Apr,Jul,Oct",564,store
2244,8,2012,13,2012,d,c,1,"Feb,May,Aug,Nov",565,store
15437,4,2004,0,0,c,c,0,,566,store
3178,0,0,0,0,a,c,0,,567,store
17436,9,2012,0,0,d,c,0,,568,store
2287,0,0,0,0,a,c,0,,569,store
3314,0,0,0,0,a,c,0,,570,store
12808,4,2010,13,2011,a,a,1,"Jan,Apr,Jul,Oct",571,store
2674,4,2014,9,2011,a,c,1,"Mar,Jun,Sept,Dec",572,store
1610,0,0,40,2011,c,a,1,"Jan,Apr,Jul,Oct",573,store
17869,0,0,0,0,a,a,0,,574,store
428,0,0,0,0,a,a,0,,575,store
3080,0,0,37,2012,d,c,1,"Mar,Jun,Sept,Dec",576,store
1477,0,0,0,0,a,c,0,,577,store
4086,12,2008,35,2014,d,c,1,"Jan,Apr,Jul,Oct",578,store
1784,0,0,41,2009,a,c,1,"Feb,May,Aug,Nov",579,store
2417,4,2014,0,0,a,c,0,,580,store
2320,10,2013,16,2011,a,c,1,"Jan,Apr,Jul,Oct",581,store
8333,7,2005,13,2011,a,a,1,"Jan,Apr,Jul,Oct",582,store
1073,9,2009,0,0,a,a,0,,583,store
769,0,0,17,2011,c,a,1,"Jan,Apr,Jul,Oct",584,store
3414,12,2004,8,2013,a,c,1,"Feb,May,Aug,Nov",585,store
436,2,2012,0,0,d,a,0,,586,store
1635,7,2008,13,2011,a,a,1,"Jan,Apr,Jul,Oct",587,store
6767,0,0,0,0,d,c,0,,588,store
1631,12,2012,0,0,a,a,0,,589,store
6908,0,0,0,0,d,c,0,,590,store
126,0,0,0,2013,a,c,1,"Jan,Apr,Jul,Oct",591,store
1415,9,2011,0,0,a,a,0,,592,store
3415,0,0,0,0,d,c,0,,593,store
2627,0,0,0,0,d,c,0,,594,store
4101,9,2010,14,2012,a,a,1,"Mar,Jun,Sept,Dec",595,store
5678,0,0,0,0,a,a,0,,596,store
3532,0,0,0,0,d,c,0,,597,store
17054,11,2013,0,0,a,c,0,,598,store
461,9,2013,41,2012,a,c,1,"Mar,Jun,Sept,Dec",599,store
122,2,2006,33,2011,a,a,1,"Jan,Apr,Jul,Oct",600,store
406,2,2010,38,2015,a,a,1,"Jan,Apr,Jul,Oct",601,store
7962,1,2005,0,0,a,a,0,,602,store
2302,4,2010,0,0,d,c,0,,603,store
149,5,2014,24,2010,a,a,1,"Jan,Apr,Jul,Oct",604,store
189,0,0,0,0,a,a,0,,605,store
10964,7,2012,21,2011,d,a,1,"Jan,Apr,Jul,Oct",606,store
3895,12,2013,0,0,a,a,0,,607,store
2109,6,2003,0,0,a,c,0,,608,store
1119,0,0,0,0,a,a,0,,609,store
5679,9,2011,34,2011,c,a,1,"Jan,Apr,Jul,Oct",610,store
2968,12,2013,13,2013,a,a,1,"Mar,Jun,Sept,Dec",611,store
7169,4,2014,14,2012,a,c,1,"Jan,Apr,Jul,Oct",612,store
116,0,0,46,2012,c,c,1,"Mar,Jun,Sept,Dec",613,store
252,9,2011,1,2012,a,c,1,"Jan,Apr,Jul,Oct",614,store
22,0,0,9,2013,a,c,1,"Feb,May,Aug,Nov",615,store
413,0,0,0,0,b,c,0,,616,store
15496,0,0,0,0,d,c,0,,617,store
314,0,0,14,2013,a,c,1,"Jan,Apr,Jul,Oct",618,store
1347,5,2011,0,0,a,a,0,,619,store
2108,9,2007,0,0,a,c,0,,620,store
346,10,2009,0,0,a,a,0,,621,store
2291,10,686,14,2015,d,c,1,"Jan,Apr,Jul,Oct",622,store
2101,0,0,0,2013,d,c,1,"Feb,May,Aug,Nov",623,store
1740,12,2013,0,0,a,c,0,,624,store
3852,11,2010,25,2014,a,a,1,"Jan,Apr,Jul,Oct",625,store
1315,12,2007,0,0,a,a,0,,626,store
316,10,2005,0,0,a,a,0,,627,store
3194,0,0,17,2012,a,c,1,"Mar,Jun,Sept,Dec",628,store
2703,9,2010,0,0,d,a,0,,629,store
2085,6,2012,0,0,c,c,0,,630,store
1631,0,0,14,2011,d,c,1,"Jan,Apr,Jul,Oct",631,store
171,11,2014,0,0,a,a,0,,632,store
8147,3,2010,16,2011,d,c,1,"Jan,Apr,Jul,Oct",633,store
18407,3,2013,0,0,d,c,0,,634,store
1830,0,0,0,2013,d,c,1,"Feb,May,Aug,Nov",635,store
2722,9,2013,14,2013,a,c,1,"Feb,May,Aug,Nov",636,store
21227,8,2004,0,0,d,a,0,,637,store
20661,0,0,0,0,a,c,0,,638,store
163,11,2010,43,2010,d,a,1,"Jan,Apr,Jul,Oct",639,store
388,11,2009,34,2010,a,a,1,"Jan,Apr,Jul,Oct",640,store
924,6,2012,26,2012,c,a,1,"Jan,Apr,Jul,Oct",641,store
2078,5,2008,45,2009,a,c,1,"Jan,Apr,Jul,Oct",642,store
251,5,2010,0,0,a,a,0,,643,store
446,0,0,49,2014,d,c,1,"Mar,Jun,Sept,Dec",644,store
789,7,2011,41,2009,d,c,1,"Jan,Apr,Jul,Oct",645,store
4626,0,0,14,2011,d,c,1,"Jan,Apr,Jul,Oct",646,store
2314,0,0,14,2011,a,a,1,"Jan,Apr,Jul,Oct",647,store
462,10,2004,0,0,c,c,0,,648,store
138,3,1999,0,0,a,c,0,,649,store
182,12,2009,29,2011,a,a,1,"Jan,Apr,Jul,Oct",650,store
1921,0,0,42,2011,c,a,1,"Mar,Jun,Sept,Dec",651,store
359,6,2008,41,2014,a,c,1,"Feb,May,Aug,Nov",652,store
7935,2,2013,40,2009,a,c,1,"Feb,May,Aug,Nov",653,store
757,12,2012,13,2014,d,c,1,"Jan,Apr,Jul,Oct",654,store
5242,0,0,26,2012,d,c,1,"Jan,Apr,Jul,Oct",655,store
4899,0,0,0,0,c,c,0,,656,store
2040,9,2009,0,0,a,a,0,,657,store
376,6,2010,0,0,c,c,0,,658,store
1148,10,2010,39,2014,a,a,1,"Jan,Apr,Jul,Oct",659,store
19054,9,2007,0,0,d,c,0,,660,store
5966,10,2009,0,0,a,a,0,,661,store
3283,10,2007,16,2013,d,c,1,"Feb,May,Aug,Nov",662,store
741,4,2009,18,2012,c,a,1,"Mar,Jun,Sept,Dec",663,store
414,12,2005,14,2011,a,c,1,"Jan,Apr,Jul,Oct",664,store
7052,11,2011,11,2013,a,a,1,"Feb,May,Aug,Nov",665,store
11747,4,2005,36,2010,d,c,1,"Jan,Apr,Jul,Oct",666,store
3293,0,0,0,0,a,a,0,,667,store
2200,0,0,0,0,d,c,0,,668,store
238,0,0,40,2011,d,a,1,"Jan,Apr,Jul,Oct",669,store
1543,9,2003,0,0,c,c,0,,670,store
1165,2,2011,0,0,a,a,0,,671,store
10598,0,0,0,0,a,c,0,,672,store
1167,9,2008,0,0,c,c,0,,673,store
489,7,2004,14,2010,a,a,1,"Mar,Jun,Sept,Dec",674,store
3139,12,2000,0,0,d,c,0,,675,store
5227,11,2005,0,0,c,a,0,,676,store
8387,3,2013,15,2011,d,a,1,"Jan,Apr,Jul,Oct",677,store
265,6,2009,40,2012,a,a,1,"Jan,Apr,Jul,Oct",678,store
9785,3,2010,0,0,d,a,0,,679,store
2280,0,0,0,0,a,a,0,,680,store
1074,12,2010,27,2013,a,a,1,"Feb,May,Aug,Nov",681,store
24113,9,2007,0,0,a,a,0,,682,store
104,6,2009,9,2011,c,a,1,"Jan,Apr,Jul,Oct",683,store
1885,9,2009,0,0,d,c,0,,684,store
5317,8,928,39,2009,d,c,1,"Mar,Jun,Sept,Dec",685,store
98,0,0,0,0,a,a,0,,686,store
1921,4,2012,0,0,a,c,0,,687,store
693,7,2013,0,0,a,c,0,,688,store
766,0,0,19,2015,a,c,1,"Mar,Jun,Sept,Dec",689,store
1323,4,2006,14,2011,a,a,1,"Jan,Apr,Jul,Oct",690,store
288,0,0,9,2013,c,c,1,"Feb,May,Aug,Nov",691,store
8294,9,2010,0,0,d,a,0,,692,store
117,0,0,8,2010,a,a,1,"Jan,Apr,Jul,Oct",693,store
1077,9,2012,35,2012,a,a,1,"Jan,Apr,Jul,Oct",694,store
234,6,2002,40,2014,a,a,1,"Jan,Apr,Jul,Oct",695,store
549,9,2009,0,0,c,c,0,,696,store
2017,0,0,0,0,a,c,0,,697,store
150,0,0,39,2014,a,c,1,"Jan,Apr,Jul,Oct",698,store
1334,0,0,36,2011,a,a,1,"Jan,Apr,Jul,Oct",699,store
254,4,2003,0,0,c,c,0,,700,store
20877,10,2000,35,2012,d,a,1,"Jan,Apr,Jul,Oct",701,store
1688,2,2012,14,2013,a,a,1,"Jan,Apr,Jul,Oct",702,store
8573,12,2010,31,2011,a,a,1,"Jan,Apr,Jul,Oct",703,store
715,12,2010,0,0,a,a,0,,704,store
1522,11,2012,14,2012,a,a,1,"Jan,Apr,Jul,Oct",705,store
3563,4,2011,0,0,a,a,0,,706,store
1756,12,2011,0,0,c,a,0,,707,store
3549,10,2009,40,2014,d,c,1,"Jan,Apr,Jul,Oct",708,store
894,11,2007,0,0,a,a,0,,709,store
1553,0,0,20,2013,d,c,1,"Feb,May,Aug,Nov",710,store
554,0,0,10,2012,a,a,1,"Jan,Apr,Jul,Oct",711,store
2530,0,0,19,2012,c,c,1,"Jan,Apr,Jul,Oct",712,store
7741,0,0,14,2014,d,a,1,"Jan,Apr,Jul,Oct",713,store
9220,10,2014,0,0,a,c,0,,714,store
375,9,2008,0,0,c,a,0,,715,store
565,8,1999,0,0,a,a,0,,716,store
1137,12,2007,6,2013,d,c,1,"Feb,May,Aug,Nov",717,store
7952,9,2011,0,0,d,c,0,,718,store
10361,0,0,19,2010,d,c,1,"Jan,Apr,Jul,Oct",719,store
316,7,2005,14,2010,a,a,1,"Jan,Apr,Jul,Oct",720,store
3060,5,2014,13,2014,d,c,1,"Jan,Apr,Jul,Oct",721,store
413,11,0,14,2011,c,a,1,"Mar,Jun,Sept,Dec",722,store
2954,5,2007,13,2012,c,c,1,"Jan,Apr,Jul,Oct",723,store
606,0,0,24,2009,a,a,1,"Jan,Apr,Jul,Oct",724,store
1097,0,0,20,2012,a,c,1,"Jan,Apr,Jul,Oct",725,store
804,0,0,26,2011,a,a,1,"Mar,Jun,Sept,Dec",726,store
3539,7,2012,14,2011,a,a,1,"Jan,Apr,Jul,Oct",727,store
7968,9,2005,41,2009,a,a,1,"Feb,May,Aug,Nov",728,store
5659,9,2014,0,0,d,c,0,,729,store
1132,2,2007,0,2015,a,a,1,"Feb,May,Aug,Nov",730,store
10498,0,0,14,2015,c,a,1,"Jan,Apr,Jul,Oct",731,store
174,2,2011,13,2011,a,a,1,"Mar,Jun,Sept,Dec",732,store
36498,4,2014,0,0,d,a,0,,733,store
5442,11,2010,35,2009,a,a,1,"Jan,Apr,Jul,Oct",734,store
365,4,2014,0,0,c,a,0,,735,store
393,0,0,0,0,a,c,0,,736,store
1504,2,2010,12,2011,a,c,1,"Jan,Apr,Jul,Oct",737,store
4648,4,1999,0,0,d,c,0,,738,store
715,0,0,0,0,a,c,0,,739,store
4028,9,2009,40,2013,d,c,1,"Feb,May,Aug,Nov",740,store
866,9,2007,0,0,c,a,0,,741,store
8220,5,2007,44,2009,d,c,1,"Jan,Apr,Jul,Oct",742,store
2373,6,2010,0,0,a,a,0,,743,store
25091,8,2005,8,2011,d,c,1,"Mar,Jun,Sept,Dec",744,store
29122,7,2013,0,0,d,c,0,,745,store
122,2,2014,0,0,a,c,0,,746,store
18,0,0,8,2011,a,a,1,"Jan,Apr,Jul,Oct",747,store
192,9,2009,0,0,c,a,0,,748,store
417,11,2005,14,2013,d,a,1,"Feb,May,Aug,Nov",749,store
2646,12,2008,47,2009,c,a,1,"Feb,May,Aug,Nov",750,store
4794,6,2002,0,0,a,a,0,,751,store
4252,0,0,0,0,d,c,0,,752,store
316,0,0,0,0,a,a,0,,753,store
339,11,2005,0,0,a,a,0,,754,store
2381,0,0,0,0,c,a,0,,755,store
156,0,0,0,0,c,a,0,,756,store
17442,2,2004,36,2009,a,c,1,"Jan,Apr,Jul,Oct",757,store
63329,3,2011,0,0,d,c,0,,758,store
9370,10,2005,14,2014,a,c,1,"Feb,May,Aug,Nov",759,store
1215,6,2008,0,0,a,a,0,,760,store
875,9,2012,0,0,a,c,0,,761,store
15522,0,0,40,2011,d,c,1,"Jan,Apr,Jul,Oct",762,store
204,0,0,12,2011,c,c,1,"Jan,Apr,Jul,Oct",763,store
3413,0,0,40,2014,a,a,1,"Jan,Apr,Jul,Oct",764,store
187,2,2005,33,2012,a,a,1,"Mar,Jun,Sept,Dec",765,store
9564,0,0,14,2015,a,a,1,"Jan,Apr,Jul,Oct",766,store
3294,0,0,14,2011,d,a,1,"Jan,Apr,Jul,Oct",767,store
39881,4,2011,0,0,a,c,0,,768,store
4828,5,2013,14,2013,a,a,1,"Feb,May,Aug,Nov",769,store
63,9,2011,0,0,a,c,0,,770,store
879,3,2005,11,2013,d,c,1,"Feb,May,Aug,Nov",771,store
143,12,2014,0,0,a,a,0,,772,store
242,9,2007,0,0,c,a,0,,773,store
21556,4,2004,0,0,a,c,0,,774,store
8313,4,2014,0,0,a,c,0,,775,store
307,0,0,0,0,a,c,0,,776,store
18545,4,2010,0,0,a,a,0,,777,store
581,0,0,0,0,a,c,0,,778,store
5150,0,0,0,0,a,c,0,,779,store
36,7,2015,0,0,a,a,0,,780,store
11053,7,2011,35,2012,d,a,1,"Jan,Apr,Jul,Oct",781,store
572,10,2000,0,0,a,a,0,,782,store
2817,12,2009,23,2009,a,a,1,"Mar,Jun,Sept,Dec",783,store
413,9,2012,14,2014,a,a,1,"Jan,Apr,Jul,Oct",784,store
910,0,0,14,2014,a,c,1,"Mar,Jun,Sept,Dec",785,store
348,6,2012,0,0,a,c,0,,786,store
843,0,0,0,0,a,a,0,,787,store
3421,11,2007,0,2012,c,a,1,"Jan,Apr,Jul,Oct",788,store
4884,9,2004,15,2013,a,c,1,"Feb,May,Aug,Nov",789,store
363,9,2005,40,2010,c,c,1,"Jan,Apr,Jul,Oct",790,store
406,0,0,39,2009,c,a,1,"Feb,May,Aug,Nov",791,store
1348,9,2008,0,0,a,a,0,,792,store
10647,0,0,14,2011,a,c,1,"Jan,Apr,Jul,Oct",793,store
38,0,0,49,2010,c,c,1,"Mar,Jun,Sept,Dec",794,store
14979,4,2005,0,0,a,a,0,,795,store
2345,0,0,40,2011,b,c,1,"Jan,Apr,Jul,Oct",796,store
38419,0,0,39,2011,a,a,1,"Mar,Jun,Sept,Dec",797,store
9465,0,0,0,0,a,a,0,,798,store
7999,0,0,0,0,d,c,0,,799,store
3223,0,0,36,2015,a,c,1,"Jan,Apr,Jul,Oct",800,store
3841,10,2014,22,2014,a,c,1,"Jan,Apr,Jul,Oct",801,store
18852,4,2005,0,0,c,c,0,,802,store
89,2,2013,17,2013,a,a,1,"Feb,May,Aug,Nov",803,store
691,12,2005,0,0,a,c,0,,804,store
132,3,2013,13,2011,a,a,1,"Mar,Jun,Sept,Dec",805,store
283,12,2013,0,0,a,a,0,,806,store
1099,7,2015,8,2010,c,a,1,"Jan,Apr,Jul,Oct",807,store
427,7,2014,13,2014,a,a,1,"Jan,Apr,Jul,Oct",808,store
788,7,2013,0,0,a,c,0,,809,store
2008,12,2009,0,0,d,c,0,,810,store
7758,9,2013,0,0,a,c,0,,811,store
2024,3,2007,13,2013,c,c,1,"Feb,May,Aug,Nov",812,store
1447,2,2014,8,2014,a,a,1,"Mar,Jun,Sept,Dec",813,store
879,0,0,13,2011,a,c,1,"Feb,May,Aug,Nov",814,store
11249,0,0,44,2009,a,c,1,"Feb,May,Aug,Nov",815,store
3172,11,2009,35,2011,d,c,1,"Jan,Apr,Jul,Oct",816,store
3047,6,2010,40,2015,a,a,1,"Jan,Apr,Jul,Oct",817,store
2215,0,0,0,0,a,a,0,,818,store
160,0,0,14,2011,a,a,1,"Feb,May,Aug,Nov",819,store
4948,6,2003,31,2010,a,c,1,"Mar,Jun,Sept,Dec",820,store
2712,7,2011,13,2011,a,a,1,"Jan,Apr,Jul,Oct",821,store
66,5,2010,14,2014,c,a,1,"Jan,Apr,Jul,Oct",822,store
5796,0,0,0,0,a,c,0,,823,store
2827,12,2013,40,2009,d,c,1,"Jan,Apr,Jul,Oct",824,store
14762,7,2013,0,0,a,c,0,,825,store
1009,0,0,0,0,a,c,0,,826,store
1148,12,2014,14,2011,a,a,1,"Jan,Apr,Jul,Oct",827,store
1664,10,2006,0,0,a,a,0,,828,store
12682,0,0,16,2013,a,a,1,"Jan,Apr,Jul,Oct",829,store
170,10,2014,40,2014,a,a,1,"Jan,Apr,Jul,Oct",830,store
10185,9,2007,0,0,a,a,0,,831,store
3754,0,0,0,0,d,a,0,,832,store
13706,12,2010,9,2011,a,c,1,"Feb,May,Aug,Nov",833,store
7183,9,2013,0,0,c,a,0,,834,store
1677,7,2011,7,2010,a,a,1,"Jan,Apr,Jul,Oct",835,store
3335,0,0,35,2012,d,c,1,"Jan,Apr,Jul,Oct",836,store
2127,4,2008,27,2014,c,a,1,"Jan,Apr,Jul,Oct",837,store
1911,5,2009,15,2011,a,a,1,"Jan,Apr,Jul,Oct",838,store
35,0,0,16,2013,a,a,1,"Feb,May,Aug,Nov",839,store
17181,0,0,0,0,d,c,0,,840,store
781,12,2007,40,2014,a,a,1,"Jan,Apr,Jul,Oct",841,store
10637,9,2009,17,2013,a,a,1,"Jan,Apr,Jul,Oct",842,store
366,12,2008,0,2011,d,c,1,"Mar,Jun,Sept,Dec",843,store
418,11,2005,0,0,c,c,0,,844,store
92,2,2009,0,0,c,c,0,,845,store
1326,10,2010,10,2011,a,c,1,"Jan,Apr,Jul,Oct",846,store
3956,7,2012,16,2014,d,c,1,"Jan,Apr,Jul,Oct",847,store
1560,0,0,43,2011,a,a,1,"Mar,Jun,Sept,Dec",848,store
3113,11,2014,0,0,d,a,0,,849,store
37064,0,0,0,0,d,c,0,,850,store
118,7,2012,30,2011,a,c,1,"Feb,May,Aug,Nov",851,store
1108,4,2009,16,2011,a,a,1,"Jan,Apr,Jul,Oct",852,store
369,0,0,14,2011,a,a,1,"Jan,Apr,Jul,Oct",853,store
52227,0,0,0,0,a,c,0,,854,store
148,0,0,11,2013,a,a,1,"Mar,Jun,Sept,Dec",855,store
366,0,0,40,2010,d,a,1,"Mar,Jun,Sept,Dec",856,store
1946,2,2011,0,0,c,c,0,,857,store
428,0,0,33,2013,a,a,1,"Jan,Apr,Jul,Oct",858,store
46968,4,2007,0,0,a,a,0,,859,store
9897,0,0,0,0,a,a,0,,860,store
126,9,2009,14,2013,a,c,1,"Feb,May,Aug,Nov",861,store
13591,0,0,0,0,d,c,0,,862,store
1554,7,2011,24,2012,a,a,1,"Mar,Jun,Sept,Dec",863,store
506,7,2013,13,2011,d,a,1,"Jan,Apr,Jul,Oct",864,store
1152,9,2003,0,0,a,a,0,,865,store
4599,10,0,0,0,a,c,0,,866,store
2628,0,0,14,2013,a,c,1,"Feb,May,Aug,Nov",867,store
6273,0,0,0,0,a,c,0,,868,store
4639,10,2013,0,0,a,c,0,,869,store
516,0,0,13,2013,a,c,1,"Mar,Jun,Sept,Dec",870,store
16016,0,0,23,2010,d,c,1,"Mar,Jun,Sept,Dec",871,store
2227,0,0,36,2010,d,a,1,"Jan,Apr,Jul,Oct",872,store
618,12,2007,30,2011,d,c,1,"Jan,Apr,Jul,Oct",873,store
207,0,0,15,2013,a,c,1,"Jan,Apr,Jul,Oct",874,store
3706,0,0,0,0,a,c,0,,875,store
6602,9,2009,0,0,a,a,0,,876,store
17877,8,2012,0,0,a,c,0,,877,store
1262,0,0,0,0,a,c,0,,878,store
3358,0,0,0,0,d,a,0,,879,store
1467,7,0,0,0,a,a,0,,880,store
8601,10,2003,15,2013,a,c,1,"Jan,Apr,Jul,Oct",881,store
916,0,0,31,2012,d,c,1,"Jan,Apr,Jul,Oct",882,store
2055,9,2006,0,0,d,a,0,,883,store
39392,9,2007,0,0,d,c,0,,884,store
1065,9,2012,0,0,d,c,0,,885,store
120,0,0,40,2011,a,a,1,"Jan,Apr,Jul,Oct",886,store
8969,9,2009,0,0,a,a,0,,887,store
1211,0,0,3,2013,d,c,1,"Feb,May,Aug,Nov",888,store
1276,4,2012,13,2011,a,a,1,"Jan,Apr,Jul,Oct",889,store
11893,3,2010,0,0,a,c,0,,890,store
249,11,2007,10,2012,d,c,1,"Jan,Apr,Jul,Oct",891,store
454,9,2010,0,0,c,a,0,,892,store
3193,0,0,33,2013,c,a,1,"Mar,Jun,Sept,Dec",893,store
9161,0,0,0,0,a,c,0,,894,store
1270,9,2004,12,2013,a,a,1,"Feb,May,Aug,Nov",895,store
9484,11,2012,0,0,c,a,0,,896,store
1671,11,2009,0,0,a,a,0,,897,store
3574,7,2010,17,2011,a,a,1,"Feb,May,Aug,Nov",898,store
1195,10,2013,40,2014,a,a,1,"Jan,Apr,Jul,Oct",899,store
74904,0,0,0,0,a,c,0,,900,store
2475,9,2006,14,2010,c,a,1,"Jan,Apr,Jul,Oct",901,store
414,0,0,0,0,a,c,0,,902,store
363,10,2013,0,0,a,a,0,,903,store
1049,3,2014,6,2014,d,a,1,"Jan,Apr,Jul,Oct",904,store
3567,0,0,20,2012,d,c,1,"Jan,Apr,Jul,Oct",905,store
